 Gender(0=Male;1=Female;2=Other;) Gender_ID(0=Male;1=Female;2=Other;) Greek(0=No;1=Yes;) Home_Town(0=Small_Town;1=Medium_City;2=Big_City_Suburb;3=Big_City;) Ethnicity(0=White;1=Black;2=Hispanic;3=Asian;4=Mixed;5=Other;) Religion(0=Christian;1=Jewish;2=Muslim;3=Hindu;4=Buddhist;5=Other_Religion;6=Agnostic;7=Atheist;) Religious ACT GPA Party_Hours_per_week Drinks_per_week Num._Sex_Partners Num._Relationships First_Kiss_Age(26=still_waiting;) Fav._Life_Period(0=Kindergarten;1=lower_grades;2=middle_school;3=High_School;4=College;) Hours_call_parents Social_media(10=V10_or_more;) Texts Good_or_Well Parent_Relationship Work_Hours_per_week Percent_Parents_pay_tuition Career(0=No_Idea;1=Some_Idea;2=Nervous;3=Concrete_plan;4=Grad_School;5=Other;) 
 0 0 1 3 4 0 8 24 3 10 8 1 0 17 4 7 4 4 7 9 10 10 4 
 1 1 1 2 0 1 8 27 4 4 8 0 0 12 4 14 3 12 6 9 0 100 0 
 1 1 0 1 4 0 7 28 3.7 0 0 0 1 16 4 2 1 5 1 10 0 100 2 
 1 1 0 0 0 0 7 27 4 9 0 0 1 15 4 10 4 10 10 10 10 100 2 
 1 1 1 2 0 0 5 32 3.7 10 4 9 2 13 4 1 2 15 8 8 15 100 3 
 1 1 0 1 1 6 1 25 3.3 4 0 1 0 17 1 1 3 6 4 9 15 10 1 
 0 0 0 1 3 0 5 32 4 0 0 0 0 19 4 2 1 6 1 1 0 100 3 
 1 1 0 1 3 0 6 28 3.4 12 5 1 0 15 4 14 5 6 5 9 15 70 2 
 1 1 0 2 1 0 7 26 3.4 3 2 0 0 14 4 1 3 10 5 6 0 10 1 
 1 1 1 1 0 0 3 27 4 12 25 4 1 15 3 11 2 10 3 9 0 90 3 
 0 0 0 2 2 7 0 29 4 10 20 0 0 18 3 2 2 7 7 8 0 90 0 
 1 1 1 2 0 1 5 26 3.4 16 16 1 0 16 4 2 5 9 6 10 0 100 2 
 1 2 0 2 0 6 0 29 4 4 0 1 2 17 4 5 8 4 5 9 0 70 4 
 0 0 0 3 0 0 7 24 3.5 25 25 8 0 13 4 5 2 4 5 7 0 30 2 
 1 1 1 2 0 0 6 27 3.5 6 12 0 0 15 4 3 3 6 6 9 0 90 4 
 0 0 0 2 0 4 1 23 3.7 6 8 0 0 18 1 7 5 10 6 9 35 100 2 
 1 1 0 2 0 0 2 26 4 2 0 0 0 26 4 7 4 3 5 9 0 100 2 
 1 1 0 2 0 0 5 24 4 8 8 0 0 16 3 5 1 5 7 9 0 0 0 
 1 1 1 2 0 1 3 21 3.4 10 5 2 3 14 4 20 10 10 10 10 0 100 3 
 1 1 0 3 0 7 0 29 2.5 0 2 7 3 13 4 15 2 1 0 5 30 0 4 
 0 0 0 1 1 0 3 28 3 5 1 2 1 18 4 3 2 5 6 6 0 70 2 
 1 1 0 3 1 0 3 20 2.8 0 0 2 1 18 3 4 3 3 5 9 0 100 2 
 0 0 0 2 5 0 3 34 4 15 21 1 2 12 1 2 2 4 8 6 0 100 3 
 1 1 0 0 3 7 0 30 4 0 0 1 1 15 4 3 2 2 2 4 0 100 4 
 1 1 0 1 5 0 4 22 3.7 5 5 2 2 13 2 6 5 4 5 9 20 100 1 
 1 1 0 2 0 0 9 25 3.5 10 15 0 0 13 3 3 2 14 7 9 10 100 0 
 1 1 0 2 1 0 9 20 3.7 5 5 0 0 14 1 4 2 3 10 10 15 0 4 
 1 1 0 0 0 6 3 25 3.5 2 0 4 3 12 4 1 4 3 5 6 0 80 4 
 1 1 0 3 1 0 7 27 2.5 0 1 8 1 15 3 20 5 5 10 8 25 60 2 
 1 1 0 1 3 5 4 31 3.8 0 0 0 0 26 3 1 1 5 2 9 0 100 2 
 1 1 1 2 0 0 5 27 3 20 25 2 1 14 3 5 2 7 10 10 15 100 1 
 0 0 0 3 3 7 0 28 4 0 0 0 0 26 3 1 1 5 5 10 0 100 1 
 1 1 0 3 1 5 3 26 4 4 3 0 0 26 2 2 2 7 1 10 0 70 1 
 0 0 0 3 3 6 1 30 3 2 0 1 1 18 3 5 2 3 5 9 0 100 1 
 0 0 0 2 2 0 4 27 4 5 10 1 1 14 3 3 1 2 7 10 0 90 1 
 0 0 0 2 3 0 6 22 3.5 2 1 1 0 17 4 2 3 5 5 8 0 100 3 
 1 1 0 2 0 0 3 30 4 12 12 1 0 14 1 1 6 3 3 7 0 100 4 
 1 1 1 3 2 0 6 21 3.4 10 6 6 1 14 4 3 3 10 7 8 0 50 2 
 1 1 0 3 2 5 3 24 1.5 10 25 0 1 15 1 2 3 3 5 9 10 10 1 
 1 1 0 2 1 0 7 29 3.4 6 10 1 1 13 4 3 10 8 10 8 0 90 2 
 0 0 0 2 3 3 7 34 2.8 0 0 0 0 26 1 7 1 10 5 4 0 100 4 
 1 1 0 1 0 0 8 26 3.9 2 0 1 3 15 4 6 5 4 3 10 0 70 3 
 0 0 0 1 3 6 0 27 3 2 2 0 0 26 3 5 1 3 5 8 0 100 4 
 0 0 0 1 4 7 0 26 3.4 18 50 15 1 14 4 1 4 7 10 9 25 90 2 
 0 0 0 3 1 0 4 22 2.4 4 2 5 2 17 2 2 3 4 5 8 0 60 2 
 1 1 0 0 0 0 6 33 3.6 1 1 0 0 17 2 8 1 3 4 9 5 90 2 
 0 0 1 2 2 0 0 27 3.7 18 30 3 2 13 3 3 3 3 9 10 0 50 4 
 1 1 0 2 0 0 7 25 3 5 6 1 1 16 4 4 1 6 1 9 10 50 2 
 1 1 0 3 2 0 7 23 3.2 0 0 0 0 13 4 6 3 11 0 10 30 50 3 
 1 1 0 0 2 0 8 21 2.7 12 10 10 3 15 3 11 10 4 8 4 25 20 3 
 0 0 1 2 0 0 7 28 4 10 25 0 2 16 4 1 3 10 9 5 0 60 2 
 1 1 1 3 0 0 3 28 3.9 12 20 0 0 15 4 1 4 8 5 10 0 90 1 
 0 0 0 2 4 5 5 21 2.6 8 20 50 1 6 4 2 1 2 9 8 0 60 1 
 1 1 0 3 1 0 7 22 2.8 6 12 5 2 12 2 4 5 8 7 8 0 0 3 
 1 1 0 3 2 0 8 26 2.4 6 5 1 0 13 4 7 2 3 6 7 10 0 4 
 1 1 0 2 0 1 4 29 4 20 15 1 1 12 3 7 10 15 5 10 0 90 4 
 1 1 0 1 3 6 0 28 4 2 1 0 4 14 1 3 3 4 6 9 0 100 1 
 1 1 0 2 0 0 8 34 4 1 0 0 1 18 3 7 5 3 5 7 0 80 4 
 0 0 1 1 0 6 1 31 3.1 12 30 20 4 12 4 1 1 4 7 8 0 100 2 
 0 0 0 1 2 0 8 27 3 2 2 5 2 17 3 2 1 3 3 10 10 0 3 
 1 1 0 0 0 0 9 28 4 0 0 3 2 14 4 7 1 5 9 8 15 10 4 
 0 0 1 3 2 5 5 24 3 8 15 2 1 14 4 3 5 6 5 5 10 0 3 
 1 1 0 2 3 3 2 30 3.6 4 2 1 1 13 3 2 1 3 0 8 20 100 2 
 1 1 0 1 2 5 6 22 2.2 24 20 35 6 13 4 10 10 7 6 9 5 50 2 
 1 1 0 1 0 0 5 25 3.9 10 20 2 2 13 3 2 1 10 5 7 0 100 1 
 1 2 0 1 0 0 7 24 3.4 3 4 0 1 15 4 10 2 5 5 10 0 30 2 
 0 0 0 2 3 5 8 33 3.6 3 0 0 0 26 4 13 4 8 7 8 5 100 2 
 1 1 0 3 1 0 5 20 3 0 0 0 0 26 4 5 10 5 7 10 0 30 0 
 0 0 0 2 3 6 0 33 4 10 10 2 2 12 3 5 1 7 2 8 5 0 4 
 1 1 0 3 3 7 3 23 4 0 0 0 0 26 3 2 2 4 8 7 10 100 0 
 1 1 0 2 0 6 0 28 4 0 0 1 1 16 2 8 1 4 4 9 0 0 2 
 0 0 1 3 3 6 3 30 3.9 5 10 0 1 18 3 2 2 3 8 7 0 100 2 
 1 1 0 3 1 0 5 24 2 5 1 3 2 16 4 6 0 3 0 7 0 0 1 
 1 1 0 2 0 0 0 25 3.5 3 1 1 1 16 4 5 3 6 5 10 0 0 4 
 1 1 0 2 2 0 4 28 3.5 10 10 1 2 15 4 7 5 5 7 8 0 90 4 
 1 1 0 3 2 0 5 23 2.7 6 12 2 1 14 4 17 3 5 9 7 0 70 3 
 0 0 0 1 0 7 2 32 4 4 0 1 1 15 3 12 1 3 9 10 0 80 4 
 0 0 1 2 0 5 3 28 3.1 10 25 3 0 15 4 7 2 10 1 10 0 100 1 
 1 1 0 2 0 0 5 25 3.5 8 1 3 1 16 3 14 10 10 8 10 0 100 4 
 1 1 1 2 0 1 5 23 4 6 6 4 1 13 4 3 9 7 8 9 0 70 0 
 1 1 0 0 4 0 7 22 4 4 3 1 2 15 3 20 5 5 3 8 0 40 5 
 0 0 1 2 0 1 1 30 4 10 5 3 2 10 1 7 2 5 8 10 0 100 5 
 0 0 0 2 0 0 8 24 3.7 20 30 7 3 14 4 2 2 4 2 10 0 80 3 
 1 1 0 2 3 2 5 24 3.7 0 0 1 2 14 3 3 2 2 7 7 0 0 1 
 1 1 0 2 0 7 0 34 3.3 30 20 5 0 15 4 0 1 8 0 5 0 100 4 
 0 0 1 2 3 6 0 31 2.9 4 20 4 1 16 4 1 3 2 10 0 0 0 2 
 1 1 0 0 0 0 6 22 4 5 5 1 1 18 3 2 6 4 5 7 0 100 1 
 1 1 0 3 2 0 5 23 4 0 0 1 1 15 3 3 2 3 10 10 0 90 2 
 1 1 0 3 1 0 7 26 3 0 1 1 1 17 4 7 4 2 9 6 15 100 2 
 1 1 0 3 2 5 4 24 3.7 2 0 0 1 13 3 1 1 2 3 8 15 0 2 
 1 1 0 3 2 5 4 22 3.5 5 6 0 0 19 3 5 1 3 0 10 10 10 3 
 0 0 0 2 0 0 5 30 2.3 3 10 1 1 17 4 1 10 4 0 10 15 70 3 
 0 0 1 2 0 6 2 32 2.3 20 45 12 1 13 4 3 1 4 5 4 0 60 2 
 1 1 0 3 3 6 0 30 3.8 2 0 0 0 26 2 2 1 4 6 9 0 100 0 
 0 0 0 1 2 0 7 24 2.6 8 15 7 3 15 4 10 3 5 6 10 0 90 2 
 0 0 0 0 0 6 1 28 2 1 2 3 1 14 3 1 0 1 6 6 0 30 1 
 0 0 0 2 4 0 6 29 4 10 5 0 0 13 3 4 3 10 2 9 0 100 1 
 0 0 0 2 0 7 10 29 4 2 3 1 1 16 4 0 8 3 0 2 0 100 4 
 1 1 0 2 3 3 7 26 3 6 5 0 0 18 3 1 2 10 5 8 0 100 2 
 1 1 0 0 0 0 5 29 4 0 0 0 1 13 3 5 1 2 7 9 0 10 4 
 1 1 0 3 0 0 7 22 2.5 2 2 4 2 15 4 7 2 3 5 9 15 80 2 
 1 1 1 2 0 1 5 26 3.2 12 16 2 2 15 4 2 3 10 5 8 0 100 3 
 1 1 0 1 0 0 2 24 3 0 0 0 1 15 4 2 2 4 10 6 15 20 4 
 0 0 0 1 3 0 8 16 3.6 1 1 0 3 17 4 2 1 2 7 8 0 100 3 
 1 1 1 2 2 0 7 22 3.3 10 10 12 1 13 4 7 5 7 5 9 0 100 4 
 0 0 1 1 0 7 0 31 4 4 8 2 0 13 3 2 1 5 5 8 0 100 4 
 1 1 0 1 2 5 2 27 4 4 0 0 2 14 4 1 2 3 5 8 0 80 3 
 1 1 0 0 0 0 8 23 3.9 0 0 0 1 12 0 3 2 3 0 4 0 0 2 
 1 1 0 2 0 1 7 26 4 10 8 0 1 12 2 7 5 11 5 6 0 90 1 
 0 0 0 2 0 0 7 30 4 10 6 0 0 13 3 3 4 5 9 8 0 40 1 
 1 1 0 3 1 0 8 24 3.6 2 0 0 1 18 3 5 1 6 7 8 0 10 1 
 0 0 1 2 0 7 0 30 4 6 3 1 3 12 4 2 2 4 7 8 0 50 4 
 0 0 0 0 0 0 6 30 4 0 0 0 2 13 3 1 2 10 6 9 0 0 2 
 1 1 0 3 0 6 4 25 3.7 3 0 1 4 14 4 9 4 6 5 8 0 70 3 
 0 0 1 2 0 1 3 27 3.6 15 30 4 0 17 4 2 2 15 7 8 0 100 4 
 1 1 0 1 3 7 1 32 4 5 0 2 1 16 3 4 4 7 4 9 0 100 1 
 1 1 0 1 1 0 4 28 3.8 2 0 0 0 14 3 3 5 5 4 7 0 100 2 
 0 0 0 2 0 7 0 35 3.5 3 4 1 2 14 3 2 0 3 3 10 0 90 2 
 1 1 1 2 0 0 7 32 3.4 20 20 0 0 15 4 3 1 15 3 9 10 0 4 
 1 1 0 3 3 7 0 28 3.6 2 0 0 0 26 3 7 1 6 8 7 0 100 2 
 1 2 0 0 0 6 1 26 4 0 0 0 0 26 4 4 4 5 6 10 0 100 0 
 1 1 0 3 4 7 0 26 3.6 5 5 2 0 14 4 3 3 2 6 5 10 0 4 
 0 0 0 3 3 5 8 28 3.7 4 2 0 1 26 4 3 1 10 6 10 0 100 3 
 1 1 1 0 1 0 4 24 4 6 0 2 1 16 0 3 1 4 5 5 25 50 4 
 0 0 0 1 0 0 7 22 3.4 0 1 3 1 15 4 0 2 3 8 2 25 0 2 
 0 0 1 3 2 6 1 24 2.1 8 8 0 1 16 4 7 3 4 2 8 0 0 2 
 1 1 1 2 0 7 0 33 3 2 14 1 1 18 1 5 5 2 5 9 10 50 2 
 1 1 0 3 3 2 10 27 2.9 0 0 0 0 26 3 18 1 4 10 10 10 0 2 
 1 1 0 2 0 6 0 32 2.6 0 0 1 2 13 4 1 2 4 2 10 0 100 2 
 1 1 0 1 0 0 6 30 3.8 7 3 0 0 13 4 4 1 5 3 10 0 90 2 
 0 0 0 1 3 7 0 28 3.4 2 1 0 0 26 4 2 3 2 5 10 0 100 1 
 0 0 0 3 0 7 0 30 3.5 15 25 2 3 14 3 5 3 4 7 9 0 10 4 
 1 1 0 1 0 6 0 33 3.5 5 6 8 2 15 4 7 2 2 2 9 15 80 4 
 1 1 0 3 3 3 8 31 4 0 0 0 0 26 3 6 2 7 2 10 0 80 4 
 1 1 1 2 0 0 9 29 3.5 6 6 0 1 14 4 6 2 5 0 10 10 100 4 
 1 1 0 2 3 6 5 35 4 4 3 0 0 26 1 2 3 5 8 4 0 0 2 
 0 0 0 3 3 6 0 32 3.1 5 5 10 4 18 4 2 5 15 7 7 40 100 4 
 1 1 0 2 2 0 7 32 4 0 0 0 0 26 3 2 4 3 6 8 0 0 2 
 1 1 0 2 3 6 0 30 3.9 14 0 0 0 26 4 0 6 20 7 3 0 100 2 
 1 1 0 2 0 6 0 29 4 0 0 0 0 26 4 4 1 6 0 5 0 100 4 
 1 1 0 3 3 6 0 29 3.7 0 0 0 0 26 1 5 3 2 10 10 0 100 1 
 1 1 0 0 0 0 7 25 4 0 0 1 1 15 1 1 3 3 3 5 10 60 4 
 0 0 0 0 0 0 8 28 4 15 30 6 2 11 3 2 1 10 5 9 0 0 4 
 1 1 1 3 3 0 5 21 1.9 4 5 6 3 14 4 3 10 7 9 8 30 90 4 
 0 0 0 2 3 6 0 34 3.7 6 4 0 0 6 1 1 0 8 5 8 25 100 4 
 0 0 0 3 3 6 1 25 2.2 0 0 1 1 17 4 2 5 2 7 8 0 60 2 
 0 0 0 2 1 6 4 20 3.3 3 7 3 0 18 4 7 6 3 6 10 10 0 3 
 1 1 1 2 0 1 2 28 3.3 16 16 1 0 15 4 12 6 4 8 8 0 60 2 
 1 1 1 1 0 0 8 25 3.7 4 4 0 0 26 4 5 3 5 6 8 10 90 1 
 0 0 0 3 1 0 5 24 4 6 0 6 0 10 3 50 10 40 10 10 0 0 3 
 0 0 0 2 0 6 2 25 3.7 0 0 0 0 26 1 3 2 3 7 10 0 100 2 
 1 1 0 2 0 0 9 29 4 1 0 0 2 15 3 4 2 6 2 7 0 100 2 
 1 1 0 0 0 0 8 29 4 0 0 0 0 18 1 3 1 4 4 8 0 10 0 
 0 0 0 1 3 0 4 25 3.2 1 1 2 2 20 3 4 1 8 5 6 0 100 3 
 1 1 0 1 3 0 10 26 3.7 0 1 0 1 17 3 2 5 3 4 10 0 0 4 
 1 1 1 2 0 1 7 30 3.8 8 4 4 2 13 4 2 2 6 5 8 10 90 2 
 0 0 0 1 3 3 8 30 4 0 0 1 1 15 3 7 1 3 2 9 0 100 3 
 1 1 0 2 1 0 5 20 2.6 5 1 0 0 26 4 2 1 4 5 5 0 0 4 
 0 0 1 3 0 0 7 29 3.1 12 20 4 1 14 4 7 3 10 8 5 10 100 4 
 1 1 0 2 4 0 8 24 4 5 0 0 0 26 4 5 3 10 5 4 50 50 4 
 1 1 0 2 0 1 9 29 3.8 15 10 5 1 13 4 20 4 20 3 4 0 100 4 
 1 1 0 2 3 0 5 28 2.9 3 6 7 3 13 3 0 5 1 7 8 0 80 2 
 1 1 0 3 3 6 0 24 3.7 0 0 1 2 14 1 1 1 1 6 6 0 100 1 
 0 0 0 2 0 0 2 24 3 5 0 0 0 11 4 5 1 4 5 9 0 80 4 
 1 1 1 2 1 6 4 27 3.4 9 5 2 1 14 4 5 2 12 0 9 5 100 3 
 1 1 1 1 3 7 5 28 3.9 3 1 0 1 26 4 4 2 5 6 10 0 100 1 
 0 0 0 2 0 0 8 27 3.3 6 10 3 2 13 4 1 2 4 4 9 0 50 1 
 1 1 0 1 0 6 2 27 4 6 6 1 1 14 1 3 1 3 1 9 15 40 4 
 0 0 1 2 4 1 3 21 2.8 7 2 3 2 12 4 4 1 2 5 8 0 100 2 
 1 1 0 3 1 0 8 25 3.4 9 4 2 1 13 3 5 6 4 3 8 0 100 2 
 1 1 0 1 0 0 1 26 3.1 10 20 25 0 16 4 50 3 10 1 8 0 100 1 
 0 0 0 2 0 0 6 28 3.2 6 10 1 1 16 4 6 2 5 4 8 5 90 3 
 1 1 0 3 3 5 5 31 4 1 0 0 0 20 3 3 8 3 8 10 0 100 2 
 1 1 0 1 0 0 8 30 3.5 4 1 0 0 16 4 4 1 8 5 10 0 90 2 
 0 0 1 2 0 0 5 29 3.1 28 30 1 1 17 4 1 2 4 3 6 15 40 0 
 0 0 0 1 0 0 4 31 1.3 2 3 4 1 18 1 1 1 3 6 9 0 0 2 
 1 1 1 0 0 0 8 31 2.9 10 10 7 2 14 4 3 2 8 4 9 15 20 2 
 1 1 0 3 3 7 0 31 3.9 3 0 0 0 18 4 5 1 8 7 8 0 100 3 
 0 0 0 2 4 0 0 32 2.4 0 0 0 0 26 0 4 5 3 5 5 0 50 1 
 1 1 0 2 3 0 8 32 4 0 0 0 0 26 2 3 2 3 5 10 0 80 4 
 1 1 0 3 3 6 1 31 3.3 11 18 0 1 15 3 14 6 7 4 9 0 100 4 
 0 0 0 1 0 0 1 26 2.5 6 15 1 1 13 4 2 1 5 5 8 0 0 3 
 0 0 0 3 3 5 5 31 3.2 3 3 10 4 14 3 10 3 5 0 8 0 100 3 
 1 1 0 1 0 2 5 26 4 3 10 3 1 15 4 5 1 4 6 8 0 80 2 
 1 1 1 2 0 1 5 26 3.5 5 20 6 2 15 4 4 5 5 5 9 0 100 1 
 1 1 0 3 3 7 0 28 4 2 1 0 0 13 4 4 2 4 9 5 0 0 2 
 0 0 1 1 0 0 8 29 3.1 18 20 2 1 13 3 3 5 5 5 10 10 100 2 
 0 0 0 3 3 4 6 15 3.3 5 2 0 1 16 1 0 2 2 5 6 0 100 3 
 0 0 0 2 0 0 3 23 2 6 10 7 0 17 4 1 2 3 5 5 20 80 2 
 1 1 1 2 0 0 5 29 3.4 13 16 1 1 17 3 1 2 10 5 7 0 50 2 
 0 0 0 0 0 5 4 35 4 6 10 1 2 13 0 6 5 8 5 8 10 100 2 
 1 1 0 0 0 0 3 26 3.8 12 12 1 2 13 3 7 5 5 6 10 20 70 2 
 1 1 0 2 3 6 1 28 4 0 0 1 2 16 4 1 2 5 5 7 0 100 2 
 1 1 0 3 2 0 9 25 3 6 10 5 2 14 4 7 2 5 0 5 0 100 2 
 1 1 0 3 3 0 7 31 4 0 0 0 1 16 0 0 1 5 5 9 5 100 1 
 0 0 0 3 3 0 7 27 2.4 3 2 0 0 26 4 4 2 7 7 8 10 50 2 
 0 0 1 2 0 0 5 30 4 50 50 50 0 18 4 7 4 5 10 10 10 100 4 
 1 1 0 3 3 7 2 27 4 0 0 1 1 12 3 2 2 1 9 9 0 100 2 
 1 1 0 2 0 0 4 31 3.9 2 1 0 0 26 0 3 1 2 5 6 0 100 1 
 1 1 0 0 0 0 8 22 4 0 0 0 2 15 3 5 3 3 10 10 0 50 4 
 0 0 0 3 5 0 2 27 3.5 20 5 1 2 12 4 3 1 10 1 2 15 30 1 
 1 1 0 3 1 0 2 29 3.9 3 4 0 0 26 3 3 4 3 3 7 0 40 2 
 1 1 1 2 0 7 0 27 2.9 2 1 2 2 15 4 3 3 3 3 9 10 50 4 
 0 0 0 1 3 2 4 23 3.8 3 1 0 0 26 4 0 1 4 5 8 0 100 2 
 1 1 0 3 3 7 0 30 3.5 3 0 0 0 26 2 5 3 2 7 10 0 100 2 
 1 1 0 2 3 6 0 27 3.5 0 0 1 1 15 3 3 4 4 5 6 0 100 4 
 1 1 0 0 3 0 8 24 3.2 5 2 4 1 16 3 7 8 4 10 8 0 100 2 
 1 1 0 1 5 2 7 28 3.6 7 0 3 1 12 1 15 1 4 0 6 10 100 2 
 0 0 1 2 0 1 5 27 3.6 5 8 4 1 18 4 2 1 10 5 6 0 0 2 
 1 1 0 2 2 0 7 23 3.4 2 0 0 0 13 4 2 4 3 3 7 10 30 2 
 0 0 0 1 0 7 0 27 3.3 0 2 50 2 18 1 3 3 3 2 5 0 30 2 
 1 1 0 0 0 0 7 26 3.6 3 3 1 1 15 4 2 2 6 3 10 10 10 2 
 1 1 0 0 0 0 7 26 3.4 3 1 1 1 16 3 4 1 4 5 7 0 50 1 
 1 1 0 1 3 5 0 28 3.8 1 0 0 1 17 2 3 2 1 5 5 0 100 1 
 0 0 0 2 0 0 9 29 3.6 6 0 0 1 14 3 1 1 10 5 10 0 100 2 
 1 1 0 1 3 6 0 26 1 1 0 0 0 26 1 2 3 10 3 5 5 70 1 
 0 0 1 2 0 7 0 28 2.5 10 15 1 1 15 4 3 2 10 7 8 0 90 2 
 0 0 0 2 0 7 1 31 3.5 10 6 5 1 15 4 1 1 4 0 7 5 70 1 
 0 0 1 1 0 6 1 28 3.4 3 6 2 1 14 4 1 4 5 8 9 5 100 2 
 1 1 0 0 3 4 2 29 3.5 3 3 5 4 20 4 1 3 3 3 5 5 100 3 
 1 1 0 0 0 6 0 31 3.9 0 0 0 0 15 4 4 0 2 4 3 20 80 3 
 0 0 1 2 0 0 5 30 3.4 16 20 3 3 13 3 5 1 11 7 8 0 70 4 
 0 0 0 0 5 0 5 23 2.2 20 50 2 0 16 4 0 2 2 1 1 20 0 0 
 1 1 1 2 5 0 4 30 4 6 8 2 2 15 3 4 3 3 5 5 10 70 4 
 0 0 1 2 3 5 3 28 3.2 3 10 2 1 16 4 4 2 5 10 4 20 90 2 
 1 1 0 2 0 0 4 26 3 4 15 12 0 14 4 7 3 5 8 8 10 0 3 
 0 0 0 0 0 0 8 31 4 5 0 0 1 14 3 2 1 10 5 9 0 30 4 
 1 1 0 1 0 7 2 28 4 0 0 2 2 15 4 1 0 3 3 9 0 0 2 
 1 1 0 3 3 7 3 28 3.6 3 2 1 1 18 3 1 4 3 8 7 0 100 1 
 0 0 1 2 0 7 1 31 3.3 11 22 14 1 13 4 2 3 10 2 9 25 10 3 
 1 1 0 2 0 0 7 29 3.5 0 0 0 1 17 4 1 3 3 5 9 20 0 4 
 1 1 0 2 0 6 2 24 2.8 6 4 2 1 14 4 3 4 2 5 9 40 0 2 
 0 0 0 1 0 0 8 22 3.4 2 2 0 3 13 4 1 5 10 10 10 0 0 1 
 1 1 0 2 0 0 4 25 4 7 0 1 0 15 4 6 2 4 8 9 0 100 2 
 1 1 1 1 0 0 7 33 3.2 16 31 8 3 12 4 2 4 16 8 10 0 100 3 
 0 0 0 3 0 0 5 27 3.5 3 4 7 2 13 4 2 6 3 0 7 20 0 4 
 1 1 0 1 0 0 3 27 3 10 5 10 2 14 2 10 2 4 10 8 0 100 3 
 0 0 0 3 3 7 0 27 2.7 2 1 1 2 17 3 1 2 3 5 9 0 100 4 
 1 1 0 1 0 0 3 30 3.9 4 6 8 2 15 4 9 5 5 5 10 20 100 4 
 0 0 0 3 2 5 7 30 3 10 7 3 2 13 4 3 4 4 5 8 0 10 2 
 0 0 1 1 4 6 3 31 2.9 15 25 2 1 17 4 0 1 2 6 8 0 50 1 
 1 1 0 2 0 1 7 26 4 4 16 4 2 13 2 4 4 5 9 9 0 50 4 
 0 0 0 2 3 3 7 32 3.8 6 0 0 2 17 2 7 8 5 7 9 0 100 2 
 0 0 0 0 0 0 5 22 3.4 10 15 5 3 15 4 1 2 7 7 9 10 0 2 
 1 1 0 3 3 6 4 29 3.9 0 0 0 0 26 0 3 6 4 3 7 0 70 4 
 1 1 0 1 3 0 6 31 4 10 10 1 1 15 3 15 10 12 4 10 0 100 2 
 1 1 1 0 0 0 4 12 3.5 0 1 15 3 16 4 4 1 3 5 10 45 0 0 
 1 1 0 3 3 6 0 29 4 0 0 0 0 26 2 3 1 3 10 10 0 100 3 
 1 1 0 3 2 7 0 27 3 5 8 15 1 14 4 1 5 1 0 7 0 0 2 
 0 0 0 2 2 0 5 20 2.1 12 10 15 1 5 4 1 3 4 5 6 35 0 1 
 1 1 0 1 3 6 0 34 3.1 8 5 0 0 15 4 7 2 10 5 6 0 100 2 
 1 1 0 1 0 7 0 31 3.2 1 0 1 1 10 4 0 3 2 3 8 0 60 4 
 1 2 1 3 2 4 1 23 2.5 2 8 4 2 4 4 1 1 2 5 5 20 50 1 
 1 1 1 2 3 0 6 29 3.3 2 0 1 1 18 4 1 3 5 4 6 0 10 2 
 1 1 0 1 0 0 7 26 4 6 4 4 3 14 4 15 1 8 8 10 0 0 2 
 0 0 1 1 0 6 0 35 1.5 10 30 13 2 16 4 1 3 3 6 6 0 0 4 
 1 1 0 1 3 7 0 31 2.2 0 0 1 1 20 4 2 4 2 2 7 10 0 4 
 1 1 1 3 0 6 0 32 3.6 6 4 1 1 13 3 7 1 4 5 9 10 100 4 
 0 0 0 0 0 4 7 30 4 0 0 0 0 26 2 0 1 6 0 8 5 50 4 
 1 1 1 0 0 0 8 32 4 4 0 0 2 14 4 1 3 5 4 10 0 100 3 
 0 0 0 3 3 7 1 35 4 0 1 15 3 17 3 5 2 5 5 9 0 100 4 
 1 1 0 1 2 7 0 22 2.9 4 2 3 3 10 4 20 2 10 5 10 10 100 3 
 1 1 1 1 0 0 6 27 3 5 5 0 0 15 4 50 2 9 0 10 15 80 3 
 1 1 1 2 0 0 7 26 3.1 5 7 3 1 14 4 10 4 6 0 10 0 10 3 
 0 0 1 1 3 0 4 32 4 24 10 3 1 13 4 3 2 20 9 7 0 40 4 
 1 1 0 1 0 0 7 26 3.7 8 15 0 2 14 3 2 6 5 7 9 0 80 2 
 1 1 0 3 3 7 1 22 3.4 0 0 0 2 13 1 3 0 3 0 5 0 10 2 
 0 0 1 2 0 1 2 28 3 10 20 2 1 16 4 3 1 8 7 8 0 50 1 
 0 0 0 2 3 3 5 30 4 20 30 5 0 16 3 10 2 12 8 10 10 90 3 
 1 1 0 2 0 1 0 26 3.1 0 0 1 1 16 4 5 10 5 3 7 0 100 2 
 1 1 0 3 1 0 3 21 3 2 2 5 2 16 4 10 1 5 10 10 0 10 2 
 1 1 0 0 0 6 1 30 3.8 0 0 0 0 26 2 4 0 6 5 2 0 10 1 
 1 1 1 2 0 0 5 30 2.9 0 1 0 0 18 2 3 1 2 4 9 0 50 1 
 1 1 0 0 4 7 0 28 3.5 0 0 1 1 14 4 1 4 4 0 10 5 0 2 
 1 1 0 2 3 4 4 29 3.6 1 0 1 1 18 4 4 3 1 6 6 10 50 5 
