"gender","genderID","height","weight","shoeSize","schoolYear","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity"
"Female","Female",62,110,7,"Freshman",2,2,60,18,7,25,42,50,5,"few",70
"Female","Female",67,140,10,"Freshman",7,1,95,30,8,10,52,53,8,"few",60
"Male","Male",71,170,11,"Sophomore",4,1,95,12,8,4,48,48,7,"few",100
"Male","Male",72,184,11,"Freshman",0,1,92,200,7,5,56,55,7,"hundreds",50
"Female","Female",59,86,5,"Freshman",0,1,70,40,8,5,54,52,6,"one",90
"Female","Female",66,116,8.5,"Freshman",3,4,0,30,8,18,54,58,8,"few",30
"Male","Male",75,195,14,"Freshman",1,2,105,90,7,5,57,62,3,"dozens",20
"Female","Female",66,123,7.5,"Sophomore",5,3,85,61,7,21,51,50,7,"one",65
"Female","Female",64,103,8,"Sophomore",2,3,0,20,8,9,48,45,4,"thousands",50
"Female","Female",60,105,8.5,"Freshman",4,2,80,0,6,5,52,50,2,"one",100
"Female","Female",64,125,8,"Freshman",8,2,100,28,9,15,51,51,6,"one",100
"Female","Female",57,96,6,"Sophomore",1,0,80,300,4,4,50,53,8,"few",100
"Female","Female",64,126,6,"Freshman",0,5,94,60,6,25,42,45,8,"few",50
"Female","Female",66,108,5.5,"Freshman",1,0,0,21,8,5,42,47,9,"one",20
"Female","Female",65,108,7.5,"Junior",1,7,90,0,5,10,49,64,8,"few",100
"Male","Male",70,160,10.5,"Junior",12,6,125,106,8,7,52,54,2,"hundreds",85
"Female","Female",63,120,8,"Sophomore",3,2,105,100,8,10,55,56,3,"few",80
"Female","Female",61,190,8.5,"Sophomore",4,2,85,80,7,20,45,43,3,"few",10
"Female","Female",60,112,6.5,"Sophomore",0,1,95,10,7,20,50,50,7,"thousands",75
"Female","Female",68,156,11,"Freshman",1,1,120,25,7,20,60,53,6,"few",67
"Male","Male",70,153,10,"Freshman",2,1,115,70,7,35,47,57,4,"hundreds",25
"Female","Female",61,128,8.5,"Sophomore",1,3,60,15,7,15,46,51,6,"few",60
"Female","Female",67,165,9.5,"Senior",1,9,39,15,6,15,56,59,4,"one",60
"Female","Female",64,131,9.5,"Freshman",1,1,60,35,7,16,46,49,6,"few",30
"Female","Female",58,102,6,"Sophomore",5,2,45,15,9,10,51,52,7,"few",60
"Male","Male",72,154,10,"Freshman",8,1,110,150,6,14,44,44,5,"thousands",75
"Female","Female",67,132,9,"Sophomore",0,2,80,0,8,14,58,65,7,"dozens",90
"Female","Female",62,135,7.5,"Sophomore",4,3,90,100,6,30,42,41,2,"dozens",30
"Female","Female",63,100,7,"Freshman",4,2,75,6,8,20,54,54,6,"dozens",80
"Female","Female",66,127,6.5,"Sophomore",4,1,60,0,8,10,55,56,5,"one",90
"Female","Female",67,145,7.5,"Junior",4,0,90,72,7,11,43,42,8,"few",70
"Male","Male",70,178,11.5,"Junior",0,2,95,21,6,10,55,55,7,"dozens",60
"Female","Female",63,116,7,"Junior",0,2,85,45,8,12,50,60,4,"hundreds",100
"Female","Female",62,127,7.5,"Junior",2,2,85,17,8,14,57,65,5,"few",75
"Female","Female",65,120,6.5,"Sophomore",0,1,90,0,7,5,50,51,5,"few",4
"Female","Female",63,135,7,"Freshman",2,2,90,40,7,0,43,44,4,"few",100
"Female","Female",61,110,6.5,"Sophomore",3,3,60,80,7,7,47,42,8,"None",75
"Female","Female",66,145,8.5,"Freshman",0,0,88,28,7,30,58,60,9,"few",10
"Male","Male",69,178,9.5,"Freshman",3,4,70,11,7,17,36,37,3,"one",40
"Female","Female",64,115,7,"Sophomore",2,3,90,140,7,22,41,41,5,"few",15
"Male","Male",75,194,12,"Sophomore",2,1,110,74,7,10,51,56,2,"few",100
"Female","Female",63,170,8,"Junior",12,4,80,37,6,4,46,63,2,"few",90
"Male","Male",71,155,10.5,"Sophomore",0,0,50,300,7,8,45,45,5,"one",100
"Female","Female",71,136,9.5,"Junior",14,1,100,31,9,25,48,57,5,"one",30
"Female","Female",63,120,7.5,"Junior",6,1,90,120,6,10,55,60,6,"few",50
"Female","Female",62,94,6.5,"Freshman",2,1,30,1000,6,14,49,50,3,"few",53
"Female","Female",67,152,9.5,"Freshman",0,0,0,0,7,11,48,48,8,"few",95
"Male","Male",63,160,8.5,"Sophomore",2,2,145,20,6,5,44,45,7,"one",90
"Female","Female",64,110,6,"Sophomore",2,2,80,120,6,20,53,53,4,"few",70
"Female","Female",63,125,5,"Freshman",2,2,82,80,6,20,51,52,7,"dozens",99
"Female","Female",68,125,9,"Sophomore",11,1,70,6,9,22,59,59,9,"hundreds",80
"Female","Female",62,140,7.5,"Sophomore",2,0,103,300,7,20,47,45,4,"few",100
"Female","Female",63,112,6.5,"Sophomore",4,1,0,0,8,3,45,50,5,"one",30
"Female","Female",65,130,9,"Freshman",9,1,150,3,8,50,47,50,4,"one",50
"Female","Female",63,115,7.5,"Sophomore",1,1,110,4,6,12,39,45,2,"dozens",33
"Male","Male",72,155,11,"Junior",0,2,110,1000,8,4,46,49,2,"few",75
"Female","Female",62,95,6,"Freshman",3,2,80,17,9,14,40,45,4,"one",100
"Male","Male",70,217,11.5,"Sophomore",0,1,70,55,6,11,53,54,3,"millions",100
"Female","Female",64,117,6,"Freshman",4,1,73,87,5,15,65,65,6,"few",100
"Female","Female",65,138,9.5,"Senior",0,1,100,37,6,21,50,51,3,"few",50
"Male","Male",70,153,10.5,"Sophomore",2,0,92,0,8,10,48,50,1,"hundreds",15
"Female","Female",63,175,6.5,"Junior",5,4,90,800,5,12,47,47,10,"few",50
"Female","Female",64,112,7,"Senior",0,0,95,0,8,8,58,64,2,"few",98
"Female","Female",64,112,7,"Sophomore",0,2,90,25,10,25,53,56,4,"one",100
"Female","Female",64,135,8,"Freshman",1,2,65,2,8,10,59,51,7,"one",50
"Female","Female",65,160,9,"Freshman",0,3,100,130,7,20,49,47,7,"hundreds",70
"Male","Male",68,145,9,"Freshman",0,1,102,76,7,5,44,48,5,"few",100
"Female","Female",61,103,4,"Freshman",3,0,0,20,5,6,46,50,7,"millions",50
"Female","Female",67,155,9,"Junior",12,1,95,0,8,5,56,52,2,"one",90
"Female","Female",62,109,6.5,"Sophomore",0,1,45,140,7,9,62,65,10,"one",15
"Male","Male",71,165,9.5,"Freshman",0,3,90,55,7,6,57,58,9,"dozens",50
"Female","Female",90,95,8.5,"Freshman",0,0,0,10,9,4,52,53,5,"few",30
"Male","Male",70,198,11,"Sophomore",3,1,135,0,7,20,47,52,5,"few",10
"Female","Female",60,125,7.5,"Freshman",1,2,80,110,7,10,49,54,9,"few",100
"Female","Female",62,119,7,"Junior",30,0,0,45,7,30,56,49,7,"one",50
"Female","Female",64,134,6,"Freshman",3,2,90,100,6,9,57,59,9,"one",100
"Male","Male",72,173,10.5,"Sophomore",3,1,115,20,7,5,49,50,1,"one",40
"Female","Female",68,180,10,"Junior",2,5,100,16,8,15,53,52,3,"one",50
"Female","Female",63,115,7.5,"Freshman",1,0,90,100,7,25,56,52,3,"one",60
"Female","Female",68,130,9,"Freshman",1,1,85,200,7,20,50,50,4,"few",70
"Female","Female",67,108,8,"Freshman",15,1,95,40,7,10,52,52,1,"hundreds",75
"Male","Male",72,165,10.5,"Freshman",2,3,140,200,8,4,49,51,4,"millions",0
"Male","Male",66,115,8.5,"Freshman",2,4,80,500,7,11,47,51,7,"one",0
"Female","Female",68,135,9,"Sophomore",2,1,100,40,8,20,54,55,6,"few",75
"Female","Female",61,101,6,"Freshman",0,0,70,40,8,12,53,56,3,"few",100
"Male","Male",72,200,12,"Freshman",4,1,200,40,8,3,48,47,3,"None",0
"Male","Male",76,160,11,"Junior",0,2,106,20,7,15,48,48,7,"few",50
"Male","Male",70,159,11,"Sophomore",4,2,100,3,6,13,45,46,5,"one",90
"Female","Female",64,133,8.5,"Sophomore",3,3,88,20,6,6,55,61,4,"few",99
"Female","Female",65,210,11,"Freshman",0,1,145,0,6,20,43,48,8,"few",30
"Female","Female",68,160,11,"Freshman",0,2,90,27,8,15,46,45,5,"few",50
"Female","Female",70,188,10,"Sophomore",1,1,100,20,8,10,50,50,7,"few",80
"Female","Female",67,140,8.5,"Freshman",5,2,106,51,7,14,52,58,3,"one",100
"Female","Female",66,140,9,"Freshman",2,1,85,40,7,20,46,50,10,"one",50
"Female","Female",65,115,5,"Freshman",6,0,120,3,6,8,49,45,6,"thousands",50
"Female","Female",65,123,7,"Freshman",4,1,75,25,6,20,40,50,7,"few",100
"Male","Male",76,165,10.5,"Sophomore",0,2,110,110,5,12,52,52,9,"thousands",10
"Female","Female",66,114,8,"Sophomore",0,3,60,5,8,5,43,54,8,"few",60
"Male","Male",67,130,10.5,"Freshman",4,0,100,50,7,7,39,48,3,"millions",100
"Female","Female",64,125,7,"Freshman",0,2,175,5,7,15,50,50,7,"few",95
"Female","Female",63,115,6.5,"Freshman",1,1,84,41,8,8,54,59,6,"few",90
"Female","Female",66,105,7,"Freshman",0,0,0,10,6,7,53,56,9,"few",50
"Female","Female",66,150,7.5,"Freshman",1,1,60,15,7,10,43,55,5,"one",80
"Male","Male",70,215,10.5,"Sophomore",6,1,150,0,6,1,39,39,3,"one",60
"Female","Female",61,90,5.5,"Freshman",5,2,60,20,8,10,43,44,8,"few",10
"Female","Female",70,120,9,"Freshman",4,2,85,15,8,8,53,56,9,"few",90
"Male","Male",70,138,11,"Junior",7,1,90,35,6,7,47,48,7,"one",60
"Female","Female",68,182,9,"Freshman",2,0,95,20,7,20,45,51,3,"few",50
"Female","Female",62,110,7,"Sophomore",0,3,80,100,7,20,47,46,4,"few",96
"Female","Female",86,281,4.5,"Freshman",1,2,21,2,5,5,41,40,5,"dozens",2
"Female","Female",69,135,8.5,"Freshman",2,2,80,400,7,16,48,49,7,"one",50
"Female","Female",65,115,6.5,"Freshman",0,3,75,25,6,6,48,42,6,"one",100
"Female","Female",68,147,8,"Sophomore",2,1,100,500,7,25,50,59,7,"one",95
"Female","Female",62,150,8,"Sophomore",7,9,85,50,5,10,37,40,8,"thousands",50
"Male","Male",69,140,11,"Sophomore",2,1,140,20,5,2,47,48,5,"few",80
"Female","Female",69,150,9,"Sophomore",0,1,90,40,8,15,54,52,8,"few",75
"Female","Female",67,159,9,"Freshman",2,3,102,100,7,10,54,54,4,"one",99
"Female","Female",60,117,5,"Freshman",5,1,92,11,5,13,45,56,8,"few",100
"Male","Male",69,143,10.5,"Junior",0,2,115,0,8,10,57,62,2,"one",90
"Male","Male",67,152,9.5,"Sophomore",1,7,30,500,6,5,42,56,4,"few",0
"Male","Male",67,161,10,"Sophomore",0,2,100,20,8,20,54,55,3,"few",100
"Female","Female",68,115,9,"Freshman",7,1,80,30,8,7,52,51,7,"few",85
"Female","Female",69,118,7.5,"Freshman",14,3,75,0,7,13,48,49,10,"few",75
"Female","Female",63,125,7,"Sophomore",2,1,80,30,6,5,50,53,5,"few",60
"Female","Female",63,129,7,"Sophomore",2,1,88,16,6,15,52,54,2,"few",90
"Female","Female",60,102,6,"Sophomore",0,2,70,15,8,10,51,60,8,"few",80
"Female","Female",62,115,7.5,"Freshman",0,1,75,32,6,15,43,52,4,"few",100
"Female","Female",68,190,8,"Freshman",4,2,95,39,7,10,49,47,6,"few",95
"Female","Female",63,179,9,"Freshman",2,0,90,45,9,31,49,50,4,"few",45
"Male","Male",65,187,10.5,"Senior",3,3,90,3,7,2,49,50,7,"thousands",98
"Female","Female",65,155,8.5,"Sophomore",7,1,83,150,5,25,46,49,2,"few",40
"Male","Male",73,177,11.5,"Junior",3,1,100,23,7,3,52,56,7,"hundreds",50
"Male","Male",69,175,10,"Sophomore",2,1,200,0,8,10,40,40,5,"dozens",3
"Male","Male",71,143,8,"Sophomore",2,1,40,200,7,18,48,52,5,"few",60
"Female","Female",62,135,6.5,"Sophomore",1,3,100,86,6,15,40,51,1,"few",25
"Male","Male",67,110,8,"Freshman",1,1,90,40,6,4,55,61,5,"hundreds",60
"Female","Female",64,120,6.5,"Sophomore",1,1,100,14,6,50,52,56,6,"few",50
"Female","Female",67,120,6.5,"Freshman",2,0,0,400,7,18,50,50,6,"few",40
"Female","Female",67,127,9,"Freshman",1,2,90,6,9,30,42,44,2,"few",50
"Female","Female",60,114,7,"Freshman",0,1,110,120,8,15,44,54,7,"dozens",50
"Female","Female",63,143,6,"Sophomore",1,2,65,0,7,40,39,41,5,"dozens",50
"Male","Male",71,143,9.5,"Freshman",0,1,110,50,8,5,52,54,3,"few",50
"Female","Female",70,146,9,"Junior",3,2,85,0,7,30,51,60,7,"few",100
"Male","Male",69,180,10.5,"Freshman",1,0,100,15,8,3,46,43,3,"one",99
"Female","Female",63,104,7,"Sophomore",2,0,0,0,6,6,46,46,5,"one",90
"Female","Female",68,165,9,"Sophomore",1,1,85,28,6,20,52,57,4,"dozens",99
"Female","Female",67,135,9.5,"Sophomore",4,1,94,0,7,25,44,49,6,"few",5
"Female","Female",68,120,8,"Freshman",0,2,60,100,6,20,55,59,3,"millions",80
"Male","Male",69,141,10.5,"Freshman",0,2,92,50,8,4,54,55,1,"dozens",20
"Female","Female",67,114,7.5,"Senior",2,2,100,25,7,5,50,56,5,"hundreds",100
"Female","Female",65,133,8.5,"Freshman",5,2,90,30,7,35,50,50,5,"few",70
"Female","Female",68,200,9.5,"Sophomore",1,1,70,2,5,10,43,51,2,"few",100
"Female","Female",62,107,6.5,"Freshman",2,1,105,15,6,21,40,43,3,"hundreds",25
"Male","Male",72,176,11.5,"Junior",1,0,110,40,7,8,42,42,3,"few",80
"Male","Male",71,145,11,"Junior",5,1,100,60,7,7,50,56,3,"dozens",0
"Female","Female",66,120,7.5,"Freshman",1,1,85,30,7,12,51,47,10,"thousands",100
"Male","Male",71,190,11,"Junior",0,1,0,500,5,5,49,50,9,"thousands",23
"Male","Male",70,175,13,"Freshman",1,2,0,70,8,3,48,53,7,"few",60
"Male","Male",72,185,13,"Freshman",3,3,80,30,7,3,46,51,3,"few",80
"Male","Male",72,180,12,"Freshman",1,3,80,20,6,2,46,50,8,"None",80
"Male","Male",72,180,9,"Sophomore",0,0,0,104,8,3,44,50,8,"few",50
"Female","Female",65,213,9,"Senior",15,1,80,8,7,12,65,65,7,"one",50
"Male","Male",70,152,10,"Freshman",2,2,90,69,6,15,43,43,9,"few",50
"Male","Male",67,135,8.5,"Senior",0,1,55,18,6,7,49,51,8,"few",4
"Female","Female",63,125,7.5,"Sophomore",3,1,100,5,7,26,43,48,6,"dozens",40
"Male","Male",71,175,10.5,"Junior",9,2,110,37,5,5,58,65,4,"millions",100
"Female","Female",67,180,10,"Sophomore",3,1,120,10,8,10,45,49,4,"one",100
"Female","Female",65,127,8,"Freshman",1,2,100,80,6,20,49,51,9,"one",50
"Female","Female",62,190,9.5,"Junior",0,1,75,100,8,15,62,65,5,"one",70
"Male","Male",64,160,9,"Senior",0,1,85,200,6,5,54,56,8,"one",100
"Female","Female",59,114,5,"Freshman",0,1,0,500,7,12,53,62,9,"few",0
"Male","Male",71,161,9.5,"Junior",1,2,0,16,6,6,56,60,7,"one",1
"Female","Female",62,120,6.5,"Sophomore",7,4,95,1000,8,9,42,46,7,"hundreds",100
"Female","Female",65,125,6.5,"Junior",1,1,90,28,8,5,50,50,9,"one",100
"Female","Female",64,130,8.5,"Senior",1,1,120,70,6,27,50,52,4,"dozens",50
"Female","Female",61,108,5.5,"Freshman",3,2,80,24,6,7,44,48,7,"few",75
"Female","Female",61,100,4,"Junior",6,2,0,0,6,4,40,42,8,"one",100
"Female","Female",63,157,8.5,"Junior",4,6,95,0,8,6,44,43,3,"few",10
"Female","Female",67,190,9.5,"Sophomore",0,1,40,35,7,50,51,53,8,"few",100
"Male","Male",79,190,13,"Sophomore",5,1,110,16,8,4,44,41,7,"thousands",10
"Male","Male",75,225,12,"Other",2,9,122,20,5,8,65,65,6,"one",50
"Male","Male",70,202,10.5,"Junior",7,1,110,26,7,8,49,52,7,"few",90
"Male","Male",72,145,10.5,"Freshman",4,8,103,90,5,4,39,39,7,"few",100
"Female","Female",62,94,5.5,"Junior",2,3,78,22,6,11,56,57,9,"few",50
"Male","Male",70,180,11,"Freshman",7,2,100,56,7,13,44,45,4,"few",50
"Male","Male",68,180,10.5,"Sophomore",0,3,115,10,6,5,53,50,4,"few",40
"Female","Female",60,100,6,"Freshman",0,2,70,54,8,3,50,51,4,"one",50
"Female","Female",60,97,6.5,"Freshman",4,1,80,150,8,20,49,48,7,"one",45
"Male","Male",91,80,9.5,"Junior",0,1,0,0,8,6,50,59,3,"None",0
"Male","Male",67,130,9.5,"Sophomore",2,1,120,8,7,4,36,39,7,"dozens",20
"Female","Female",65,190,8.5,"Sophomore",0,1,50,50,7,20,52,50,8,"dozens",100
"Female","Female",64,130,8,"Sophomore",0,1,100,120,6,12,42,54,3,"None",5
"Female","Female",64,125,9,"Sophomore",0,2,80,0,7,10,44,65,5,"few",100
"Female","Female",62,108,6.5,"Sophomore",10,2,85,5,7,20,46,56,2,"few",90
"Female","Female",71,120,8,"Sophomore",2,2,100,300,7,30,57,56,5,"few",50
"Female","Female",65,155,8,"Sophomore",2,0,95,6,8,25,58,55,9,"hundreds",90
"Female","Female",64,140,8,"Sophomore",2,3,90,20,7,43,51,52,7,"few",40
"Female","Female",63,95,6,"Sophomore",19,1,58,5,7,15,49,63,2,"few",100
"Male","Male",72,200,12.5,"Senior",15,3,120,6,7,6,56,60,2,"thousands",40
"Female","Female",64,235,10,"Freshman",2,2,0,11,7,18,52,53,3,"few",40
"Female","Female",67,119,8.5,"Sophomore",0,1,95,20,5,10,54,54,5,"dozens",100
"Male","Male",69,130,9,"Freshman",2,1,110,30,5,7,49,49,7,"thousands",0
"Female","Female",67,145,9,"Freshman",3,2,80,100,8,10,50,52,8,"few",50
"Female","Female",68,130,9,"Freshman",3,3,70,20,9,13,44,45,6,"few",75
"Male","Male",71,280,11,"Sophomore",0,2,105,36,7,6,54,55,6,"millions",40
"Female","Female",61,98,6,"Junior",0,0,65,150,7,7,47,50,6,"few",50
"Male","Male",70,180,11.5,"Freshman",8,5,75,0,7,5,52,49,8,"dozens",10
"Male","Male",64,275,9.5,"Junior",0,2,70,500,4,2,56,56,3,"few",83
"Male","Male",71,185,10,"Senior",3,2,115,5,8,7,52,52,9,"one",30
"Male","Male",73,175,10,"Senior",15,2,115,0,6,3,44,45,7,"few",10
"Female","Female",69,110,8.5,"Sophomore",7,4,0,100,6,12,52,51,1,"one",33
"Male","Male",67,155,10,"Sophomore",2,2,140,2,6,2,53,55,1,"few",96
"Male","Male",67,160,11,"Sophomore",0,1,100,1,8,13,43,45,4,"one",10
"Female","Female",63,130,7,"Freshman",12,1,80,50,9,35,46,46,5,"one",75
"Male","Male",73,218,12,"Freshman",0,2,106,104,5,5,49,48,5,"one",50
"Female","Female",64,135,9,"Sophomore",4,2,100,30,6,10,48,52,4,"one",30
"Male","Male",70,190,12,"Sophomore",2,2,100,150,7,3,51,48,4,"millions",50
"Female","Female",65,115,7.5,"Senior",0,0,100,9,7,15,51,52,7,"dozens",50
"Female","Female",69,130,7,"Sophomore",1,1,90,5,7,15,52,60,7,"one",10
"Male","Male",67,140,9.5,"Freshman",0,3,80,42,8,5,48,48,1,"thousands",75
"Female","Female",66,117,8,"Senior",0,2,90,17,7,30,58,56,8,"dozens",99
"Male","Male",71,203,9,"Junior",7,2,86,105,7,4,49,50,4,"dozens",75
"Female","Female",62,120,8,"Freshman",2,3,88,200,6,54,50,50,4,"one",90
"Male","Male",73,157,12,"Junior",2,3,120,78,6,5,50,51,7,"one",20
"Female","Female",66,145,8,"Freshman",8,2,90,19,8,25,52,52,9,"hundreds",50
"Female","Female",61,102,6,"Freshman",0,3,95,50,7,14,44,46,6,"one",98
"Male","Male",70,155,7.5,"Sophomore",4,1,90,1000,7,7,50,55,5,"few",50
"Male","Male",71,195,11,"Freshman",5,1,120,1,5,6,59,56,2,"one",80
"Male","Male",64,135,9.5,"Freshman",1,1,75,60,8,3,53,53,2,"hundreds",30
"Female","Female",66,140,9,"Sophomore",2,1,85,0,7,20,46,50,3,"one",100
"Female","Female",65,176,9,"Sophomore",0,0,90,5,7,13,58,58,9,"thousands",60
"Female","Female",64,176,8.5,"Freshman",1,2,95,72,8,25,43,43,2,"few",100
"Female","Female",67,130,8,"Junior",30,1,95,0,6,20,45,50,7,"one",99
"Male","Male",72,165,12,"Freshman",1,4,110,12,7,8,52,54,7,"few",50
"Female","Female",63,130,7,"Sophomore",2,5,80,0,6,10,38,45,2,"few",98
"Female","Female",67,115,7.5,"Sophomore",2,3,110,9,5,15,49,53,3,"few",100
"Male","Male",68,150,10,"Sophomore",2,1,110,0,8,10,42,52,6,"thousands",50
"Female","Female",63,127,7,"Freshman",0,1,0,25,7,10,42,51,2,"few",60
"Male","Male",70,157,9.5,"Sophomore",3,1,110,24,8,5,53,49,5,"few",100
"Male","Male",72,139,10,"Sophomore",2,3,131,53,9,4,50,51,4,"few",4
"Male","Male",75,165,12.5,"Freshman",4,3,85,45,8,5,54,47,7,"few",50
"Female","Female",68,122,6,"Freshman",0,0,0,45,8,5,43,51,7,"one",21
"Male","Male",69,150,10.5,"Sophomore",1,1,90,20,7,8,45,54,3,"dozens",33
"Female","Female",66,106,8.5,"Sophomore",2,3,30,52,7,33,48,56,7,"few",20
"Female","Female",60,108,4,"Freshman",2,2,50,40,5,10,57,61,5,"one",70
"Male","Male",72,165,11,"Freshman",0,5,88,15,6,1,50,51,10,"thousands",15
"Female","Female",66,150,8,"Senior",0,2,80,59,7,15,52,57,6,"few",10
"Male","Male",70,130,10.5,"Sophomore",3,3,90,80,8,20,44,45,5,"one",50
"Female","Female",69,200,10,"Junior",9,1,120,6,7,20,63,63,9,"thousands",99
"Female","Female",63,111,7.5,"Senior",0,1,57,40,6,15,46,48,1,"few",90
"Female","Female",66,170,8,"Sophomore",0,2,0,25,7,20,56,54,7,"few",100
"Male","Male",73,190,11.5,"Sophomore",1,2,95,0,7,9,52,57,3,"dozens",25
"Female","Female",63,120,6.5,"Sophomore",0,1,80,65,8,30,45,59,2,"one",100
"Male","Male",69,130,8,"Senior",1,1,110,71,8,3,52,65,3,"millions",50
"Male","Male",69,160,11,"Senior",0,0,200,1000,4,99,42,47,5,"None",0
"Female","Female",62,145,6.5,"Freshman",0,1,84,32,5,10,49,53,3,"dozens",50
"Female","Female",64,170,7,"Sophomore",1,1,85,50,7,20,45,50,9,"None",30
"Female","Female",67,135,9,"Junior",5,1,85,75,7,20,59,54,6,"few",75
"Male","Male",73,172,13,"Junior",2,6,105,2,6,5,48,54,5,"few",50
"Female","Female",63,130,8,"Freshman",1,2,60,120,6,15,57,57,8,"few",80
"Female","Female",67,204,8.5,"Sophomore",4,2,55,100,6,15,53,53,7,"few",100
"Male","Male",70,160,14,"Freshman",2,2,100,0,8,10,54,55,5,"one",10
"Female","Female",60,118,5,"Freshman",0,3,0,30,8,4,45,47,8,"dozens",50
"Male","Male",73,158,11.5,"Junior",2,2,80,10,7,7,50,54,3,"millions",50
"Male","Male",70,170,11,"Freshman",2,3,90,10,6,4,40,50,6,"one",10
"Male","Male",74,225,11.5,"Senior",1,1,80,0,4,4,50,55,6,"millions",0
"Female","Female",71,190,11,"Junior",20,3,85,25,6,100,64,65,7,"one",90
"Female","Female",65,133,7.5,"Sophomore",1,2,45,18,9,14,40,48,7,"few",40
"Female","Female",70,153,9,"Sophomore",8,4,95,30,8,20,59,63,6,"few",50
"Male","Male",66,150,9,"Sophomore",1,2,80,0,7,10,52,55,4,"few",25
"Male","Male",68,150,9.5,"Freshman",1,1,103,92,8,6,51,53,2,"few",60
"Female","Female",65,115,6.5,"Junior",6,2,100,0,8,10,54,57,7,"thousands",30
"Male","Male",69,130,9.5,"Sophomore",1,2,90,48,7,4,49,52,7,"dozens",25
"Female","Female",68,130,9,"Sophomore",1,3,75,20,6,15,53,54,4,"hundreds",100
"Male","Male",71,150,12,"Freshman",0,1,100,30,7,4,43,45,1,"few",50
"Female","Female",67,159,9,"Senior",30,1,95,200,7,18,47,48,3,"dozens",75
"Male","Male",66,180,11,"Sophomore",0,2,80,60,7,3,51,55,5,"few",90
"Female","Female",62,115,7,"Sophomore",1,2,85,20,7,20,45,46,5,"one",10
"Female","Female",62,162,8.5,"Junior",1,2,120,0,7,10,45,44,1,"one",20
"Male","Male",73,175,11,"Junior",0,0,120,500,6,50,47,51,3,"few",30
"Male","Male",73,225,13,"Junior",7,0,127,700,8,10,52,60,9,"one",80
"Female","Female",66,125,8.5,"Freshman",3,3,90,45,7,100,51,50,4,"one",75
"Male","Male",73,153,13,"Sophomore",2,2,90,2,7,7,51,53,10,"few",100
"Female","Female",66,170,10,"Freshman",7,1,90,40,5,30,51,46,7,"few",95
"Female","Female",66,130,7.5,"Sophomore",0,1,92,5,8,13,45,53,3,"few",33
"Female","Female",65,127,7,"Junior",3,0,0,300,8,17,48,52,3,"few",97
"Female","Female",66,168,9.5,"Sophomore",6,7,115,25,6,10,51,52,7,"hundreds",90
"Male","Male",71,223,11.5,"Sophomore",3,1,113,79,6,12,56,59,7,"dozens",10
"Male","Male",72,150,9,"Sophomore",0,3,25,0,4,4,58,60,7,"few",100
"Male","Male",72,195,10.5,"Sophomore",0,1,100,8,6,4,50,55,7,"few",100
"Female","Female",67,135,7.5,"Sophomore",0,1,100,20,7,20,51,55,6,"few",5
"Female","Female",63,120,6,"Freshman",0,1,80,10,7,12,45,50,5,"few",50
"Male","Male",70,170,12,"Sophomore",1,2,105,7,8,15,49,52,5,"one",100
"Female","Female",67,115,8.5,"Freshman",3,0,0,65,6,60,50,47,4,"one",50
"Male","Male",67,125,6.5,"Sophomore",1,1,120,21,8,4,52,57,1,"one",20
"Female","Female",61,135,7.5,"Junior",4,3,110,25,8,6,56,65,3,"few",75
"Male","Male",68,204,8.5,"Freshman",1,2,105,20,8,15,50,60,2,"few",75
"Female","Female",66,220,10,"Sophomore",2,7,80,24,8,8,39,41,8,"one",99
"Male","Male",73,170,11,"Junior",2,2,133,18,6,5,47,49,3,"one",0
"Female","Female",48,99,6,"Sophomore",2,1,0,32,7,10,47,55,8,"one",30
"Male","Male",71,250,12,"Graduate",3,2,130,2,5,6,59,60,8,"millions",50
"Female","Female",61,130,7.5,"Freshman",10,2,85,0,6,16,49,55,9,"one",100
"Female","Female",61,113,6,"Freshman",2,1,80,50,8,30,48,47,8,"few",80
"Female","Female",67,130,8.5,"Sophomore",8,1,120,20,8,30,52,52,7,"few",100
"Female","Female",63,120,7.5,"Junior",0,3,100,300,6,40,59,59,4,"few",100
"Male","Male",74,205,12,"Graduate",0,2,90,0,6,5,52,57,5,"dozens",25
"Female","Female",66,133,8.5,"Sophomore",1,0,85,30,8,20,42,46,3,"few",70
"Male","Male",66,130,8,"Freshman",0,2,80,50,8,5,48,48,2,"one",70
"Female","Female",61,123,8,"Senior",1,6,90,0,6,45,50,54,6,"one",20
"Female","Female",63,115,6,"Freshman",0,1,0,300,7,15,46,51,8,"few",35
"Male","Male",75,190,11,"Freshman",2,0,120,50,7,5,48,48,6,"one",50
"Female","Female",68,175,10,"Sophomore",0,2,0,0,7,11,40,65,5,"one",45
"Female","Female",64,138,9,"Sophomore",4,0,95,130,6,30,58,58,3,"dozens",50
"Male","Male",67,170,9,"Senior",3,1,0,300,8,4,51,52,3,"few",50
"Female","Female",66,140,8.5,"Freshman",2,2,90,30,7,11,50,50,8,"few",75
"Male","Male",68,163,10.5,"Junior",0,1,100,10,7,3,50,50,8,"dozens",75
"Female","Female",66,130,7.5,"Sophomore",3,1,105,50,8,17,40,48,5,"few",100
"Female","Female",70,134,7,"Sophomore",0,4,102,1000,6,12,48,52,5,"few",15
"Female","Female",62,113,7,"Junior",1,1,100,40,6,30,55,60,10,"None",15
