"gender","height","weight","shoeSize","schoolYear","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity"
"female",63,125,7.5,"Freshman",0,1,70,8,8.5,15,54,56,2,"dozens",15
"female",69,171,9.5,"Sophomore",20,2,80,0,6,7,42,42,8,"few",80
"female",69,150,6.5,"Freshman",1,1,75,50,8,10,50,49,2,"few",95
"female",60,118,7,"Freshman",0,3,90,25,5.5,10,54,65,7,"few",65
"male",75,164,12,"Senior",6,3,55,30,8,2,53,62,5,"millions",0
"female",62,159,7,"Sophomore",3,3,50,30,7.5,13,43,45,4,"few",50
"female",63,130,8,"Sophomore",7,1,90,0,5.5,16,47,50,4,"one",30
"male",67,190,12,"Freshman",0,2,50,41,6.5,1,46,52,6,"thousands",5
"male",73,240,12.5,"Freshman",3,2,100,80,7,3,44,51,7,"few",10
"male",75,245,13,"Freshman",6,2,90,100,7,5,53,56,7,"dozens",50
"female",64,131,7,"Freshman",0,0,20,40,5,12,44,47,7,"dozens",30
"female",65,100,6,"Freshman",1,1,100,50,7,20,46,49,3,"few",100
"female",66,130,7,"Sophomore",0,2,80,25,7,20,44,44,2,"few",75
"female",61,111,6.5,"Freshman",1,1,70,20,9.5,20,50,50,8,"few",25
"female",62,110,7,"Freshman",0,0,100,40,6,11,43,48,3,"few",90
"female",65,111,7.5,"Sophomore",0,1,80,5,8,5,44,44,5,"one",50
"male",67,170,9.5,"Freshman",1,2,120,10,8,6,50,48,7,"one",15
"male",76,176,11.5,"Sophomore",3,1,60,25,7,4,58,63,2,"thousands",90
"female",66,104,9.5,"Freshman",0,1,90,0,8.5,12,47,50,4,"few",48
"female",67,260,7,"Freshman",0,0,40,5,7,25,43,43,3,"few",75
"male",71,255,13,"Freshman",0,1,122,27,6,4,46,55,3,"few",50
"female",65,130,8,"Freshman",0,3,95,6,6,10,36,42,5,"few",50
"female",62,152,7,"Freshman",0,1,65,10,6.5,10,51,51,8,"few",35
"male",67,120,9,"Freshman",4,2,90,0,4.5,5,47,50,9,"hundreds",0
"female",61,89,5.5,"Freshman",1,2,90,95,7,6,41,41,9,"one",60
"male",72,205,12,"Freshman",1,1,114,300,6,6,46,47,8,"few",50
"male",68,180,12,"Freshman",2,1,100,200,6.5,5,49,52,7,"one",25
"female",65,160,8,"Freshman",1,1,55,15,7,14,52,60,2,"hundreds",30
"male",72,150,12,"Sophomore",1,1,85,100,7,20,49,52,3,"few",1
"female",64,180,8,"Freshman",5,6,70,20,8,34,49,53,7,"few",25
"female",66,130,8,"Freshman",2,1,80,300,8,20,54,58,4,"few",50
"female",65,110,8,"Freshman",0,0,60,40,6,10,44,45,7,"few",50
"male",72,233,11.5,"Sophomore",6,2,90,0,9,3,44,47,7,"dozens",0
"female",60,150,7.5,"Freshman",1,4,90,30,7,10,49,52,7,"hundreds",80
"female",65,115,8,"Junior",2,2,85,25,7,10,54,54,6,"few",80
"male",71,135,8.5,"Senior",7,3,135,0,6.5,10,61,62,6,"thousands",25
"female",64,125,8,"Freshman",0,0,105,140,5,6,50,65,7,"few",80
"female",69,167,10,"Freshman",3,2,80,25,12,16,53,49,2,"few",50
"female",63,115,6,"Freshman",6,1,90,30,7,10,47,50,7,"dozens",90
"female",66,165,8.5,"Freshman",1,2,145,200,7,15,50,51,4,"one",40
"female",66,170,9,"Freshman",2,1,95,60,6,30,50,51,5,"few",40
"female",61,120,7,"Sophomore",0,3,90,0,7.5,50,48,51,7,"one",85
"female",64,123,7,"Freshman",5,1,49,25,7.5,8,47,47,7,"few",100
"female",67,135,6.5,"Sophomore",5,4,110,0,7,16,45,58,6,"dozens",100
"female",67,124,8,"Freshman",0,3,85,21,7,9,50,51,4,"few",90
"female",63,130,6,"Freshman",0,2,90,0,6,15,51,50,7,"few",100
"female",61,125,6,"Sophomore",4,2,80,10,7,60,40,44,9,"few",100
"female",62,109,6.5,"Freshman",3,0,70,120,6.5,8,43,46,7,"few",90
"female",67,149,9,"Freshman",4,2,55,2,5,10,46,57,7,"hundreds",25
"female",65,150,7.5,"Sophomore",1,1,100,20,7,20,49,56,3,"thousands",90
"male",66,135,8,"Freshman",0,1,60,100,8,10,38,58,9,"few",50
"female",62,111,5.5,"Freshman",0,0,60,10,6.5,5,51,53,6,"one",10
"female",66,125,7.5,"Freshman",0,1,75,400,8.5,10,56,60,7,"one",100
"male",65,117,10,"Freshman",0,1,85,50,8,4,49,53,7,"few",70
"female",68,143,10,"Freshman",0,1,80,0,9,6,49,50,2,"few",100
"male",70,142,11,"Freshman",9,2,75,93,6,6,48,55,4,"few",100
"female",61,110,7,"Sophomore",0,1,70,26,5,12,46,50,4,"few",65
"female",66,259,9,"Freshman",0,1,70,200,7,6,54,55,7,"dozens",100
"female",61,107,7,"Freshman",0,1,110,60,6,5,46,52,7,"few",50
"male",69,150,10,"Freshman",0,0,100,500,8,0,47,50,3,"few",50
"female",70,125,11,"Freshman",9,2,88,200,7,15,59,63,4,"one",0
"female",62,135,7.5,"Sophomore",0,3,85,120,8,21,43,43,8,"few",99
"female",63,107,6,"Freshman",2,1,70,60,9,20,45,52,8,"few",40
"male",71,170,11,"Junior",1,1,70,70,12,6,49,51,4,"one",0
"female",63,152,9.5,"Freshman",0,3,80,10,5,8,51,56,5,"few",25
"female",67,145,9.5,"Sophomore",3,1,115,25,6.5,11,46,48,3,"few",100
"male",73,157,11,"Freshman",2,3,93,23,6.5,5,45,47,7,"hundreds",50
"female",65,156,7.5,"Freshman",26,1,70,80,5.5,6,62,62,8,"few",55
"male",71,170,10.5,"Freshman",0,1,90,500,6,2,42,44,3,"few",3
"male",69,290,13,"Sophomore",2,9,30,0,7,6,55,54,7,"millions",50
"female",67,155,7.5,"Junior",2,1,118,25,7.5,25,48,49,9,"few",95
"female",66,128,10,"Freshman",5,2,95,40,8.5,7,48,48,8,"thousands",75
"female",72,185,11,"Freshman",4,3,90,27,8,30,51,53,3,"one",85
"male",70,180,11.5,"Freshman",0,5,80,0,7,11,56,65,3,"few",50
"male",70,150,10.5,"Freshman",1,3,100,0,7,5,54,54,7,"millions",47
"female",70,155,8.5,"Freshman",0,1,85,100,7,25,54,57,8,"few",0
"female",81,130,6.5,"Freshman",3,0,25,100,7,10,45,46,8,"few",5
"male",67,142,9.5,"Junior",1,2,105,106,5.5,4,50,59,6,"one",20
"male",67,140,9,"Freshman",0,1,100,0,7.5,10,50,43,8,"few",14
"female",66,124,7.5,"Freshman",10,1,95,100,7,50,38,39,7,"few",50
"female",70,165,10,"Freshman",0,1,90,5,7,20,54,55,6,"dozens",40
"male",72,125,10.5,"Freshman",2,2,96,40,7,6,43,48,3,"few",90
"female",66,145,8,"Sophomore",0,1,105,62,7,14,47,55,7,"few",35
"female",60,120,5,"Sophomore",2,5,100,0,7,15,57,57,3,"dozens",75
"female",60,115,6,"Junior",2,2,80,13,8,25,51,50,7,"dozens",50
"female",66,140,9.5,"Freshman",3,3,100,0,5.5,10,40,50,5,"few",25
"female",68,130,9,"Freshman",3,1,85,0,8,11,47,48,10,"few",99
"female",63,130,7,"Sophomore",1,2,35,5,8,5,42,45,4,"few",50
"female",67,138,7.5,"Freshman",1,2,55,20,7.5,4,45,52,7,"one",65
"female",67,115,8,"Sophomore",0,2,85,60,7.5,25,49,52,4,"few",50
"female",65,130,6.5,"Freshman",1,0,56,50,7,5,46,47,8,"one",2
"male",70,135,9.5,"Sophomore",3,2,95,2,7,4,47,47,7,"dozens",75
"female",64,109,6,"Freshman",0,1,70,50,7,12,45,50,4,"few",0
"male",73,147,11,"Freshman",2,2,120,42,7.5,6,49,55,9,"thousands",95
"male",74,165,10.5,"Senior",1,1,100,5,6,3,47,46,7,"dozens",50
"female",67,115,7,"Freshman",0,1,80,15,7.5,15,52,59,2,"few",75
"female",63,105,6.5,"Sophomore",0,1,95,0,7.5,11,50,54,1,"dozens",20
"female",62,120,7.5,"Freshman",0,1,98,82,6,15,47,49,3,"one",2
"male",69,167,11,"Senior",6,1,135,0,7,8,51,52,7,"few",100
"female",67,150,8,"Freshman",2,3,65,0,5,7,42,42,6,"one",100
"male",67,165,11.5,"Freshman",0,4,115,40,7,10,43,50,5,"one",75
"male",71,150,10.5,"Freshman",0,2,105,91,6,4,50,48,7,"few",30
"male",69,155,8.5,"Junior",0,2,110,35,7,4,50,55,4,"one",60
"female",63,140,8.5,"Sophomore",2,1,90,15,8,20,47,47,7,"dozens",50
"female",63,100,6,"Freshman",1,1,55,50,6,12,47,51,8,"one",50
"male",72,145,9,"Sophomore",1,2,95,10,6.5,6,52,52,7,"hundreds",25
"female",62,140,7.5,"Freshman",1,2,95,7,7,10,50,51,8,"dozens",80
"female",62,120,6.5,"Freshman",1,1,20,60,7,12,48,56,9,"few",50
"female",71,135,8.5,"Sophomore",1,1,85,20,7,6,56,61,2,"few",100
"male",72,135,8.5,"Freshman",0,1,110,77,6,8,47,50,7,"few",10
"female",63,160,7.5,"Freshman",4,2,101,10,6,29,41,43,4,"few",85
"female",68,160,9,"Freshman",10,7,110,0,8,7,39,44,4,"few",50
"male",69,144,9.5,"Freshman",0,0,85,67,7.5,3,49,49,8,"few",0
"female",66,120,6,"Sophomore",3,5,97,10,5,26,47,51,5,"few",20
"female",63,125,6.5,"Junior",2,2,92,0,8.5,18,57,60,6,"few",30
"female",67,176,9.5,"Sophomore",4,2,100,18,8.5,6,53,57,5,"millions",60
"female",70,200,10,"Sophomore",4,1,70,6,7,15,45,50,9,"one",5
"female",69,155,10,"Sophomore",2,4,95,10,7,30,46,50,6,"one",50
"female",67,145,8,"Freshman",3,2,70,0,10,25,53,53,8,"few",50
"female",67,195,10,"Sophomore",0,4,80,15,7,20,52,56,7,"hundreds",75
"male",76,240,12,"Junior",3,4,100,3,8,10,45,48,6,"few",5
"female",66,140,7,"Freshman",6,4,110,83,8,18,56,58,6,"one",25
"female",62,140,7,"Freshman",2,2,100,10,7,10,47,47,7,"few",48
"female",62,121,6.5,"Freshman",0,3,75,28,8,15,47,45,8,"few",100
"female",69,245,10.5,"Freshman",1,1,20,8,6.5,4,53,51,7,"few",25
"female",67,126,6,"Sophomore",5,1,40,0,7.5,20,44,40,3,"one",80
"female",68,150,10.5,"Freshman",0,2,80,4,8,4,50,45,5,"millions",99
"female",66,180,9.5,"Freshman",0,3,80,0,6,10,58,65,2,"hundreds",100
"male",70,140,10,"Sophomore",2,1,115,33,6.5,9,55,52,6,"thousands",10
"female",64,101,7,"Sophomore",4,1,77,23,9.5,19,61,62,4,"one",7
"female",64,112,8,"Sophomore",2,1,100,40,8,20,47,51,7,"hundreds",75
"male",73,165,12,"Freshman",0,0,192,35,7,3,56,48,10,"thousands",10
"female",62,120,6,"Sophomore",0,1,85,100,6,10,57,56,7,"few",95
"female",62,200,7.5,"Freshman",1,4,40,9,4,25,54,54,2,"few",50
"male",70,155,12,"Freshman",1,2,20,0,6,2,47,47,7,"thousands",80
"male",68,170,10.5,"Freshman",0,1,90,1000,6,6,45,52,6,"few",75
"male",66,180,10,"Junior",0,1,80,11,6.5,3,51,58,6,"thousands",99
"female",69,169,9,"Freshman",1,5,95,75,6,12,43,44,7,"one",100
"female",63,120,7,"Freshman",3,1,83,65,6,15,53,54,4,"dozens",5
"female",69,150,9,"Junior",2,1,90,120,9,40,40,47,2,"few",50
"female",65,150,9.5,"Freshman",6,4,95,0,7,20,53,50,5,"few",75
"male",73,300,12.5,"Senior",2,2,80,0,4,2,49,50,5,"thousands",100
"male",68,172,9,"Senior",2,1,114,300,10,9,55,58,9,"one",10
"female",60,125,6.5,"Junior",3,2,100,140,6,14,50,50,7,"one",100
"male",68,200,11.5,"Senior",0,4,140,0,7,7,49,48,5,"dozens",30
"female",69,140,10,"Freshman",11,4,129,14,7,32,51,48,3,"one",70
"female",65,195,8,"Sophomore",4,1,94,12,8.5,10,39,46,9,"few",71
"female",64,132,7,"Freshman",1,2,60,44,7.5,6,41,42,3,"few",80
"female",63,145,7.5,"Junior",5,3,90,1,6.5,15,49,47,5,"one",50
"female",64,180,9.5,"Freshman",1,2,105,0,7.5,25,47,57,6,"few",20
"female",66,120,8.5,"Freshman",2,1,80,25,7,15,56,54,4,"few",100
"female",59,134,5,"Senior",2,1,100,5,7.5,10,49,57,7,"hundreds",20
"female",66,150,9,"Sophomore",3,1,60,200,6,10,49,49,5,"few",95
"female",68,135,9,"Sophomore",1,0,105,29,7,20,52,51,2,"few",50
"female",62,126,7.5,"Sophomore",5,2,80,23,8.5,25,51,53,8,"one",95
"female",61,115,6.5,"Sophomore",0,2,90,88,9.5,6,53,53,5,"few",100
"female",68,130,9,"Sophomore",7,5,100,0,5,10,49,51,7,"few",10
"female",63,125,7,"Freshman",3,1,20,0,7,20,57,59,2,"few",40
"female",69,142,9,"Freshman",1,2,110,45,7,25,50,50,6,"few",90
"female",66,132,10.5,"Freshman",3,2,90,150,9,18,43,44,2,"one",80
"male",73,269,12,"Freshman",0,3,105,2,6.5,8,50,49,7,"few",70
"female",65,122,7.5,"Freshman",0,2,85,0,7.5,15,50,50,6,"one",90
"male",70,157,10,"Freshman",3,4,100,30,5,20,50,50,7,"few",70
"male",70,157,10,"Senior",0,4,120,85,8,8,53,55,7,"thousands",100
"female",67,132,8,"Freshman",0,0,21,8,7,6,48,50,5,"few",15
"female",61,135,6,"Sophomore",2,3,80,27,7.5,11,39,42,4,"few",50
"male",69,160,9.5,"Freshman",2,3,75,0,6,3,41,43,8,"hundreds",75
"female",63,118,7.5,"Junior",9,2,90,20,8,13,50,53,8,"dozens",100
"female",62,107,5.5,"Junior",3,2,87,21,7.5,10,56,58,7,"few",75
"male",72,170,9,"Senior",1,2,110,10,6.5,4,50,49,3,"few",10
"male",67,150,10.5,"Freshman",5,3,140,20,7,5,63,65,2,"few",50
"male",74,185,13,"Junior",24,2,85,10,6,3,41,44,1,"thousands",80
"female",63,112,8,"Freshman",0,1,21,2,6,3,45,55,8,"millions",76
"female",63,113,7.5,"Freshman",4,2,95,5,7,30,36,38,5,"few",50
"male",75,190,11.5,"Freshman",1,1,98,13,6.5,5,44,45,7,"one",10
"female",64,130,7,"Freshman",0,3,80,10,5.5,20,56,57,5,"one",15
"male",70,170,9.5,"Freshman",0,1,140,65,7,10,43,49,3,"few",10
"male",71,135,10.5,"Freshman",5,1,75,110,8,11,55,64,7,"thousands",25
"female",60,103,5,"Sophomore",0,1,80,23,9,20,55,56,2,"few",50
"female",62,130,6,"Freshman",7,11,70,40,7,12,54,62,3,"few",80
"female",65,110,7,"Freshman",5,2,95,80,6,35,53,57,3,"few",25
"female",62,125,6,"Junior",6,7,102,106,7.5,10,41,44,7,"few",12
"female",67,144,8.5,"Freshman",1,2,90,30,6,18,50,48,3,"few",50
"female",69,160,9,"Freshman",2,5,70,12,9,20,55,57,3,"one",100
"female",67,140,9.5,"Freshman",4,3,90,0,7.5,12,55,58,4,"few",80
"female",64,125,8,"Freshman",0,0,27,8,6.5,7,43,43,7,"dozens",6
"female",62,115,7.5,"Freshman",5,2,90,30,7.5,25,48,46,2,"dozens",50
"male",67,101,8,"Freshman",0,1,65,500,8,3,39,54,10,"dozens",60
"female",66,185,9,"Freshman",2,2,60,22,6.5,13,53,55,9,"few",45
"female",63,145,8,"Freshman",0,1,75,10,7,14,45,45,3,"one",100
"female",65,110,7,"Freshman",2,2,80,0,8,6,47,52,1,"few",50
"female",61,111,7,"Freshman",4,1,90,20,7.5,22,46,56,3,"few",73
"female",64,101,8.5,"Freshman",6,2,120,63,7,8,49,50,5,"few",50
"female",64,113,7,"Sophomore",0,2,90,500,7,12,47,49,4,"few",25
"male",75,80,8,"Freshman",0,0,25,10,7,3,42,45,3,"few",3
"female",66,173,10,"Junior",0,1,85,60,7,20,51,51,7,"few",10
"male",70,140,10.5,"Freshman",4,2,90,150,8,5,48,50,5,"few",60
"female",65,113,7.5,"Freshman",1,2,85,80,8.5,18,47,48,4,"few",80
"male",75,160,12,"Freshman",5,1,100,10,7,8,49,49,7,"few",100
"male",72,202,11.5,"Freshman",2,2,85,13,7,8,46,50,3,"one",97
"female",63,126,7,"Freshman",3,1,38,10,6,36,53,52,3,"few",50
"female",64,135,8.5,"Freshman",1,1,85,150,7,13,51,48,4,"few",98
"male",72,220,11,"Freshman",1,1,105,0,8,7,54,55,4,"dozens",90
"male",70,158,11,"Freshman",2,2,100,33,5.5,16,51,57,7,"few",75
"female",67,135,8.5,"Sophomore",1,1,83,90,7.5,30,57,61,4,"few",80
"female",64,120,7.5,"Freshman",2,0,100,1000,8.5,15,48,47,7,"few",20
"female",64,110,7.5,"Senior",1,1,120,15,8.5,12,48,52,8,"dozens",70
"male",68,122,10,"Freshman",20,0,105,60,7,5,52,53,8,"few",100
"male",72,172,12.5,"Sophomore",1,1,92,8,5.5,7,54,57,2,"few",45
"male",70,140,10,"Freshman",0,2,82,17,6.5,8,51,52,5,"one",80
"female",62,117,7.5,"Senior",1,2,120,20,7,30,45,48,3,"one",20
"male",66,155,9,"Sophomore",1,1,90,0,6,2,40,40,4,"few",75
"female",64,160,9.5,"Sophomore",7,0,80,0,7.5,11,36,36,5,"one",60
"female",67,156,10,"Freshman",1,2,75,20,8,15,53,53,8,"few",50
"female",61,126,6,"Sophomore",0,5,80,10,7.5,20,42,45,6,"few",60
"female",63,127,7,"Freshman",0,2,85,45,8,25,53,54,2,"one",20
"female",67,130,9.5,"Freshman",5,4,92,120,6,8,44,47,4,"one",10
"female",60,110,6,"Freshman",0,4,120,16,8,10,45,49,2,"millions",40
"female",65,175,7.5,"Sophomore",7,2,89,40,5.5,14,54,56,9,"hundreds",95
"male",70,182,11.5,"Freshman",0,0,120,200,6.5,3,45,48,8,"few",80
"female",63,110,7,"Freshman",0,1,80,300,8,5,42,44,7,"one",50
"female",67,133,8.5,"Senior",4,0,100,1,6.5,6,54,56,1,"one",50
"male",69,185,12,"Freshman",1,2,80,50,7,2,51,51,4,"one",80
"female",69,135,10,"Freshman",2,1,87,150,7,14,52,54,3,"few",40
"female",64,127,9,"Junior",3,3,87,5,9.5,9,51,52,2,"few",65
"male",68,200,11,"Freshman",6,1,90,25,7,6,48,50,7,"few",90
"female",67,125,9,"Freshman",3,1,80,40,6,25,51,53,8,"few",95
"male",67,157,7.5,"Freshman",3,2,74,50,7.5,5,51,53,5,"few",10
"male",72,180,13,"Freshman",4,3,105,150,7.5,10,46,46,3,"dozens",100
"male",69,150,9,"Freshman",0,1,95,2,6,4,51,50,2,"few",10
"male",74,200,13,"Junior",5,2,120,300,7,4,51,50,8,"millions",100
"male",63,132,7.5,"Senior",0,1,95,2,8,8,48,50,2,"thousands",35
"female",66,125,8,"Freshman",1,2,80,200,8,15,48,52,8,"few",40
"female",63,120,7,"Freshman",12,3,30,0,9,15,53,56,7,"few",90
"female",63,107,7,"Freshman",2,2,70,0,7.5,10,49,54,4,"one",100
"female",63,108,7.5,"Freshman",2,1,90,40,8,12,48,49,4,"few",80
"male",73,147,11,"Senior",0,2,91,14,7,17,53,54,6,"few",60
"female",66,154,9,"Freshman",1,1,75,17,6.5,10,47,50,3,"few",10
"female",64,118,6.5,"Freshman",2,2,112,4,6,44,55,58,4,"few",50
"female",61,135,5,"Freshman",8,2,65,4,6,8,54,52,8,"few",99
"male",64,140,7,"Freshman",4,2,20,35,6,5,43,41,8,"one",75
"female",65,135,8,"Freshman",7,2,110,5,6,40,53,55,2,"dozens",50
"female",63,113,6.5,"Freshman",3,2,80,25,8.5,10,50,52,4,"dozens",50
"female",67,134,9,"Freshman",4,1,109,21,6.5,16,44,47,8,"few",100
"female",83,135,12.5,"Junior",30,12,200,1000,4,100,65,65,7,"millions",2
"female",63,138,9,"Sophomore",2,2,85,5,7,20,52,52,4,"few",100
"female",67,125,8.5,"Freshman",5,3,110,20,6,5,47,53,5,"hundreds",100
"male",72,172,12.5,"Junior",0,1,100,300,8,6,48,56,3,"dozens",10
"male",68,195,10.5,"Freshman",2,1,92,20,7,5,46,48,9,"dozens",50
"female",69,170,9.5,"Sophomore",2,3,60,33,9,11,55,55,4,"few",100
"female",65,130,6.5,"Freshman",2,3,90,30,6.5,10,51,52,7,"few",50
"female",59,110,5,"Freshman",1,2,80,100,9,15,43,45,9,"few",99
"female",69,200,10,"Senior",1,2,75,18,8,8,44,44,3,"few",50
"male",66,224,11.5,"Freshman",0,1,80,56,4,3,54,55,6,"dozens",75
"male",80,135,10,"Freshman",4,0,30,400,8,4,40,43,9,"few",5
"female",62,126,7.5,"Freshman",1,1,55,200,5.5,16,52,50,6,"few",10
"male",71,160,13,"Sophomore",2,1,95,200,7.5,4,48,47,1,"one",90
"female",63,110,7,"Sophomore",3,2,124,130,7.5,25,45,51,7,"one",100
"female",64,125,7,"Freshman",1,5,95,0,7,15,50,50,4,"few",75
"female",61,106,6.5,"Freshman",1,1,80,15,7,9,50,50,4,"one",90
"female",61,108,7.5,"Freshman",1,2,91,51,7,15,51,53,8,"few",95
"female",63,260,9,"Freshman",3,3,60,20,7.5,12,50,46,5,"few",50
"male",72,160,11,"Sophomore",2,1,100,6,8,4,44,45,6,"few",50
"female",66,140,9,"Sophomore",2,2,100,3,6,17,51,50,7,"few",75
"male",74,192,13,"Sophomore",1,1,80,0,7.5,9,46,50,2,"one",40
"female",70,141,9,"Senior",2,1,85,27,8,15,55,53,4,"dozens",20
"female",60,120,6,"Sophomore",3,3,115,40,8.5,30,49,50,1,"dozens",10
"male",67,135,10,"Freshman",0,2,80,17,9,3,44,55,2,"hundreds",20
"female",64,145,8.5,"Junior",2,5,100,15,7.5,6,59,62,4,"thousands",60
"male",68,172,9.5,"Freshman",6,2,90,120,6,5,57,55,3,"dozens",100
"female",66,143,9.5,"Freshman",1,1,85,130,6,13,50,51,3,"one",50
"female",62,110,7,"Freshman",0,1,60,60,7,10,47,50,7,"one",75
"female",64,110,7,"Freshman",2,2,70,120,6,23,44,51,8,"few",20
"male",74,300,12,"Freshman",0,2,100,87,5,3,39,40,7,"one",25
"male",76,260,11,"Sophomore",2,8,110,500,6,36,41,41,5,"few",10
"female",64,127,7.5,"Freshman",4,1,45,20,6,20,44,48,7,"few",85
"female",65,90,5,"Freshman",1,0,40,5,6,20,48,47,9,"few",10
"female",66,135,8,"Freshman",3,2,100,0,5,40,44,49,7,"few",10
"female",68,120,9,"Freshman",4,1,99,18,7,85,52,51,4,"hundreds",36
"female",64,130,8,"Freshman",2,1,90,60,7.5,20,49,51,1,"few",35
"female",63,200,8.5,"Freshman",3,1,60,90,7.5,15,44,47,7,"one",40
"female",62,114,8.5,"Sophomore",1,1,94,6,8,20,48,50,6,"one",90
"female",66,148,8.5,"Freshman",6,4,80,4,8,15,60,64,7,"few",90
"male",66,190,11,"Sophomore",2,2,120,25,7.5,5,51,51,7,"one",90
"female",62,110,5.5,"Freshman",2,2,80,0,9,15,56,58,10,"one",50
"male",72,180,11,"Sophomore",0,2,90,22,7.5,32,41,52,1,"one",60
"male",68,145,10.5,"Freshman",0,2,70,100,8,5,47,50,7,"few",50
"female",63,126,7.5,"Sophomore",0,2,85,110,8,10,50,49,4,"one",70
"female",63,145,7,"Freshman",1,2,80,5,7,10,42,42,2,"one",100
"male",63,145,9,"Freshman",0,1,35,75,7.5,12,45,46,5,"few",100
"female",67,138,8.5,"Freshman",2,1,95,0,9,20,46,45,6,"one",60
"female",62,129,6.5,"Sophomore",0,1,100,40,6,15,53,51,7,"few",100
"female",64,115,8,"Freshman",1,3,20,100,7,10,56,52,9,"few",50
"female",63,108,7,"Freshman",0,1,80,30,7,20,49,50,1,"few",50
"male",72,170,10,"Freshman",0,1,90,10,8,15,52,51,6,"one",100
"female",62,115,7.5,"Freshman",3,1,85,11,7,9,51,51,4,"few",55
"male",68,163,9.5,"Freshman",4,1,64,18,8,5,49,50,3,"few",40
"male",72,173,10.5,"Junior",0,1,103,3,8,5,51,55,3,"few",90
"female",65,130,9,"Senior",2,3,97,26,8,11,54,54,8,"few",50
"female",62,135,7.5,"Sophomore",1,2,70,0,7,30,58,58,5,"few",50
"female",65,133,7.5,"Freshman",0,1,60,13,8,7,52,54,9,"few",90
"male",71,180,11.5,"Freshman",5,0,107,15,7,9,51,64,7,"thousands",1
"male",68,145,10,"Sophomore",2,1,85,50,8.5,3,55,56,4,"dozens",5
"male",68,145,9,"Sophomore",5,1,90,20,8,6,55,58,2,"one",10
"female",62,104,6,"Freshman",0,2,70,20,8,8,48,50,6,"few",99
"female",62,120,7.5,"Freshman",10,1,100,42,5.5,20,47,44,3,"dozens",30
"female",65,180,10,"Sophomore",3,3,40,20,6.5,10,41,44,6,"few",99
"female",66,130,9,"Freshman",1,2,70,50,6,6,52,56,4,"few",50
"female",63,140,8,"Freshman",6,1,90,85,7,15,45,45,4,"one",60
"male",71,170,10.5,"Freshman",1,4,95,80,6,4,46,45,7,"hundreds",60
"female",65,140,8,"Senior",9,4,100,47,7,12,52,52,4,"few",80
"female",67,134,8.5,"Freshman",3,3,90,1,6,36,43,43,7,"one",40
"male",73,275,14,"Sophomore",2,3,80,7,6.5,6,39,52,5,"one",100
"male",71,190,11.5,"Junior",2,3,98,0,7,5,50,49,4,"few",100
"female",64,130,8.5,"Freshman",1,3,90,75,8.5,29,53,52,4,"few",15
"male",71,176,11.5,"Sophomore",4,2,125,5,7.5,5,52,56,4,"hundreds",100
"female",64,120,7.5,"Freshman",8,1,100,5,9,40,50,51,7,"few",98
"female",73,185,13,"Freshman",0,2,80,20,7,6,65,65,4,"few",70
