"gender","Greek","hometown","ethnicity","vote","vote_party","vote_pres_08","VP","vote_mother","vote_father","gay_marriage_rate","abortion","politics_self","religion_self","party","drink","ACT","GPA"
"female","no","big city suburb","Hispanic/Latino",7,"Democrat","Barak Obama/Joe Biden",6,"yes","yes",10,9,4,4,4,2,26,3
"male","yes","medium sized city","White",10,"Democrat","Barak Obama/Joe Biden",1,"don't know","yes",5,10,4,7,16,40,29,2.8
"male","no","big city","Asian",1,"Democrat","Won't vote",3,"no","no",3,6,7,7,0,0,25,3
"male","no","big city suburb","White",10,"Other","Barak Obama/Joe Biden",8,"yes","yes",1,1,1,1,9,5,28,3.7
"male","no","big city suburb","White",8,"Democrat","Barak Obama/Joe Biden",5,"yes","don't know",1,3,3,3,20,17,19,3.1
"male","yes","big city suburb","White",4,"Other","Barak Obama/Joe Biden",3,"yes","yes",5,4,2,1,18,25,28,2.7
"female","no","big city","Black/African American",10,"Democrat","Barak Obama/Joe Biden",1,"yes","yes",1,4,3,2,16,16,21,2
"male","no","big city suburb","White",10,"Other","Undecided",6,"don't know","don't know",1,1,4,1,20,20,33,3.8
"male","no","big city","Black/African American",10,"Democrat","Barak Obama/Joe Biden",7,"yes","yes",3,4,2,4,12,15,22,2.8
"female","no","big city suburb","Asian",1,"Democrat","Won't vote",1,"don't know","don't know",5,5,5,6,6,10,27,3.6
"male","yes","small town","White",8,"Republican","Undecided",8,"yes","yes",3,1,4,2,36,43,26,3.7
"male","no","small town","White",7,"Other","Undecided",7,"yes","yes",8,7,5,8,5,6,24,2.6
"male","no","medium sized city","White",8,"Other","John McCain/Sarah Palin",5,"don't know","don't know",5,10,5,5,30,30,25,3.4
"female","no","big city suburb","White",10,"Republican","John McCain/Sarah Palin",7,"yes","yes",7,5,8,7,5,4,26,3.9
"male","no","big city suburb","Other",3,"Other","John McCain/Sarah Palin",3,"yes","yes",5,3,5,3,8,12,27,2.9
"male","no","big city suburb","White",5,"Republican","John McCain/Sarah Palin",5,"yes","yes",8,6,8,5,10,20,23,3.2
"female","no","big city suburb","White",10,"Democrat","Barak Obama/Joe Biden",10,"yes","yes",1,1,3,9,0,0,25,3.4
"male","yes","big city","Hispanic/Latino",1,"Democrat","Won't vote",1,"yes","yes",1,5,3,6,8,10,19,3.2
"male","no","big city","Asian",1,"Republican","Barak Obama/Joe Biden",1,"no","no",8,1,5,1,0,0,33,3
"female","no","small town","Black/African American",1,"Democrat","Won't vote",1,"yes","yes",7,1,5,8,6,2,27,3.4
"male","no","big city","White",9,"Other","John McCain/Sarah Palin",6,"no","yes",10,1,7,5,35,50,23,2.4
"female","no","big city suburb","Asian",10,"Democrat","Barak Obama/Joe Biden",1,"yes","yes",1,3,1,1,12,14,34,3
"female","yes","medium sized city","White",10,"Democrat","Barak Obama/Joe Biden",3,"yes","no",1,4,3,4,8,6,27,3.8
"female","yes","big city suburb","White",10,"Democrat","Barak Obama/Joe Biden",6,"yes","no",1,2,3,2,12,13,28,3.5
"female","yes","big city","Asian",10,"Democrat","Barak Obama/Joe Biden",9,"yes","yes",1,1,3,7,1,1,31,3.7
"female","no","big city","Black/African American",10,"Democrat","Barak Obama/Joe Biden",2,"yes","yes",3,2,3,6,6,2,19,2.5
"female","yes","big city suburb","White",10,"Democrat","Barak Obama/Joe Biden",5,"yes","yes",1,5,5,10,12,30,27,3.2
"male","no","medium sized city","Other",8,"Democrat","Barak Obama/Joe Biden",7,"yes","yes",5,6,4,3,8,10,30,2.9
"male","yes","big city suburb","White",6,"Republican","Undecided",1,"don't know","don't know",8,7,7,8,20,30,30,3.3
"female","yes","big city suburb","Hispanic/Latino",10,"Democrat","Barak Obama/Joe Biden",9,"yes","no",1,3,2,4,5,3,21,3.4
"female","no","small town","White",8,"Democrat","Barak Obama/Joe Biden",5,"yes","yes",1,1,4,7,5,10,27,3.7
"female","yes","medium sized city","White",10,"Democrat","Barak Obama/Joe Biden",1,"yes","yes",1,1,2,1,1,2,31,3.7
"male","no","small town","White",1,"Democrat","Won't vote",1,"yes","no",1,1,5,5,3,3,24,3.2
"female","no","big city suburb","Black/African American",7,"Democrat","Barak Obama/Joe Biden",4,"yes","yes",10,5,7,8,0,0,23,2.5
"female","no","big city","White",7,"Republican","John McCain/Sarah Palin",2,"yes","yes",8,1,10,7,15,18,25,3.5
"female","no","big city suburb","Asian",7,"Republican","Barak Obama/Joe Biden",5,"don't know","don't know",6,6,5,7,8,8,27,3.4
"female","yes","big city suburb","White",8,"Democrat","Barak Obama/Joe Biden",2,"no","no",10,1,2,2,10,16,31,3.3
"female","no","big city suburb","White",10,"Democrat","Barak Obama/Joe Biden",1,"no","yes",1,5,3,5,0,0,29,3.4
"female","no","medium sized city","White",10,"Democrat","Barak Obama/Joe Biden",3,"yes","yes",1,3,3,2,1,1,27,3.7
"male","yes","big city suburb","White",10,"Republican","John McCain/Sarah Palin",10,"yes","don't know",9,10,6,7,15,30,27,3.3
"male","yes","big city suburb","White",10,"Democrat","Barak Obama/Joe Biden",3,"yes","yes",1,5,2,2,4,4,29,3.9
"male","yes","big city suburb","White",10,"Republican","John McCain/Sarah Palin",5,"yes","yes",1,8,7,7,4,1,29,3.5
"female","no","big city","Asian",7,"Democrat","Barak Obama/Joe Biden",1,"yes","yes",7,4,3,4,0,0,27,3.4
"female","no","big city suburb","White",10,"Democrat","Barak Obama/Joe Biden",5,"yes","yes",5,1,5,5,3,5,18,3.2
"female","no","medium sized city","Other",10,"Democrat","Barak Obama/Joe Biden",5,"yes","yes",1,3,3,2,3,1,30,3.7
"male","yes","big city","White",10,"Other","Barak Obama/Joe Biden",2,"yes","yes",1,1,3,5,12,18,34,3.8
"female","no","big city suburb","White",8,"Democrat","Barak Obama/Joe Biden",2,"no","yes",1,1,4,2,9,14,28,3.6
"female","no","big city suburb","Asian",1,"Other","Won't vote",3,"yes","yes",3,5,5,7,10,3,33,3.5
"male","no","small town","White",5,"Republican","John McCain/Sarah Palin",1,"yes","yes",5,1,5,1,0,0,21,3.1
"female","no","big city suburb","White",10,"Democrat","Barak Obama/Joe Biden",5,"yes","yes",4,5,4,6,8,10,26,3.4
"female","no","small town","White",2,"Other","Undecided",4,"yes","yes",1,1,3,1,5,5,27,3.1
"female","no","small town","White",9,"Democrat","Barak Obama/Joe Biden",4,"yes","yes",1,2,3,4,6,6,28,3.6
"female","yes","big city suburb","White",9,"Other","Barak Obama/Joe Biden",8,"yes","yes",1,1,3,3,20,15,27,3.9
"female","yes","medium sized city","White",1,"Republican","Won't vote",1,"yes","yes",1,7,4,4,15,10,26,3.8
"female","no","big city suburb","White",1,"Democrat","Barak Obama/Joe Biden",1,"yes","no",1,1,1,1,0,1,31,3.7
"male","no","big city suburb","Asian",1,"Democrat","Won't vote",5,"don't know","don't know",3,3,5,1,10,2,31,3.5
"male","no","big city suburb","Other",9,"Democrat","Barak Obama/Joe Biden",1,"yes","yes",1,3,1,3,14,0,29,3.8
"female","yes","small town","White",8,"Republican","John McCain/Sarah Palin",5,"yes","yes",10,10,6,10,8,9,21,3.2
"female","no","big city suburb","White",9,"Republican","Undecided",6,"don't know","don't know",3,7,6,7,18,15,29,2.7
"female","no","small town","White",10,"Democrat","Barak Obama/Joe Biden",6,"no","no",1,4,4,6,14,10,29,3.6
"male","no","big city suburb","White",1,"Other","Won't vote",1,"no","no",1,10,1,1,50,8,31,2.5
"female","no","small town","White",10,"Democrat","Barak Obama/Joe Biden",3,"yes","yes",1,8,5,7,8,5,24,2.5
"male","no","big city suburb","Asian",3,"Other","Barak Obama/Joe Biden",3,"yes","yes",5,4,5,6,3,3,29,3.6
"female","no","big city suburb","Asian",1,"Democrat","Won't vote",1,"don't know","don't know",10,10,5,10,0,0,27,3
"female","no","medium sized city","White",10,"Democrat","Barak Obama/Joe Biden",2,"yes","yes",1,4,3,4,7,8,30,3.5
"female","yes","big city suburb","White",10,"Democrat","Barak Obama/Joe Biden",6,"yes","yes",1,1,3,7,5,5,28,3.9
"male","no","big city suburb","White",8,"Democrat","Barak Obama/Joe Biden",3,"yes","yes",1,1,3,5,14,20,31,3.9
"female","yes","big city suburb","White",4,"Republican","John McCain/Sarah Palin",7,"no","yes",1,5,4,4,11,17,27,3.8
"female","yes","big city suburb","White",10,"Democrat","Barak Obama/Joe Biden",5,"yes","yes",9,1,6,4,4,20,24,3.1
"male","no","big city suburb","Other",9,"Democrat","Barak Obama/Joe Biden",4,"yes","yes",1,3,3,3,2,0,32,3.5
"female","yes","big city suburb","White",9,"Democrat","Undecided",7,"don't know","don't know",1,3,7,3,20,25,31,3.7
"male","no","big city suburb","Asian",8,"Democrat","Barak Obama/Joe Biden",3,"yes","yes",1,3,2,5,6,8,32,2.9
"female","no","big city suburb","Asian",10,"Democrat","Barak Obama/Joe Biden",4,"yes","yes",1,7,4,7,10,6,28,3.6
"female","yes","big city","Asian",1,"Other","Won't vote",6,"don't know","don't know",1,3,3,5,0,0,28,4
"female","no","big city suburb","White",10,"Democrat","Barak Obama/Joe Biden",9,"yes","yes",1,2,2,8,8,3,26,3.4
"female","yes","big city suburb","White",10,"Republican","Barak Obama/Joe Biden",5,"no","yes",10,5,5,6,8,15,27,3
"male","no","big city","Asian",6,"Republican","Undecided",5,"don't know","don't know",5,5,7,3,9,5,32,3.5
"female","no","big city suburb","Black/African American",10,"Democrat","Barak Obama/Joe Biden",10,"yes","yes",10,1,7,8,15,6,26,3.7
"male","no","medium sized city","White",10,"Republican","John McCain/Sarah Palin",2,"yes","yes",10,10,8,10,4,10,30,3
"female","no","big city suburb","White",10,"Other","Barak Obama/Joe Biden",1,"don't know","yes",1,3,5,6,8,4,27,3.7
"female","no","medium sized city","White",8,"Democrat","Barak Obama/Joe Biden",3,"yes","yes",1,10,3,6,12,21,21,3.5
"female","no","big city suburb","White",10,"Republican","John McCain/Sarah Palin",5,"yes","no",8,9,7,8,6,3,28,3.4
"female","yes","big city suburb","White",10,"Other","Undecided",7,"yes","yes",3,6,5,6,0,0,27,3.8
"female","no","big city suburb","White",10,"Other","Barak Obama/Joe Biden",8,"yes","yes",6,4,4,3,1,1,27,3.2
"female","yes","big city suburb","White",5,"Democrat","Undecided",4,"don't know","don't know",1,2,3,8,9,7,28,3.8
"female","no","big city","Asian",1,"Other","Won't vote",1,"don't know","don't know",10,10,5,10,0,0,26,3.3
"female","yes","small town","White",7,"Republican","John McCain/Sarah Palin",4,"yes","don't know",5,6,8,6,10,15,28,3.6
"female","no","big city","Hispanic/Latino",10,"Other","Undecided",7,"yes","yes",1,5,5,5,8,5,26,3.5
"male","yes","big city","White",5,"Other","Undecided",1,"don't know","don't know",1,1,4,5,24,50,25,3.5
"female","no","big city suburb","Other",9,"Democrat","Barak Obama/Joe Biden",6,"yes","yes",3,5,3,1,8,4,31,3.6
"male","no","small town","White",6,"Democrat","Barak Obama/Joe Biden",3,"no","no",4,3,5,3,12,8,32,3.8
"female","no","big city","Black/African American",5,"Other","Undecided",1,"yes","yes",1,1,5,6,5,0,24,2.9
"female","no","big city suburb","Asian",10,"Democrat","Barak Obama/Joe Biden",7,"no","yes",1,1,3,6,2,2,28,3.1
"female","no","big city suburb","Asian",8,"Democrat","Barak Obama/Joe Biden",5,"don't know","don't know",1,5,3,7,5,5,25,3.3
"male","yes","big city suburb","White",7,"Republican","Undecided",5,"don't know","yes",3,5,4,7,15,20,23,3
"male","no","big city suburb","Other",2,"Republican","Won't vote",1,"don't know","don't know",7,6,8,6,8,9,24,4
"male","yes","big city","Other",1,"Democrat","Undecided",5,"no","don't know",1,1,3,5,17,12,25,3
"female","yes","medium sized city","White",10,"Democrat","Barak Obama/Joe Biden",6,"yes","no",1,1,3,8,10,7,26,3.2
"male","no","big city","Hispanic/Latino",10,"Democrat","Barak Obama/Joe Biden",4,"yes","yes",1,4,3,8,10,3,26,3.1
"female","yes","big city suburb","White",8,"Republican","Undecided",10,"yes","don't know",1,9,5,6,8,10,25,3.8
"male","no","big city suburb","Asian",1,"Republican","Won't vote",8,"yes","yes",10,5,1,1,20,10,31,3.2
"female","yes","big city suburb","White",10,"Democrat","Undecided",7,"yes","yes",6,7,5,8,7,10,23,3.5
"female","yes","medium sized city","White",8,"Democrat","Barak Obama/Joe Biden",6,"don't know","don't know",2,5,5,7,10,6,32,3.8
"male","yes","big city suburb","White",8,"Democrat","John McCain/Sarah Palin",6,"yes","yes",1,5,3,6,16,16,24,3.4
"female","no","big city suburb","White",9,"Republican","John McCain/Sarah Palin",1,"yes","yes",1,1,5,3,0,0,26,3.3
"male","no","big city suburb","Asian",8,"Democrat","Barak Obama/Joe Biden",1,"yes","yes",5,1,3,6,9,15,31,2.4
"female","no","big city","Black/African American",10,"Democrat","Barak Obama/Joe Biden",4,"yes","yes",10,5,5,8,10,2,16,2.3
"male","no","big city suburb","White",9,"Other","Undecided",3,"yes","yes",10,6,5,6,6,8,24,3.6
"male","yes","big city suburb","White",6,"Democrat","Barak Obama/Joe Biden",7,"no","yes",5,1,4,8,22,35,28,2.5
"female","no","big city suburb","White",7,"Republican","John McCain/Sarah Palin",4,"yes","yes",3,2,6,2,2,4,30,2.9
"female","yes","big city suburb","Hispanic/Latino",10,"Republican","Barak Obama/Joe Biden",5,"no","yes",10,9,7,10,11,12,24,3.4
"male","yes","big city suburb","White",10,"Democrat","Barak Obama/Joe Biden",7,"yes","yes",1,1,3,7,10,12,29,3.4
"female","no","big city suburb","White",9,"Democrat","Barak Obama/Joe Biden",3,"yes","yes",1,8,5,7,21,40,25,3.6
"female","no","big city suburb","White",6,"Republican","John McCain/Sarah Palin",6,"yes","yes",3,4,7,7,12,9,26,3.8
"female","no","big city suburb","Other",10,"Other","Barak Obama/Joe Biden",5,"yes","no",10,1,5,5,10,8,23,3.7
"male","yes","small town","White",9,"Democrat","Barak Obama/Joe Biden",2,"yes","don't know",2,2,2,3,15,30,32,4
"female","no","big city suburb","Asian",10,"Democrat","Barak Obama/Joe Biden",6,"yes","yes",1,8,3,8,0,0,28,3.4
"female","yes","big city suburb","White",10,"Republican","Barak Obama/Joe Biden",5,"no","no",1,8,6,3,12,25,29,2.9
"female","yes","big city","White",10,"Other","Undecided",1,"yes","yes",1,5,5,3,5,10,26,3.5
"female","yes","big city suburb","White",9,"Republican","Undecided",7,"yes","yes",2,5,7,8,3,0,23,3.8
"female","no","big city suburb","White",6,"Republican","Undecided",4,"yes","yes",7,8,7,7,4,5,29,3
"male","yes","big city suburb","White",10,"Republican","John McCain/Sarah Palin",2,"yes","yes",2,1,6,1,9,15,30,3.1
"male","no","big city","White",9,"Democrat","Barak Obama/Joe Biden",2,"yes","don't know",10,3,5,4,24,40,25,3.5
"female","no","big city","White",10,"Democrat","Barak Obama/Joe Biden",8,"yes","don't know",1,5,2,6,10,10,26,3.5
"female","yes","big city suburb","Asian",8,"Democrat","Barak Obama/Joe Biden",1,"yes","yes",1,1,3,1,14,8,32,3.6
