"reason","god","devil","heaven","hell","miracles","angels","ghosts","reincarnation","astrology","psychics","witches","zombies","vampires","UFO","afraidWalkAtNight","debate","debateWinner","likelyVote","candidate","environment","terrorism","economy","racism","policeBrutality","lawAndOrder","genderEquality","borderSecurity","familyValues","bigMoney","gunRights","voteParents","section"
8,3,0,8,0,6,7,10,7,6,10,6,0,0,10,"Yes","All of it","Hillary Clinton",10,"Hillary Clinton",10,10,10,10,10,8,10,6,5,8,0,"Yes","Online"
5,3,3,0,0,5,5,8,8,5,0,0,0,0,7,"No","No","Donald Trump",9,"Donald Trump",4,6,10,4,8,8,3,5,7,10,7,"Yes","Online"
10,10,2,7,3,0,6,0,0,0,0,4,0,0,10,"Yes","All of it","Hillary Clinton",10,"Gary Johnson",10,10,5,10,10,10,10,0,0,10,10,"Yes","Online"
10,5,5,5,5,5,5,2,2,8,2,0,0,0,5,"Yes","Just a few clips","Hillary Clinton",9,"Hillary Clinton",9,7,7,10,10,7,10,0,0,9,0,"Unsure","Online"
10,10,10,10,10,10,10,10,0,10,8,5,1,5,5,"Yes","No","No opinion",-1,"Hillary Clinton",10,8,10,10,10,10,10,8,8,10,4,"Yes","Online"
8,10,4,8,8,8,8,2,5,4,4,0,0,0,4,"Yes","No","Unsure",5,"Unsure",10,10,10,10,10,10,10,10,10,10,10,"Unsure","Online"
7,2,0,0,0,0,0,1,3,8,3,1,1,1,10,"Yes","Most of it","Hillary Clinton",0,"Unsure",10,10,7,10,5,4,10,2,0,10,9,"Unsure","Online"
3,3,2,2,1,4,1,0,1,1,1,0,0,1,1,"No","Just a few clips","Hillary Clinton",-1,"Hillary Clinton",8,10,8,10,8,7,7,7,7,10,0,"Yes","Online"
5,3,1,4,4,7,5,6,6,3,6,0,0,0,0,"Yes","Just a few clips","Hillary Clinton",10,"Hillary Clinton",8,7,8,10,9,7,10,3,2,9,2,"Yes","Online"
8,10,10,10,10,10,10,10,6,4,5,0,2,0,10,"Yes","All of it","Donald Trump",11,"Donald Trump",3,10,0,4,0,10,0,10,10,5,10,"Yes","Online"
10,5,5,7,10,7,5,5,10,3,4,2,1,1,2,"Yes","No","Unsure",-1,"Unsure",6,6,6,8,8,7,8,3,7,4,5,"No","Online"
5,8,5,5,5,7,7,6,6,5,2,2,1,1,3,"Yes","Just a few clips","Hillary Clinton",10,"Hillary Clinton",10,10,10,10,10,10,10,10,4,7,5,"Yes","Online"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"No","Most of it","No opinion",9,"Gary Johnson",7,8,10,2,1,5,0,0,0,8,3,"No","Online"
10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,"Yes","No","Unsure",6,"Donald Trump",0,10,6,10,10,8,10,10,10,4,0,"Yes","Online"
7,9,6,7,7,3,7,5,7,4,2,0,0,0,0,"No","Just a few clips","Hillary Clinton",10,"Hillary Clinton",9,4,10,3,5,4,7,2,2,8,0,"Yes","Online"
7,2,2,2,2,3,3,7,8,7,5,7,2,2,7,"No","All of it","Hillary Clinton",10,"Hillary Clinton",6,8,9,10,10,6,9,7,9,10,6,"Yes","Online"
7,5,0,0,0,5,7,10,8,5,0,0,0,0,0,"No","Just a few clips","Unsure",0,"Gary Johnson",5,10,7,5,3,8,10,10,6,5,0,"No","Online"
8,10,4,10,5,5,6,7,1,3,4,0,0,0,5,"Yes","All of it","Hillary Clinton",10,"Hillary Clinton",10,9,7,10,7,8,9,5,5,8,5,"Yes","Online"
6,4,2,6,6,10,4,4,9,0,0,0,0,0,10,"No","Just a few clips","Unsure",10,"Hillary Clinton",10,10,7,10,10,4,5,10,2,10,1,"Yes","Online"
7,7,7,8,8,5,7,7,10,8,1,1,1,1,8,"No","Most of it","Hillary Clinton",7,"Gary Johnson",10,8,10,10,8,9,8,8,6,8,6,"No","Online"
2,0,0,0,0,3,0,0,0,0,0,0,0,0,4,"No","Just a few clips","No opinion",-1,"Donald Trump",8,7,5,4,4,4,5,5,4,4,4,"Yes","Online"
5,0,0,0,0,9,5,5,0,5,5,0,0,0,3,"No","Just a few clips","Hillary Clinton",-1,"Hillary Clinton",10,10,10,10,10,10,10,5,10,10,10,"Unsure","Online"
5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"No","No","No opinion",-1,"Unsure",4,4,4,4,4,4,4,4,4,4,4,"Unsure","Online"
10,10,10,10,10,10,10,3,2,0,0,0,0,0,2,"Yes","No","Unsure",0,"Hillary Clinton",3,9,6,10,5,7,5,3,2,3,2,"Yes","Online"
2,3,0,3,1,5,2,1,0,0,1,0,0,0,10,"No","Just a few clips","No opinion",0,"Jill Stein",10,5,5,10,6,5,7,4,6,7,3,"No","Online"
6,10,10,10,10,7,8,2,6,4,6,0,0,0,6,"Yes","Most of it","Hillary Clinton",10,"Donald Trump",0,9,0,0,0,8,0,8,7,5,4,"Yes","Online"
7,4,5,3,5,6,7,6,5,5,5,6,6,5,5,"Yes","Most of it","Hillary Clinton",6,"Gary Johnson",0,2,1,7,7,8,9,7,4,8,7,"Unsure","Online"
10,7,6,5,5,2,5,4,5,5,0,0,0,0,0,"Yes","Just a few clips","Hillary Clinton",0,"Hillary Clinton",5,10,10,10,10,10,10,4,10,10,10,"Yes","Online"
8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Yes","Just a few clips","Hillary Clinton",10,"Hillary Clinton",7,4,9,8,6,5,8,3,5,7,0,"Yes","Online"
10,10,10,10,10,10,10,8,7,8,4,7,3,2,7,"Yes","All of it","Hillary Clinton",10,"Hillary Clinton",8,7,10,10,10,9,10,5,8,6,1,"Yes","Online"
10,10,10,10,10,10,10,5,3,2,2,0,0,0,0,"No","Just a few clips","Donald Trump",10,"Donald Trump",8,10,7,5,4,9,9,8,6,6,7,"No","Online"
4,3,7,5,3,8,7,5,4,6,9,0,0,1,4,"Yes","Most of it","Hillary Clinton",8,"Hillary Clinton",8,5,10,7,9,7,6,9,10,7,5,"Yes","Online"
3,2,0,0,0,1,0,3,0,0,0,10,5,0,5,"Yes","No","Hillary Clinton",1,"Hillary Clinton",10,5,10,10,10,6,10,0,7,10,7,"Yes","Online"
7,7,7,9,7,7,8,8,4,3,3,0,0,0,1,"No","Just a few clips","Donald Trump",7,"Donald Trump",9,10,5,5,0,10,2,9,10,8,10,"Yes","Online"
8,10,10,10,10,10,10,10,5,7,8,5,5,5,5,"No","Just a few clips","Unsure",8,"Unsure",7,8,10,10,10,10,10,7,10,5,3,"Yes","Online"
9,5,4,8,2,8,8,2,1,5,1,1,1,1,1,"Yes","Just a few clips","Unsure",3,"Unsure",6,8,6,7,5,9,9,7,6,6,5,"Unsure","Online"
9,10,10,10,10,10,10,10,2,2,2,2,0,0,2,"No","All of it","Donald Trump",10,"Donald Trump",6,10,7,8,0,8,5,10,6,10,10,"Yes","Online"
4,5,5,5,5,5,6,6,4,6,4,5,5,5,4,"No","Most of it","Hillary Clinton",6,"Hillary Clinton",4,6,6,6,5,4,6,6,6,6,6,"No","Online"
1,0,0,0,0,6,2,3,0,6,6,8,7,10,10,"No","No","Hillary Clinton",7,"Hillary Clinton",10,0,9,9,9,1,10,0,0,9,0,"Yes","Online"
7,9,0,10,3,8,7,8,3,0,5,0,0,0,6,"Yes","No","Unsure",8,"Donald Trump",1,8,6,7,9,8,8,10,4,2,2,"Yes","Online"
10,8,7,8,8,10,10,10,3,1,5,6,2,0,10,"No","Most of it","Unsure",5,"Hillary Clinton",6,7,9,10,8,5,4,3,2,1,0,"Yes","Online"
10,9,9,9,9,7,9,2,0,0,0,0,0,0,0,"No","Most of it","Hillary Clinton",10,"Hillary Clinton",10,9,9,10,10,6,10,3,3,10,5,"No","Online"
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Yes","Just a few clips","Donald Trump",9,"Donald Trump",10,10,10,10,10,10,10,10,10,10,10,"No","Online"
7,10,10,10,10,10,10,7,4,2,0,0,0,0,0,"Yes","Most of it","Hillary Clinton",10,"Hillary Clinton",8,10,10,9,10,10,10,10,10,10,0,"Yes","Online"
6,8,1,7,7,2,0,0,2,0,1,1,0,0,1,"Yes","No","No opinion",10,"Hillary Clinton",9,3,10,10,10,2,9,0,0,8,0,"Yes","Online"
7,0,0,4,5,10,6,10,10,10,5,0,0,0,0,"Yes","All of it","Hillary Clinton",10,"Hillary Clinton",8,10,10,10,10,10,10,3,4,10,0,"Yes","Online"
9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,"No","Most of it","Unsure",-1,"Other",5,6,0,0,0,8,0,7,2,0,8,"Yes","Online"
5,6,4,7,7,6,5,5,7,7,4,5,2,2,3,"Yes","Most of it","Hillary Clinton",10,"Hillary Clinton",5,7,5,8,6,7,7,7,5,6,2,"Yes","Online"
10,10,10,8,8,5,9,7,5,7,4,2,2,2,9,"No","Just a few clips","No opinion",-1,"Unsure",7,5,5,4,3,8,6,2,7,2,1,"Yes","Online"
10,7,7,7,7,9,9,10,3,3,3,7,3,3,7,"Yes","No","Unsure",5,"Hillary Clinton",7,10,10,10,10,10,10,0,10,5,1,"Yes","Online"
6,10,10,10,10,10,10,8,5,5,3,0,0,0,5,"Yes","All of it","Donald Trump",10,"Donald Trump",5,10,10,10,10,9,9,10,8,5,9,"Yes","Online"
5,0,0,0,0,3,0,0,0,0,0,0,0,0,10,"No","No","Unsure",-1,"Hillary Clinton",8,5,10,5,10,10,10,10,10,10,0,"Unsure","Online"
10,10,10,10,10,10,10,2,1,5,5,0,0,0,8,"Yes","Most of it","Hillary Clinton",4,"Hillary Clinton",9,10,10,10,10,4,7,5,3,10,1,"Yes","Online"
9,5,5,5,5,8,5,5,5,5,5,5,0,0,7,"No","Just a few clips","Hillary Clinton",10,"Hillary Clinton",8,7,6,8,7,9,6,6,8,8,7,"Unsure","Online"
9,10,0,10,0,6,9,5,10,3,1,0,0,0,0,"Yes","Just a few clips","Hillary Clinton",10,"Hillary Clinton",7,8,8,10,8,6,7,5,10,8,9,"Yes","Online"
9,8,8,7,7,8,6,6,3,3,8,2,0,0,0,"Yes","Most of it","Hillary Clinton",10,"Hillary Clinton",8,8,5,10,6,6,8,4,7,10,1,"Yes","Online"
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"Yes","No","Hillary Clinton",0,"Hillary Clinton",3,7,2,6,2,5,5,5,6,2,1,"Unsure","Online"
10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Yes","No","Hillary Clinton",-1,"Hillary Clinton",10,10,10,10,10,10,10,10,10,10,10,"Yes","Online"
6,10,1,2,2,10,10,0,6,3,4,0,0,0,6,"No","Most of it","Hillary Clinton",10,"Hillary Clinton",10,6,10,10,10,10,10,2,7,10,2,"Yes","Online"
7,3,10,5,5,5,0,0,0,0,0,0,0,0,0,"No","Most of it","Hillary Clinton",9,"Hillary Clinton",10,7,10,10,9,10,10,10,4,10,9,"Yes","Online"
4,6,0,0,0,1,0,5,0,0,0,0,0,0,0,"Yes","Just a few clips","No opinion",10,"Hillary Clinton",7,3,6,5,6,5,8,2,1,1,0,"Yes","Online"
7,10,0,10,10,7,9,9,7,7,7,8,0,2,10,"Yes","Just a few clips","Hillary Clinton",-1,"Hillary Clinton",7,9,5,10,10,10,10,7,8,8,5,"Yes","Online"
9,10,10,10,5,10,10,5,2,4,2,0,0,0,0,"Yes","Most of it","Donald Trump",11,"Donald Trump",5,10,7,10,10,10,10,10,10,4,10,"Yes","Online"
8,2,0,1,0,1,0,5,3,2,4,0,0,10,3,"No","No","Hillary Clinton",9,"Gary Johnson",10,4,4,6,7,3,6,2,1,8,1,"No","Online"
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","Most of it","Hillary Clinton",10,"Hillary Clinton",6,3,10,10,10,6,6,0,0,10,0,"Yes","Online"
10,10,10,10,10,8,10,5,5,2,5,5,0,0,10,"Yes","No","Hillary Clinton",-1,"Hillary Clinton",5,10,10,10,2,10,10,2,4,10,8,"Unsure","Online"
8,8,5,7,7,4,5,8,0,2,6,2,0,1,0,"No","No","No opinion",0,"Unsure",8,8,7,7,7,6,8,5,3,4,2,"No","Online"
5,5,3,5,4,5,7,5,4,5,4,5,4,6,7,"Yes","Just a few clips","Donald Trump",5,"Jill Stein",4,4,7,5,5,5,8,6,8,9,1,"Yes","Online"
10,10,10,10,10,10,10,10,3,2,5,0,0,0,4,"Yes","Just a few clips","Unsure",1,"Hillary Clinton",1,2,6,10,3,4,5,0,0,1,0,"Yes","Online"
7,10,8,10,10,7,8,8,7,6,4,0,0,0,6,"Yes","Just a few clips","Unsure",10,"Hillary Clinton",7,10,10,10,10,7,8,7,6,6,6,"Yes","Online"
10,9,9,9,9,9,7,6,0,1,2,0,0,0,0,"Yes","Just a few clips","Hillary Clinton",5,"Hillary Clinton",7,7,7,8,5,7,8,5,9,5,5,"Yes","Online"
7,10,10,6,6,5,5,2,0,0,0,0,7,0,0,"No","Just a few clips","Unsure",10,"Hillary Clinton",10,2,7,5,3,3,5,1,5,7,5,"Yes","Online"
