"gender","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","hoursCallParents","tweets","texts","gayMarriage","triedGaySex","abortion","politics","poverty","goodOrWell","parentRelationship","workHr","tuition"
"Male","No","Medium_City","White","Other",7,34,4,0,0,0,0,0,"College",5,5,22,0,"No",0,5,7,5,10,0,50
"Female","Yes","Small_Town","White","Christian",7,26,3.3,3,2,1,1,17,"High_School",3,8,30,7,"No",5,5,7,6,9,5,50
"Female","No","suburbs","White","Christian",7,25,4,15,5,0,0,17,"High_School",7,5,50,0,"No",1,5,6,3,2,0,100
"Male","Yes","suburbs","White","Christian",2,27,3.8,4,8,0,0,19,"College",1,0,40,3,"No",0,5,10,7,9,0,100
"Male","No","Small_Town","White","Christian",6,29,3,4,0,0,2,16,"0_Kindergarten",3,0,10,6,"No",4,7,7,3,9,0,50
"Female","No","suburbs","Asian","Other",2,33,2.5,3,2,0,0,19,"1st_5th_grade",2,1,7,1,"No",3,7,8,9,8,0,100
"Female","No","Small_Town","White","Christian",1,22,3.4,3,2,0,0,16,"College",0,0,50,0,"No",5,5,6,6,9,0,30
"Female","Yes","suburbs","White","Christian",3,30,3.5,6,6,1,1,14,"College",2,0,50,0,"No",0,4,5,0,9,20,0
"Female","No","suburbs","White","Christian",3,30,3.8,4,0,1,2,16,"College",4,2,50,9,"No",1,5,6,6,2,10,0
"Female","No","suburbs","Black","Christian",2,21,2.9,4,1,3,2,17,"College",7,16,9,5,"No",5,3,7,5,9,10,70
"Female","No","Medium_City","Black","Christian",9,25,3.5,4,1,4,1,12,"College",1,1,45,1,"No",4,4,5,5,7,10,90
"Female","No","Medium_City","White","Christian",7,24,3.8,0,0,1,1,15,"middle_school",0,0,40,3,"No",0,3,5,4,1,30,90
"Male","No","suburbs","White","Agnostic",0,26,3.3,0,0,3,2,14,"College",2,0,25,0,"No",2,5,5,5,10,0,0
"Female","Yes","Medium_City","White","Christian",3,30,3.6,10,10,2,2,16,"College",4,0,50,0,"No",1,5,6,9,10,15,0
"Male","Yes","suburbs","Asian","Christian",5,31,3.8,3,13,0,0,18,"College",5,4,17,7,"No",4,4,5,10,8,0,100
"Female","No","Small_Town","White","Christian",1,30,3.8,10,10,7,3,14,"College",9,12,18,0,"No",0,7,5,5,8,0,80
"Female","No","suburbs","White","Christian",7,25,4,10,3,1,1,14,"College",9,7,15,0,"No",3,4,3,1,9,5,90
"Female","No","Medium_City","Black","Christian",9,24,4,6,0,0,2,13,"High_School",6,50,40,8,"No",10,3,6,6,9,15,90
"Male","No","suburbs","Other","Atheist",0,25,2.9,10,10,6,3,13,"College",3,0,10,0,"No",0,4,3,4,6,0,90
"Female","Yes","suburbs","White","Christian",3,26,3.2,3,4,0,0,15,"College",2,4,15,5,"No",5,6,4,4,9,0,100
"Male","No","Small_Town","Black","Christian",8,22,4,0,0,3,3,12,"middle_school",1,0,12,5,"No",5,5,5,5,5,0,0
"Female","No","Medium_City","White","Atheist",1,22,2.9,1,1,2,1,14,"High_School",4,2,50,3,"No",2,5,4,8,9,15,0
"Male","No","Medium_City","White","Jewish",6,27,4,0,0,0,0,0,"High_School",2,0,15,0,"No",0,2,2,4,9,0,100
"Female","Yes","suburbs","White","Christian",2,32,4,9,18,1,1,13,"High_School",2,12,50,1,"No",0,5,8,8,8,0,70
"Female","No","suburbs","Asian","Agnostic",0,26,3.5,0,0,0,0,0,"College",1,10,50,2,"No",5,5,4,7,9,0,100
"Female","No","suburbs","Asian","Muslim",8,28,3.2,1,0,0,0,0,"College",0,0,10,0,"No",0,0,0,0,2,10,40
"Male","No","suburbs","Asian","Hindu",2,33,3.2,25,50,4,4,14,"College",5,0,50,4,"No",2,2,2,1,5,20,100
"Male","No","suburbs","Asian","Muslim",7,32,4,0,0,0,0,0,"High_School",21,0,10,0,"No",2,1,3,3,9,0,100
"Female","No","Medium_City","White","Christian",2,27,3.7,10,7,1,2,13,"High_School",2,3,50,0,"No",9,5,5,6,8,0,90
"Male","Yes","Small_Town","White","Christian",2,25,2.3,6,12,1,3,15,"College",3,0,50,2,"Yes",2,5,4,2,7,0,20
"Female","No","big_city","Asian","Hindu",4,33,3.5,0,0,0,0,0,"College",6,1,5,0,"No",0,0,2,5,5,0,100
"Female","No","suburbs","Asian","Other",3,20,3.5,1,0,0,0,17,"0_Kindergarten",2,0,11,7,"No",10,4,7,10,8,0,40
"Female","No","Medium_City","Asian","Atheist",3,26,3.4,8,0,0,0,0,"College",5,0,12,1,"No",0,1,3,4,3,0,20
"Female","No","big_city","Black","Christian",7,22,2.7,0,0,0,1,9,"College",1,2,15,8,"Yes",10,4,6,2,7,5,0
"Male","No","suburbs","Asian","Christian",5,24,3.5,8,10,0,1,14,"College",2,2,50,0,"Yes",2,5,5,6,8,0,100
"Female","No","Medium_City","White","Christian",1,33,4,4,0,0,0,0,"High_School",2,0,10,1,"No",1,6,5,7,9,0,100
"Female","No","big_city","White","Christian",6,27,3,10,15,0,0,17,"High_School",2,10,50,1,"No",0,5,4,5,6,0,80
"Male","No","Medium_City","Asian","Atheist",0,33,3.6,2,0,1,1,13,"College",5,0,15,7,"No",1,5,7,4,8,0,50
"Female","No","suburbs","Asian","Hindu",5,33,4,0,0,0,0,0,"High_School",6,0,30,0,"No",0,5,5,5,7,0,100
"Female","No","suburbs","White","Christian",2,28,2.5,5,3,3,2,15,"High_School",2,0,5,1,"No",1,5,2,5,10,5,10
"Male","Yes","big_city","Hispanic","Atheist",0,27,2.5,13,14,2,2,18,"College",2,0,10,0,"No",5,3,3,3,10,25,10
"Male","No","suburbs","White","Christian",7,36,4,0,0,1,1,16,"High_School",1,0,30,2,"No",9,6,2,1,8,0,70
"Female","No","Small_Town","White","Buddhist",7,26,3,10,10,1,1,14,"College",1,8,40,0,"No",1,0,3,3,10,20,70
"Female","Yes","Small_Town","White","Christian",4,28,3,14,40,1,1,13,"College",7,3,45,0,"No",2,2,3,5,4,0,90
"Female","No","suburbs","White","Christian",8,30,4,5,8,0,1,15,"High_School",12,1,50,0,"No",5,4,5,2,10,0,100
"Female","No","Small_Town","White","Christian",8,34,4,0,0,1,1,13,"High_School",6,0,30,0,"No",3,2,6,5,8,0,100
"Female","No","big_city","White","Christian",1,28,3.2,10,10,4,0,14,"College",3,30,50,3,"No",3,5,6,7,8,10,20
"Female","Yes","Small_Town","White","Christian",7,26,3.7,7,4,4,2,13,"High_School",5,15,30,3,"Yes",2,5,4,5,8,0,100
"Female","No","suburbs","White","Other",7,27,3.4,12,0,2,2,13,"1st_5th_grade",7,5,50,1,"No",5,7,9,8,8,0,80
"Female","No","suburbs","White","Other",5,25,4,6,2,0,0,18,"1st_5th_grade",3,1,20,5,"No",5,5,3,4,10,0,50
"Female","No","suburbs","Black","Christian",8,24,2.6,1,0,0,0,17,"1st_5th_grade",10,0,10,5,"No",5,5,5,8,9,0,80
"Female","No","Small_Town","White","Other",7,28,3.8,0,0,0,0,0,"1st_5th_grade",14,0,5,0,"No",1,0,0,2,9,0,60
"Male","Yes","suburbs","Asian","Hindu",5,33,4,2,5,1,2,15,"0_Kindergarten",6,0,21,5,"No",0,4,5,9,8,0,100
"Male","Yes","suburbs","White","Christian",6,23,2.9,12,22,4,0,13,"College",2,0,25,6,"No",8,7,7,3,8,0,90
"Male","Yes","suburbs","White","Christian",7,28,4,5,0,0,0,15,"High_School",4,0,35,10,"No",2,9,9,5,10,0,90
"Female","No","suburbs","Asian","Agnostic",0,32,4,3,1,2,2,14,"College",3,0,50,0,"No",0,5,7,5,7,0,90
"Male","No","Medium_City","Asian","Agnostic",0,21,2.9,6,8,1,2,15,"College",1,0,50,0,"No",0,0,5,5,9,0,100
"Male","No","Medium_City","Asian","Christian",4,30,2.4,2,3,8,2,16,"High_School",4,0,5,5,"No",5,5,4,8,9,0,0
"Male","Yes","Small_Town","White","Other",3,25,2.8,5,40,0,0,18,"College",2,1,20,10,"No",7,7,6,9,5,10,50
"Male","No","Medium_City","White","Atheist",0,29,3.8,13,16,1,1,16,"High_School",4,3,50,0,"No",0,2,2,6,9,0,100
"Male","No","suburbs","Hispanic","Agnostic",2,30,3.9,11,17,0,0,17,"College",2,4,25,0,"No",3,2,3,1,7,0,70
"Female","No","suburbs","Asian","Muslim",4,32,4,5,0,0,0,0,"College",5,0,20,0,"No",5,3,2,5,7,0,90
"Female","No","Small_Town","White","Christian",7,27,4,4,4,1,1,16,"College",2,15,50,0,"No",0,2,4,3,9,5,20
"Male","No","suburbs","White","Muslim",5,30,3.9,0,0,0,1,18,"High_School",5,0,30,2,"No",1,5,5,4,8,0,100
"Female","No","big_city","Asian","Buddhist",5,29,4,1,0,0,0,0,"High_School",20,0,30,7,"No",5,5,8,8,9,0,100
"Female","No","big_city","White","Christian",8,26,3.5,8,12,1,1,15,"High_School",3,1,40,0,"No",5,3,1,3,10,0,100
"Female","No","Medium_City","White","Christian",7,30,4,3,0,0,0,0,"0_Kindergarten",6,5,40,0,"No",4,5,3,5,10,0,60
"Female","Yes","suburbs","White","Jewish",5,28,3.9,6,9,3,1,15,"College",7,0,50,0,"No",0,4,5,8,7,0,90
"Female","No","big_city","Asian","Christian",7,28,3.8,0,0,2,3,14,"middle_school",1,8,20,2,"No",8,6,6,5,8,0,100
"Female","No","suburbs","Asian","Hindu",5,27,3.5,4,3,0,1,15,"High_School",7,0,50,8,"No",3,7,6,9,8,0,100
"Female","No","suburbs","White","Christian",4,30,3.6,4,0,0,0,18,"College",4,15,50,0,"No",5,5,5,5,9,0,80
"Female","No","big_city","Asian","Buddhist",6,27,3.5,3,3,0,1,19,"College",2,0,20,3,"No",5,5,4,8,1,0,100
"Male","No","Small_Town","Other","Christian",8,28,3.5,6,6,9,2,14,"College",4,0,50,0,"No",1,4,7,5,9,15,50
"Female","No","Small_Town","Asian","Christian",10,28,2.8,2,0,0,1,14,"College",3,0,50,2,"No",3,5,0,7,7,0,90
"Female","No","suburbs","Black","Christian",2,22,3.7,9,1,2,1,13,"1st_5th_grade",10,12,50,0,"Yes",0,7,3,9,5,0,10
"Female","No","Small_Town","White","Other",8,23,4,2,3,0,0,16,"High_School",2,0,10,10,"No",10,7,10,7,3,5,0
"Female","Yes","big_city","White","Christian",0,28,1.8,10,10,10,1,14,"College",3,2,40,0,"No",0,7,5,6,7,15,0
"Female","No","suburbs","Asian","Buddhist",3,31,4,5,5,0,1,17,"High_School",10,5,50,10,"No",6,6,3,10,10,5,10
"Female","No","suburbs","White","Christian",7,26,4,20,25,3,1,14,"College",6,30,50,0,"No",9,2,3,4,9,0,20
"Female","No","suburbs","White","Atheist",0,29,3.3,5,4,2,1,17,"High_School",15,2,50,0,"Yes",2,5,5,6,5,0,100
"Female","No","Small_Town","White","Christian",8,27,4,0,0,1,3,15,"0_Kindergarten",7,0,50,9,"No",4,5,3,9,8,10,40
"Male","No","suburbs","Asian","Atheist",5,29,3,0,5,25,1,18,"College",3,0,0,2,"No",8,5,5,7,8,0,100
"Female","No","suburbs","Other","Agnostic",0,27,3.7,0,0,0,0,0,"High_School",1,3,50,0,"No",5,0,5,5,9,5,20
"Female","Yes","big_city","White","Christian",1,31,3.9,20,20,5,1,12,"College",7,4,50,0,"No",0,5,2,3,7,20,100
"Male","No","big_city","Asian","Agnostic",1,24,2.5,20,10,0,0,20,"College",1,0,0,0,"Yes",0,2,0,0,6,0,50
"Female","No","big_city","Black","Atheist",0,31,2.9,9,4,3,1,12,"College",12,0,50,0,"Yes",6,0,5,5,9,0,0
"Male","No","Small_Town","Hispanic","Other",8,28,3.7,0,0,0,0,0,"middle_school",7,0,30,1,"No",5,5,5,2,2,0,10
"Female","No","suburbs","Other","Christian",2,24,4,7,5,0,0,18,"1st_5th_grade",7,0,50,0,"No",2,4,6,3,8,25,100
"Female","No","suburbs","White","Jewish",4,26,3,6,4,1,1,16,"High_School",5,8,15,4,"No",2,3,3,4,4,0,50
"Male","No","Medium_City","Black","Christian",10,19,3.2,8,0,1,3,8,"High_School",7,0,50,1,"No",1,10,6,10,10,0,10
"Female","Yes","suburbs","White","Christian",3,33,3.2,10,10,3,3,13,"College",2,0,50,7,"No",3,7,7,7,9,25,100
"Female","No","suburbs","Asian","Hindu",7,30,4,10,4,0,0,18,"College",14,3,15,0,"Yes",0,1,1,4,7,0,90
"Female","No","Small_Town","White","Atheist",1,27,3.4,3,2,1,1,9,"College",1,0,10,1,"No",1,4,6,1,9,10,10
"Female","No","suburbs","Other","Christian",7,24,4,0,0,0,0,0,"High_School",14,0,50,10,"No",5,5,5,5,10,0,30
"Male","No","suburbs","Asian","Christian",10,34,3.7,50,50,50,20,0,"College",14,16,50,10,"Yes",8,0,8,10,10,50,30
"Female","No","suburbs","White","Agnostic",0,33,3.8,8,6,0,0,18,"College",1,0,21,0,"No",1,2,3,3,5,0,90
"Male","No","suburbs","Other","Christian",3,33,2.5,5,10,0,1,16,"College",2,6,20,0,"No",0,4,3,5,9,5,90
"Female","No","suburbs","Black","Christian",8,28,3.5,5,4,4,2,16,"College",7,14,10,5,"Yes",5,3,5,7,7,10,40
