"gender","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","hoursCallParents","tweets","texts","gayMarriage","triedGaySex","abortion","politics","poverty","goodOrWell","parentRelationship","workHr","tuition"
"Female","No","big_city","Asian","Christian",6,29,3.5,0,2,1,1,15,"College",0,0,40,3,"No",1,5,5,10,0,0,100
"Female","No","Medium_City","Black","Christian",5,25,3.2,6,10,16,2,16,"College",3,50,50,2,"Yes",5,5,5,0,10,20,90
"Female","Yes","big_city","Hispanic","Christian",8,20,2.5,1,2,0,1,14,"middle_school",6,0,40,0,"No",8,5,6,7,8,0,50
"Female","No","suburbs","White","Christian",6,25,3.6,1,1,1,1,15,"College",6,0,12,5,"No",5,3,5,5,10,15,90
"Female","Yes","suburbs","White","Christian",10,24,3.7,13,10,2,1,15,"High_School",4,5,50,0,"No",8,5,2,3,9,0,100
"Female","No","Medium_City","White","Agnostic",1,23,3.6,5,4,1,1,15,"College",10,5,50,0,"No",0,4,5,8,7,20,50
"Female","Yes","suburbs","White","Christian",4,27,3.4,12,27,0,0,14,"middle_school",3,7,33,0,"No",6,5,4,8,10,0,90
"Female","No","big_city","Black","Christian",9,21,3.3,7,11,3,2,18,"College",1,0,50,0,"Yes",4,9,1,5,1,20,10
"Female","No","Medium_City","Hispanic","Christian",1,20,3.3,10,4,6,1,13,"middle_school",6,0,50,2,"No",6,5,6,4,8,10,50
"Male","Yes","Small_Town","White","Jewish",7,27,3,6,10,4,1,18,"High_School",2,0,20,0,"No",5,5,5,5,7,45,90
"Male","No","suburbs","White","Christian",4,25,3.6,20,30,1,0,13,"High_School",4,50,50,0,"No",5,5,5,6,8,40,100
"Male","Yes","Medium_City","Other","Agnostic",1,32,3.4,6,13,1,1,13,"College",7,15,50,0,"No",2,2,5,8,10,0,100
"Female","Yes","suburbs","Asian","Hindu",7,29,3.1,10,6,0,0,17,"College",6,0,50,9,"Yes",2,7,9,2,6,0,100
"Female","No","big_city","White","Christian",0,26,3.4,25,40,10,1,13,"High_School",7,4,50,5,"Yes",6,2,7,8,9,0,100
"Male","No","Medium_City","Asian","Agnostic",5,28,2.7,0,0,0,0,0,"High_School",2,0,3,2,"No",8,0,4,7,7,0,100
"Female","No","Small_Town","Hispanic","Agnostic",0,26,3.7,13,25,1,1,15,"High_School",10,10,50,0,"No",2,3,6,6,7,30,80
"Male","Yes","suburbs","White","Christian",9,28,3.7,5,3,0,0,15,"College",26,7,46,6,"No",4,3,7,6,5,20,90
"Female","No","Small_Town","White","Christian",7,26,3.5,12,8,2,2,15,"College",2,0,50,0,"No",2,4,7,2,9,10,0
"Female","Yes","Medium_City","White","Christian",3,27,3.4,10,8,2,2,14,"College",7,20,40,0,"No",2,2,3,4,8,10,100
"Male","No","suburbs","Black","Christian",8,19,3,4,1,1,2,12,"middle_school",6,50,50,5,"No",5,2,7,5,10,5,0
"Female","No","suburbs","White","Muslim",5,30,3,9,7,11,8,15,"middle_school",12,13,6,1,"No",0,3,2,5,2,25,100
"Female","No","suburbs","White","Christian",5,28,3.3,4,5,0,0,18,"College",7,3,20,1,"No",5,5,5,5,10,15,80
"Male","Yes","suburbs","Asian","Agnostic",3,36,4,6,16,0,1,16,"High_School",2,4,20,2,"No",2,1,5,8,5,0,10
"Female","No","big_city","Asian","Agnostic",0,32,2.3,10,15,19,1,14,"College",2,1,50,0,"Yes",0,0,2,5,8,0,100
"Female","No","suburbs","White","Christian",3,31,3.9,6,6,0,0,15,"College",15,1,30,0,"No",0,0,2,5,9,0,100
"Female","No","suburbs","Hispanic","Other",3,22,3.7,8,6,4,2,12,"High_School",2,7,50,0,"Yes",10,5,5,3,10,15,30
"Female","No","suburbs","White","Jewish",4,27,4,20,5,6,4,15,"High_School",5,0,50,0,"No",0,3,4,3,10,0,100
"Female","No","Small_Town","Black","Christian",8,26,3.3,8,4,2,1,17,"College",3,1,30,3,"No",2,5,7,3,8,15,80
"Female","No","suburbs","Asian","Hindu",8,28,3,1,0,0,0,0,"College",7,0,50,0,"No",5,4,5,5,10,0,100
"Female","No","suburbs","Asian","Hindu",0,28,3.5,20,12,0,1,16,"College",1,0,50,0,"No",0,5,6,8,10,20,100
"Male","Yes","suburbs","White","Atheist",0,27,3.2,5,12,5,1,6,"College",0,1,30,2,"No",2,5,8,6,6,0,70
"Female","No","suburbs","White","Christian",6,28,3.3,10,12,2,1,18,"College",7,0,50,0,"No",3,5,5,5,9,0,50
"Female","No","big_city","Asian","Muslim",7,29,3.5,0,0,0,0,0,"High_School",3,30,25,5,"No",5,3,4,0,8,0,100
"Female","No","big_city","Black","Atheist",1,26,2.9,5,0,2,1,16,"College",4,0,40,0,"No",3,5,5,1,7,10,10
"Female","No","suburbs","Asian","Christian",6,24,4,3,2,0,0,0,"High_School",5,0,50,5,"No",6,5,6,4,8,0,20
"Male","Yes","suburbs","White","Jewish",1,31,3.6,15,20,5,1,11,"College",2,3,50,10,"No",7,8,9,10,10,0,80
"Female","No","Small_Town","White","Atheist",0,24,2.9,2,2,5,0,17,"College",3,0,10,0,"No",1,3,5,0,5,25,50
"Female","No","big_city","Hispanic","Other",5,26,1.8,10,6,2,2,12,"College",5,30,50,0,"No",5,3,5,5,7,0,100
"Female","Yes","suburbs","White","Jewish",3,29,3.5,6,10,3,1,16,"College",3,0,50,6,"No",4,8,8,6,7,0,90
"Male","Yes","big_city","Asian","Christian",7,33,3.5,40,5,7,1,16,"middle_school",3,10,40,10,"No",5,5,5,5,5,10,10
"Female","No","Small_Town","Asian","Hindu",5,21,3.6,4,0,0,0,16,"High_School",4,24,25,0,"No",10,6,6,8,7,0,100
"Male","Yes","Small_Town","White","Christian",7,30,3.6,20,50,20,4,13,"College",1,3,25,6,"No",8,8,7,8,9,0,100
"Female","No","big_city","Hispanic","Other",6,25,2.5,10,10,3,2,15,"College",7,10,50,0,"No",5,5,0,3,7,10,0
"Male","Yes","suburbs","Hispanic","Christian",5,25,2.9,3,8,6,2,15,"middle_school",4,0,5,0,"No",5,5,5,0,7,0,50
"Female","No","suburbs","White","Christian",4,26,3.9,10,5,10,2,14,"College",6,0,50,0,"Yes",0,5,3,8,10,20,40
"Female","No","suburbs","Asian","Jewish",2,29,4,10,8,1,2,13,"College",3,2,20,0,"Yes",3,3,5,2,7,0,90
"Female","Yes","Small_Town","White","Christian",3,28,3.3,12,15,1,1,15,"College",3,15,25,0,"No",5,4,9,7,8,0,20
"Male","No","Small_Town","White","Atheist",0,33,3.2,1,1,0,0,0,"College",5,0,7,5,"No",4,6,6,9,9,0,90
"Female","No","suburbs","White","Jewish",2,27,3.8,9,7,1,1,16,"High_School",1,5,50,0,"No",2,3,4,7,7,0,50
"Female","No","suburbs","Hispanic","Agnostic",1,27,3,10,5,2,2,14,"College",2,0,30,0,"No",7,4,5,5,7,10,40
"Female","No","Medium_City","Asian","Buddhist",1,23,3.2,2,0,0,0,17,"1st_5th_grade",3,20,8,5,"No",5,8,5,10,4,5,70
"Male","Yes","big_city","White","Atheist",0,28,2.9,20,30,8,1,18,"College",1,0,10,0,"No",3,4,7,4,7,0,70
"Female","No","Small_Town","White","Christian",0,24,4,15,50,7,3,8,"High_School",15,40,50,2,"Yes",5,3,6,8,9,0,60
"Female","No","Medium_City","White","Christian",5,28,3.4,10,10,3,1,15,"College",2,0,50,3,"No",3,7,10,6,8,10,20
"Female","No","suburbs","Other","Christian",9,25,2.9,3,1,1,1,5,"High_School",4,0,50,10,"No",5,5,5,0,10,20,70
"Male","No","Medium_City","Asian","Atheist",0,27,4,8,4,3,2,14,"High_School",1,3,8,10,"No",4,4,8,5,6,20,100
"Female","No","big_city","Black","Christian",9,20,4,5,0,0,1,0,"High_School",7,0,20,8,"No",10,9,5,0,8,10,20
"Female","No","suburbs","White","Christian",5,20,3.4,5,5,5,2,12,"College",10,0,10,1,"Yes",2,5,4,3,8,5,0
"Female","No","Medium_City","Black","Christian",10,25,3.6,2,0,0,0,17,"0_Kindergarten",3,0,9,3,"No",1,1,3,3,10,0,50
"Female","No","big_city","Asian","Agnostic",0,28,4,0,0,0,0,0,"College",2,0,40,0,"No",5,5,8,5,8,0,100
"Female","Yes","suburbs","White","Christian",2,28,2.7,28,50,8,2,15,"College",3,10,50,7,"No",8,5,6,7,10,30,100
"Male","No","big_city","Asian","Agnostic",0,33,4,0,0,0,0,0,"College",2,0,10,1,"No",0,3,5,5,3,0,20
"Female","No","suburbs","White","Christian",8,28,3.8,14,15,3,1,12,"College",4,0,50,0,"No",3,5,4,5,10,0,80
"Female","No","suburbs","Asian","Christian",7,28,2.9,0,0,2,2,18,"0_Kindergarten",2,0,10,5,"No",6,5,4,7,9,0,100
"Female","No","big_city","White","Atheist",0,30,3.7,0,0,0,1,0,"College",2,0,20,0,"No",0,5,7,5,10,0,100
"Female","Yes","big_city","Hispanic","Christian",5,26,3.3,20,34,2,0,18,"College",0,0,15,0,"No",0,0,5,3,9,15,100
"Female","No","suburbs","White","Christian",4,31,3,8,16,0,0,16,"High_School",7,0,21,1,"No",3,5,6,1,10,0,80
"Female","No","suburbs","Hispanic","Christian",5,25,3.6,0,0,0,0,0,"College",7,0,50,0,"No",0,3,5,5,7,10,0
"Female","No","suburbs","Asian","Hindu",5,28,3.7,4,4,1,1,17,"College",7,0,15,2,"No",0,2,8,5,9,0,90
"Male","No","suburbs","Hispanic","Christian",7,21,3.3,0,2,7,3,14,"College",7,0,50,5,"No",3,5,7,8,9,0,50
"Female","No","big_city","Asian","Christian",0,28,3.6,1,1,0,0,0,"College",2,0,50,8,"No",9,5,8,5,9,0,100
"Male","Yes","suburbs","Asian","Hindu",8,26,2.1,8,2,0,0,0,"High_School",7,1,2,10,"No",5,5,5,6,10,0,90
"Male","No","suburbs","White","Christian",3,30,4,10,5,0,0,0,"middle_school",3,0,15,0,"No",5,3,1,2,6,0,90
"Male","Yes","Small_Town","Black","Jewish",3,25,3,11,9,4,7,11,"High_School",7,6,5,5,"Yes",6,6,8,6,6,25,50
"Female","No","Medium_City","Asian","Atheist",4,31,4,3,2,0,1,17,"High_School",5,0,20,1,"No",0,3,5,8,9,0,50
"Female","No","big_city","Hispanic","Other",2,25,3,9,50,10,25,13,"College",1,0,50,0,"No",5,0,6,0,8,20,0
"Female","No","big_city","Black","Christian",3,24,1.9,0,0,0,0,18,"High_School",1,0,11,0,"No",0,4,2,0,10,0,0
"Male","Yes","Small_Town","White","Christian",7,26,3.8,35,50,5,1,13,"College",1,2,50,9,"No",8,5,6,5,5,10,100
"Male","No","big_city","White","Atheist",0,30,2.9,0,0,0,0,0,"High_School",1,0,3,0,"No",0,2,1,5,6,0,100
"Male","No","big_city","Black","Christian",6,21,3,8,10,3,0,16,"College",1,50,25,0,"No",10,5,5,10,8,20,10
"Male","No","big_city","Asian","Atheist",0,25,4,0,0,0,0,0,"College",2,0,30,5,"No",5,5,5,5,5,0,20
"Female","No","Medium_City","White","Christian",9,27,4,10,10,0,0,14,"High_School",4,6,50,0,"No",10,3,0,3,8,10,20
"Female","No","suburbs","Hispanic","Christian",7,26,2.6,5,6,3,3,16,"0_Kindergarten",5,0,50,3,"No",2,3,4,1,8,0,10
"Female","No","Medium_City","Asian","Agnostic",2,32,3.6,2,0,1,1,17,"1st_5th_grade",2,0,50,0,"No",0,1,2,1,2,0,100
"Female","Yes","suburbs","White","Muslim",6,29,2.7,2,0,0,0,19,"College",9,0,50,5,"No",5,5,6,2,4,0,100
"Female","No","big_city","Hispanic","Christian",5,25,3.2,0,0,1,2,15,"College",3,0,50,3,"No",10,6,7,1,8,10,30
"Female","No","suburbs","White","Christian",7,24,3.2,12,10,0,0,18,"College",4,6,50,2,"No",10,5,7,5,9,0,50
"Female","Yes","suburbs","White","Christian",3,25,3.8,20,13,2,1,14,"College",4,5,24,0,"No",0,4,6,5,9,10,60
"Female","No","Small_Town","White","Christian",8,28,2.3,6,4,2,2,16,"College",2,0,50,5,"No",10,8,7,2,8,10,70
"Female","No","Medium_City","White","Christian",6,30,4,0,0,0,3,14,"High_School",7,1,25,5,"No",10,10,8,3,7,0,50
"Male","No","Small_Town","Asian","Other",1,30,3.8,4,0,0,6,17,"High_School",3,0,50,4,"No",4,4,3,3,3,0,100
"Female","Yes","Medium_City","White","Christian",6,25,3.7,6,8,10,2,13,"middle_school",6,2,50,0,"Yes",1,5,5,8,7,0,100
"Male","No","suburbs","Asian","Muslim",7,22,3.6,30,0,0,1,18,"College",4,7,50,5,"No",3,5,5,3,8,0,90
"Female","No","suburbs","Other","Agnostic",1,31,3.9,5,10,0,2,16,"middle_school",1,0,40,0,"Yes",2,3,2,5,6,0,90
"Female","No","suburbs","White","Christian",8,32,4,10,20,1,1,13,"High_School",8,0,50,2,"Yes",10,9,5,6,10,0,100
"Female","No","big_city","Black","Christian",5,24,3,9,6,0,0,0,"High_School",2,0,7,0,"Yes",5,6,0,5,4,0,0
"Male","No","suburbs","Hispanic","Christian",2,28,3.9,0,0,1,1,18,"High_School",1,0,20,0,"No",4,4,6,5,6,10,20
"Male","No","big_city","Asian","Agnostic",4,22,3.8,3,0,3,1,17,"High_School",1,0,10,2,"No",3,1,6,5,9,0,20
"Female","No","suburbs","White","Christian",7,24,3.6,15,7,5,1,15,"0_Kindergarten",5,20,15,0,"No",5,5,3,2,7,0,90
"Female","No","big_city","Black","Christian",7,20,2.4,5,3,1,1,16,"High_School",4,0,50,4,"No",0,5,2,5,8,10,0
"Female","No","Small_Town","White","Christian",4,31,3.5,5,2,0,2,15,"High_School",7,0,33,1,"No",8,7,4,5,7,30,80
"Female","No","big_city","Hispanic","Christian",7,26,3,24,35,0,2,15,"College",4,0,50,0,"No",10,5,6,1,10,15,20
"Female","No","Medium_City","Other","Christian",7,26,3.9,12,10,0,0,16,"High_School",5,0,50,2,"No",8,3,2,5,9,0,40
"Female","Yes","suburbs","White","Christian",3,24,3.7,12,30,2,2,12,"High_School",1,0,50,0,"No",0,5,5,3,8,0,100
"Female","No","big_city","Black","Christian",5,18,3.1,7,5,0,1,15,"High_School",20,0,35,0,"No",7,5,5,10,10,0,0
"Female","Yes","suburbs","Asian","Buddhist",3,30,3.7,3,3,2,2,18,"College",5,0,50,0,"No",2,8,4,9,8,0,100
"Male","Yes","Small_Town","White","Christian",4,25,3.5,5,5,0,0,14,"1st_5th_grade",5,6,20,3,"No",2,4,1,9,10,0,10
"Male","No","big_city","White","Christian",6,25,3,50,1,5,0,8,"College",14,0,50,0,"No",10,6,2,5,6,0,100
"Female","No","Medium_City","White","Christian",2,25,3,7,15,10,3,13,"College",3,1,50,0,"Yes",2,8,7,7,8,0,70
"Male","Yes","Small_Town","Black","Christian",6,29,3,4,2,23,2,6,"College",10,0,50,4,"No",8,5,5,5,5,10,20
"Female","No","Small_Town","White","Christian",9,31,3.8,0,0,0,1,18,"1st_5th_grade",2,0,25,8,"No",10,8,6,5,7,10,60
"Male","No","suburbs","Hispanic","Christian",4,24,3.3,10,10,0,1,12,"College",1,0,50,8,"No",3,4,5,10,7,10,0
"Female","No","Medium_City","White","Christian",7,21,3.6,10,10,2,1,13,"High_School",2,5,50,5,"No",5,5,5,3,9,0,0
"Male","No","suburbs","Asian","Christian",1,25,4,5,0,0,0,14,"middle_school",1,1,15,5,"No",5,5,5,5,8,0,90
"Female","Yes","Small_Town","White","Christian",6,28,3.3,0,1,1,2,13,"College",5,2,15,1,"No",1,5,6,6,7,20,90
"Female","No","suburbs","Black","Christian",5,23,3.3,8,0,1,1,16,"College",6,10,30,0,"No",0,10,3,3,8,15,10
"Male","No","big_city","Asian","Christian",5,33,3.9,6,2,12,2,12,"High_School",3,0,5,5,"No",0,8,8,7,7,5,60
"Female","Yes","big_city","White","Christian",4,29,3.5,10,18,2,1,13,"College",1,1,26,2,"No",3,4,3,4,6,0,90
"Female","No","big_city","Black","Christian",4,25,2.9,8,5,1,1,15,"High_School",6,10,35,0,"Yes",0,10,5,10,8,5,80
"Male","Yes","Medium_City","Asian","Buddhist",1,33,3.5,4,0,6,3,14,"1st_5th_grade",6,13,5,5,"No",5,5,5,5,5,5,30
"Female","No","big_city","Black","Christian",7,22,2.8,6,6,0,2,14,"College",7,0,25,5,"No",0,0,5,0,7,10,60
"Male","No","big_city","Asian","Atheist",0,30,3,3,0,0,0,19,"middle_school",4,0,7,5,"No",5,5,4,7,4,0,70
"Male","No","big_city","Asian","Agnostic",7,31,3.8,0,0,0,1,14,"middle_school",5,5,10,7,"No",4,6,8,7,4,0,100
"Female","No","big_city","White","Christian",3,26,4,8,10,1,2,13,"High_School",3,0,20,0,"No",1,8,5,8,9,0,100
"Male","Yes","suburbs","Other","Christian",5,29,3.2,8,15,4,2,12,"College",1,3,40,0,"No",0,4,3,5,9,0,100
"Female","No","suburbs","Asian","Christian",10,19,3.6,0,0,10,2,16,"College",8,0,13,8,"No",6,5,6,8,9,25,10
"Male","No","big_city","Asian","Christian",8,30,3.8,2,1,0,2,15,"High_School",4,0,5,10,"No",7,5,5,8,9,0,100
"Female","No","suburbs","White","Christian",0,23,3.8,8,25,4,0,16,"High_School",7,0,25,0,"No",5,8,5,9,8,45,0
"Male","No","big_city","Asian","Agnostic",2,27,1.3,7,3,4,5,7,"College",4,4,2,3,"Yes",1,1,1,1,4,15,90
"Male","No","big_city","Other","Christian",6,21,1.9,3,1,0,0,11,"College",5,15,30,1,"No",1,6,3,1,10,0,80
"Male","No","big_city","White","Agnostic",3,34,4,4,8,4,2,13,"High_School",1,0,30,0,"No",4,3,5,4,7,0,60
"Female","Yes","suburbs","White","Agnostic",0,29,3.5,12,25,9,1,16,"College",2,4,50,0,"No",0,0,4,6,9,0,100
"Male","No","big_city","Hispanic","Christian",6,22,2.5,4,5,0,2,15,"College",7,3,30,8,"No",8,6,8,0,8,0,30
"Male","No","suburbs","White","Atheist",0,21,3.5,0,0,0,0,0,"College",3,0,4,0,"No",1,2,3,10,10,0,90
"Female","No","suburbs","White","Christian",10,22,3.5,3,0,0,2,13,"College",7,1,50,5,"No",5,5,5,0,9,15,10
"Female","No","Medium_City","White","Christian",5,33,4,10,2,0,2,14,"High_School",3,0,50,0,"No",0,4,4,7,8,0,100
"Male","No","big_city","Asian","Atheist",5,30,2.6,2,2,2,1,17,"High_School",2,0,1,8,"No",1,2,6,9,6,0,100
"Female","No","big_city","Other","Agnostic",6,31,3.4,17,20,1,1,13,"College",4,8,50,0,"No",0,3,5,5,9,0,100
"Male","No","suburbs","White","Agnostic",0,29,4,12,12,3,1,13,"College",1,1,20,0,"No",0,2,4,7,8,0,80
"Female","No","suburbs","White","Christian",7,32,3.7,12,25,0,0,13,"College",2,1,40,0,"No",5,5,2,1,8,0,50
"Male","No","Medium_City","Other","Agnostic",1,26,3.2,0,3,4,4,15,"College",0,0,10,3,"No",0,5,9,6,8,30,50
"Male","No","Medium_City","White","Christian",3,31,4,3,0,0,2,15,"College",3,8,50,3,"No",6,5,8,7,9,0,0
"Female","Yes","suburbs","White","Christian",7,27,3.3,16,20,0,0,18,"College",2,0,50,0,"No",0,4,1,5,10,0,90
"Female","No","suburbs","White","Christian",7,30,3.3,10,20,0,1,14,"College",10,2,50,0,"No",0,4,5,6,9,15,70
"Female","No","big_city","Asian","Atheist",0,12,3.4,0,0,0,0,0,"1st_5th_grade",2,2,2,0,"No",0,5,5,5,10,20,10
"Female","Yes","Medium_City","White","Atheist",0,32,3.7,6,10,2,1,15,"High_School",10,1,40,1,"No",1,3,5,5,8,0,0
"Female","No","suburbs","Asian","Christian",10,28,3.6,0,0,0,0,0,"High_School",3,0,7,9,"No",8,3,4,1,10,0,100
"Male","No","suburbs","Asian","Atheist",1,31,3.8,1,0,2,3,15,"middle_school",0,0,30,0,"No",0,5,5,8,5,0,100
"Female","No","Small_Town","White","Atheist",2,33,3.7,7,10,3,2,12,"College",2,5,30,0,"Yes",0,2,1,3,1,10,50
"Female","No","suburbs","White","Christian",7,30,3.6,8,11,0,0,16,"College",5,7,50,0,"No",2,3,5,3,9,10,60
"Male","No","suburbs","White","Christian",3,29,3.3,7,3,2,0,16,"College",3,0,10,0,"No",3,4,3,4,8,10,60
"Female","No","Medium_City","Asian","Other",0,30,3.5,0,0,1,1,16,"High_School",2,0,5,5,"No",2,5,7,7,9,0,80
"Female","No","suburbs","White","Christian",7,29,4,0,0,0,2,16,"High_School",7,0,30,0,"No",5,5,3,3,9,10,80
"Female","No","big_city","Asian","Atheist",0,24,3.1,0,0,0,0,0,"0_Kindergarten",3,10,50,0,"No",5,0,3,0,3,40,100
"Female","No","Small_Town","White","Christian",8,31,4,5,8,0,2,15,"High_School",2,14,50,8,"No",9,8,7,5,5,0,40
"Female","No","suburbs","Asian","Muslim",5,29,2.7,10,4,0,0,0,"1st_5th_grade",20,5,25,10,"No",0,5,5,4,10,0,100
"Female","No","suburbs","White","Christian",8,31,3.7,3,5,1,1,17,"College",6,0,30,5,"No",5,3,3,1,9,5,80
"Female","No","Medium_City","Black","Christian",5,23,3.4,12,10,2,1,3,"College",3,10,40,5,"No",0,5,3,5,8,10,0
"Female","Yes","suburbs","White","Christian",4,27,3.5,4,6,1,1,15,"College",1,0,50,0,"No",0,3,5,4,10,0,90
"Female","No","Medium_City","Hispanic","Christian",6,30,3.4,8,10,2,2,12,"High_School",14,0,20,0,"No",0,5,8,5,3,0,20
"Female","No","Small_Town","White","Atheist",0,29,3.9,6,6,1,1,14,"College",3,0,40,0,"No",0,0,4,4,10,0,80
"Male","Yes","Small_Town","White","Christian",6,30,3.5,8,20,1,1,17,"College",2,2,30,5,"No",8,5,3,5,9,5,40
"Female","No","suburbs","White","Christian",6,30,3.5,0,0,0,0,16,"College",1,0,10,0,"Yes",0,2,2,7,10,0,50
"Male","Yes","suburbs","Asian","Christian",3,32,3.3,10,25,0,0,10,"middle_school",1,0,10,3,"No",3,4,5,8,7,0,80
"Female","No","big_city","Black","Christian",8,25,2.5,0,2,3,1,17,"College",50,10,50,0,"No",0,5,0,10,10,0,0
"Female","No","suburbs","White","Christian",5,28,4,15,15,0,2,14,"High_School",4,4,50,5,"No",2,5,6,8,9,0,90
"Female","No","big_city","Hispanic","Other",6,25,3.1,4,3,4,2,13,"High_School",3,0,50,0,"Yes",0,0,0,3,8,15,100
"Male","No","big_city","Black","Atheist",0,22,3.7,10,10,5,1,12,"College",1,1,5,0,"No",0,0,0,5,7,0,50
"Male","No","suburbs","Hispanic","Other",5,19,3,4,0,2,1,14,"College",6,5,50,2,"No",5,4,6,5,10,0,50
"Male","No","suburbs","Hispanic","Christian",8,26,2.5,4,8,1,1,12,"middle_school",4,0,10,2,"No",9,3,3,0,0,10,10
"Male","No","suburbs","White","Atheist",0,27,3.9,5,3,7,3,14,"College",5,0,25,0,"No",4,3,8,9,9,0,20
"Female","No","Medium_City","White","Christian",9,31,4,0,0,0,0,0,"College",3,0,12,10,"No",9,8,5,3,7,5,80
"Male","No","suburbs","Asian","Agnostic",0,30,3.7,10,0,1,1,17,"College",7,0,10,2,"No",4,4,4,5,8,5,50
"Female","No","Small_Town","White","Christian",4,21,2,0,10,15,3,14,"High_School",10,0,50,6,"No",4,7,6,7,9,0,100
"Female","No","big_city","Hispanic","Christian",6,20,3.3,5,3,3,1,17,"College",16,2,14,2,"No",6,3,5,5,7,10,30
"Female","No","Small_Town","Asian","Other",0,25,4,4,2,0,0,3,"College",7,0,20,5,"No",5,5,5,5,9,50,80
"Female","No","big_city","Black","Christian",9,19,3.7,6,0,4,4,13,"College",50,0,50,6,"No",5,3,5,0,10,15,50
"Female","No","suburbs","White","Christian",5,29,4,15,15,1,0,13,"College",6,1,50,0,"No",3,5,4,4,10,0,60
"Female","No","suburbs","White","Christian",7,27,4,12,12,0,1,18,"High_School",2,7,20,0,"No",5,4,5,5,9,0,80
"Female","No","suburbs","Black","Christian",4,23,2.6,3,1,0,0,16,"College",5,0,4,1,"No",3,5,5,2,7,0,20
"Male","No","Medium_City","White","Agnostic",0,26,3.9,5,0,0,1,13,"College",2,1,40,0,"Yes",0,2,2,5,8,10,50
"Male","No","suburbs","White","Christian",7,26,3.7,4,4,0,1,17,"College",1,0,10,5,"No",5,3,7,5,8,0,100
"Male","No","suburbs","White","Christian",5,30,2.4,20,35,0,0,15,"College",3,5,40,0,"No",5,7,5,6,7,0,20
"Female","No","Small_Town","White","Other",2,24,3.6,10,6,1,1,15,"High_School",12,1,50,4,"No",0,4,6,8,7,0,50
"Male","No","Small_Town","Asian","Hindu",2,32,3.3,4,6,2,0,19,"High_School",1,0,4,9,"No",9,4,9,9,6,0,90
"Female","No","suburbs","Asian","Christian",10,30,4,6,0,1,1,13,"High_School",35,7,50,0,"No",6,5,4,10,10,0,100
"Female","No","Small_Town","White","Christian",9,27,3.7,4,0,0,1,0,"College",3,0,10,5,"No",10,7,6,5,8,0,100
"Male","Yes","suburbs","Asian","Hindu",2,30,3.7,41,39,42,0,5,"1st_5th_grade",0,0,43,3,"Yes",4,7,4,4,1,15,20
"Female","No","Small_Town","White","Other",2,29,4,0,0,0,1,19,"College",7,50,50,0,"No",1,3,2,5,10,10,10
"Male","No","Medium_City","Asian","Buddhist",3,30,3.8,2,0,0,2,17,"middle_school",7,1,3,5,"No",8,5,6,5,8,0,100
"Male","Yes","suburbs","White","Christian",4,22,3.5,12,20,10,3,14,"College",10,20,50,5,"No",8,5,7,10,10,40,0
"Male","No","big_city","Asian","Atheist",0,29,4,1,0,1,1,6,"middle_school",4,0,10,0,"No",3,5,8,10,10,0,100
"Female","Yes","big_city","Black","Christian",8,26,3.1,2,0,0,0,17,"College",1,2,50,4,"No",5,4,5,6,4,10,10
"Male","No","suburbs","Asian","Other",7,30,3.7,3,0,1,3,18,"middle_school",1,0,50,5,"No",5,8,6,8,5,0,100
"Female","No","big_city","Hispanic","Christian",6,27,3.4,0,0,0,1,15,"High_School",5,0,30,0,"No",3,5,5,0,9,10,0
"Female","No","big_city","Black","Christian",7,23,2.7,2,0,2,1,17,"College",3,0,50,8,"No",8,0,10,0,10,10,0
"Female","No","Small_Town","White","Christian",8,21,2.8,6,10,7,2,18,"College",5,0,50,5,"No",9,5,5,0,10,15,100
"Female","No","Small_Town","Hispanic","Christian",5,26,3,8,0,0,0,17,"College",2,3,50,0,"No",0,5,5,4,9,0,40
"Male","No","Small_Town","Hispanic","Christian",6,25,3.9,10,12,1,2,13,"College",6,0,10,0,"Yes",4,3,3,4,9,15,30
"Female","No","Small_Town","Hispanic","Christian",6,23,3.6,0,0,15,3,11,"College",8,0,3,0,"No",0,5,3,4,10,0,0
"Female","No","big_city","White","Christian",5,29,3.5,15,15,1,1,15,"College",4,5,50,2,"No",3,4,6,8,9,0,60
"Male","Yes","suburbs","Asian","Christian",7,29,3.8,10,10,2,0,18,"College",5,2,20,2,"No",10,4,7,4,8,10,100
"Male","No","big_city","Black","Other",0,21,3.1,3,4,7,1,8,"High_School",1,0,50,0,"No",0,2,3,1,6,0,0
"Male","Yes","suburbs","White","Christian",8,31,4,5,2,2,2,16,"College",5,12,45,6,"No",10,8,7,9,10,0,100
"Male","No","Medium_City","Asian","Other",0,35,4,0,0,0,0,0,"College",4,0,1,2,"No",5,4,6,7,8,0,100
"Female","No","suburbs","White","Christian",1,32,4,20,20,3,1,12,"College",6,0,50,0,"No",2,0,5,5,8,0,100
"Female","Yes","Small_Town","White","Christian",6,27,2.6,6,6,4,2,13,"High_School",2,0,30,0,"No",1,5,3,7,7,0,0
"Female","Yes","suburbs","Other","Agnostic",0,24,3.7,4,1,3,1,12,"College",2,0,50,0,"No",0,0,4,4,9,0,100
"Male","No","suburbs","Asian","Atheist",2,33,3.8,4,4,4,10,7,"High_School",3,8,7,3,"No",3,4,2,7,5,10,10
