"gender","genderID","height","weight","shoeSize","schoolYear","studyHr","GPA","ACT","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity"
"Male","Male",65,146,7.5,"Freshman",3,4,21,0,0,70,140,7,11,46,56,6,"one",20
"Female","Female",69,180,10,"Sophomore",3,3.1,27,3,1,100,1000,6,20,51,59,3,"hundreds",20
"Female","Female",66,135,8.5,"Freshman",3.5,4,28,2,1,100,1,8,25,45,46,5,"few",50
"Male","Male",70,192,10,"Junior",7,3.3,30,4,1,110,23,6,10,49,50,8,"one",80
"Female","Female",64,150,9.5,"Junior",4.5,3.8,23,5,6,0,30,7,10,45,49,5,"few",100
"Male","Male",71,165,11,"Junior",2.5,3,30,0,1,134,20,9,8,50,54,10,"few",50
"Female","Female",62,101,5.5,"Freshman",2,3.5,27,1,2,110,150,6,35,47,50,2,"one",70
"Male","Male",70,136,10,"Junior",3,2.5,31,0,0,101,100,6.5,7,50,53,7,"none",60
"Male","Male",73,175,12,"Sophomore",2.5,3,30,3,2,103,35,7.5,7,48,53,8,"few",40
"Female","Female",67,107,7,"Freshman",1,3.7,31,1,1,96,500,7,6,46,47,4,"few",15
"Male","Male",67,130,8,"Sophomore",1,3.6,31,1,1,40,60,7,10,51,52,7,"dozens",100
"Female","Female",67,130,7,"Freshman",8,4,31,0,2,0,30,8,6,42,47,2,"one",80
"Female","Female",64,190,9,"Sophomore",3,2.7,27,0,3,110,200,7,13,53,58,1,"dozens",20
"Male","Male",70,155,12.5,"Sophomore",2.5,3.6,26,0,2,110,22,7.5,8,51,52,2,"few",85
"Male","Male",70,165,9.5,"Freshman",4,3.8,35,1,0,0,10,7,3,49,49,7,"few",50
"Male","Male",73,160,10.5,"Sophomore",1,2.9,27,1,1,110,0,7,5,58,64,1,"few",0
"Male","Male",75,176,11.5,"Freshman",3,4,33,0,1,0,4,7,5,48,52,7,"few",12
"Female","Female",60,115,7.5,"Sophomore",4,2.9,22,0,2,0,15,6,8,40,40,4,"one",0
"Female","Female",66,97,5.5,"Freshman",4,3.8,32,0,0,0,1000,6.5,5,45,46,6,"few",30
"Male","Male",70,165,11,"Freshman",3,3.8,25,4,0,90,50,8,5,47,50,3,"one",70
"Female","Female",61,155,9,"Freshman",5,4,31,30,1,100,45,6.5,30,59,60,8,"one",80
"Female","Female",69,192,11.5,"Freshman",2.5,4,23,2,2,70,200,7,15,55,57,7,"dozens",25
"Female","Female",66,130,8,"Freshman",5,4,26,0,3,75,10,6,10,50,58,7,"few",100
"Female","Female",63,103,5.5,"Freshman",2,3.6,25,0,2,75,5,6.5,10,49,49,2,"few",75
"Male","Male",72,165,13.5,"Sophomore",2.5,2.1,21,0,1,90,10,6,5,44,40,5,"few",95
"Male","Male",68,216,11,"Sophomore",2,2,20,0,3,140,1000,7.5,15,57,57,7,"few",5
"Female","Female",66,144,8,"Freshman",6,3.8,34,0,2,0,100,7,10,57,58,9,"few",80
"Female","Female",67,110,7.5,"Freshman",5,3.9,30,1,0,0,200,8,7,44,48,7,"few",40
"Female","Female",64,130,7,"Freshman",4,4,26,0,0,70,200,7,45,51,61,9,"few",65
"Female","Female",64,117,8.5,"Sophomore",2,1.9,22,4,5,95,25,9,10,45,50,3,"hundreds",50
"Female","Female",65,130,8,"Sophomore",1,2.8,22,1,5,100,30,8,13,43,50,7,"one",30
"Male","Male",71,161,12,"Sophomore",1,3.4,23,3,4,108,23,8,2,40,42,7,"few",60
"Female","Female",70,128,8.5,"Sophomore",5,3.9,31,0,1,0,120,8,10,47,48,2,"one",40
"Male","Male",70,235,9.5,"Senior",2,2.8,29,2,2,110,15,8,6,51,52,6,"few",100
"Female","Female",62,110,7.5,"Sophomore",3,3.4,25,1,1,70,22,7,11,60,65,8,"few",50
"Female","Female",68,135,8.5,"Freshman",3,3.6,28,3,2,95,20,8.5,6,51,49,9,"hundreds",50
"Female","Female",66,115,8,"Freshman",5,4,23,10,1,95,30,7.5,13,48,61,10,"few",85
"Female","Female",69,180,10,"Junior",2,3.8,29,1,5,100,15,8,5,55,65,8,"few",95
"Female","Female",61,130,7.5,"Sophomore",0.5,3.8,28,11,2,110,0,7.5,6,51,50,2,"few",75
"Female","Female",66,115,7.5,"Freshman",2.5,3,31,0,2,85,120,5,5,54,53,7,"few",90
"Female","Female",62,120,7.5,"Sophomore",5,3.4,28,0,1,60,20,6,15,49,50,8,"few",95
"Male","Male",69,180,13,"Freshman",2,3,29,3,0,95,20,8,6,50,55,9,"one",90
"Female","Female",67,120,9,"Freshman",4,3.5,25,1,1,50,60,8,6,43,43,6,"few",40
"Male","Male",69,170,9.5,"Freshman",5,3.4,31,0,1,0,400,6,5,39,47,10,"few",49
"Male","Male",73,170,12,"Freshman",2,4,29,3,2,90,40,7.5,3,50,50,7,"few",50
"Female","Female",61,113,6,"Freshman",3,3.6,28,2,2,80,3,7,9,39,40,3,"one",90
"Female","Female",64,134,7.5,"Sophomore",3,2.7,27,3,3,100,54,7,15,43,54,8,"one",70
"Male","Male",74,235,13,"Junior",3.5,3.5,26,1,2,0,400,8,3,46,46,7,"few",50
"Male","Male",68,140,9,"Sophomore",3,3.8,30,2,2,100,1000,8,5,58,59,10,"thousands",75
"Male","Male",68,132,8.5,"Freshman",2,3.6,29,0,0,0,200,6,5,40,45,7,"hundreds",20
"Male","Male",68,196,10.5,"Senior",5,3.4,27,1,0,110,40,9,3,58,65,7,"few",25
"Male","Male",85,186,11,"Freshman",1,3.7,30,0,0,0,55,8.5,7,45,46,5,"few",16
"Male","Male",69,155,10.5,"Sophomore",3.5,3.8,26,5,2,98,40,9.5,6,50,50,3,"one",100
"Male","Male",68,150,9,"Freshman",6,4,32,0,1,0,140,7,13,46,50,10,"few",5
"Male","Male",70,155,10.5,"Freshman",3,3.8,27,3,1,105,0,7,7,53,56,7,"few",40
"Female","Female",68,160,9,"Senior",2,3.2,25,3,2,100,10,7,20,50,50,3,"hundreds",75
"Male","Male",72,160,9.5,"Junior",2,3.8,30,1,2,175,80,6,9,43,50,7,"dozens",100
"Female","Female",66,120,7.5,"Freshman",1.5,4,28,1,1,100,20,7,9,54,57,2,"few",75
"Female","Female",64,118,7,"Sophomore",2,3.2,27,2,1,90,150,7,9,50,54,2,"one",50
"Male","Male",69,153,11.5,"Freshman",3,4,28,1,2,134,40,7,3,50,56,4,"millions",60
"Male","Male",72,195,10.5,"Freshman",1.5,3.8,27,5,1,80,61,7,5,43,45,7,"one",15
"Male","Male",76,215,12.5,"Freshman",3,4,29,1,2,85,100,8.5,8,54,54,4,"one",100
"Male","Male",72,185,11.5,"Freshman",0.5,4,31,1,3,115,65,4.5,3,56,56,9,"few",44
"Female","Female",66,120,9,"Sophomore",4,2.5,22,1,3,45,26,7.5,13,48,44,3,"one",50
"Female","Female",62,127,6,"Freshman",2,4,26,0,2,90,0,6,35,53,55,7,"one",100
"Male","Male",72,145,11,"Freshman",1.5,3.7,31,2,0,70,105,7.5,5,47,46,5,"few",50
"Female","Female",67,140,9.5,"Freshman",10,4,24,20,1,80,3,7,20,47,42,3,"one",100
"Male","Male",68,185,10,"Junior",3.5,2.3,24,3,1,125,22,7.5,7,49,50,6,"hundreds",100
"Female","Female",67,135,8.5,"Freshman",3,3.9,26,3,2,80,300,10,20,50,53,3,"dozens",20
"Female","Female",64,100,8,"Freshman",4,3.7,28,0,1,47,21,8,5,43,52,5,"dozens",100
"Male","Male",72,162,8.5,"Freshman",8,3.7,34,5,1,74,20,7.5,30,55,60,3,"one",5
"Female","Female",59,100,5,"Freshman",2,1,20,9,4,0,0,7,12,39,40,2,"few",50
"Female","Female",60,121,7.5,"Freshman",5,3.8,32,1,0,42,500,7,10,45,44,7,"hundreds",30
"Female","Female",67,117,8,"Senior",2,3.4,23,1,1,110,10,7,15,52,60,6,"one",50
"Male","Male",72,171,13,"Sophomore",5.5,3.1,35,4,2,110,300,6,8,51,50,7,"one",100
"Female","Female",68,149,10,"Freshman",3,2.6,19,8,3,85,45,7,20,53,58,7,"one",40
"Female","Female",64,103,7,"Freshman",1.5,4,34,0,0,0,120,8,10,49,48,4,"few",20
"Female","Female",62,110,6.5,"Sophomore",3.5,3.7,23,1,2,50,80,7,24,53,54,9,"few",98
"Female","Female",65,140,7.5,"Freshman",3,4,22,2,1,91,35,8,10,45,45,3,"few",10
"Male","Male",68,127,9,"Sophomore",1,3.9,25,15,3,90,90,8,6,45,45,6,"few",100
"Male","Male",79,132,10,"Freshman",5,3.3,28,0,0,0,1000,8,5,47,50,5,"few",10
"Male","Male",67,114,7,"Freshman",4.5,3.7,29,0,1,62,30,7,4,49,52,6,"dozens",17
"Male","Male",71,173,10,"Graduate",6,3.1,21,1,2,130,300,7,15,57,57,4,"dozens",25
"Female","Female",64,110,7.5,"Freshman",5,3.8,32,0,0,40,60,8,25,55,57,7,"few",50
"Male","Male",72,170,12,"Sophomore",1,3.3,32,1,1,125,100,6,10,53,52,6,"one",100
"Male","Male",65,190,10.5,"Freshman",6,3.3,29,1,0,90,200,7,5,47,47,6,"few",40
"Female","Female",69,120,9,"Sophomore",3.5,3.4,29,4,2,80,30,8,6,53,58,5,"hundreds",99
"Female","Female",65,120,7.5,"Freshman",3,3.5,28,0,2,110,14,8,10,50,52,7,"few",50
"Female","Female",58,95,6,"Sophomore",3,3.5,26,2,1,65,50,6,10,48,48,4,"one",100
"Male","Male",67,137,8,"Sophomore",3,2.8,28,3,1,196,0,7,5,56,61,4,"hundreds",100
"Male","Male",71,196,10.5,"Senior",6.5,3.4,22,2,2,69,8,7.5,7,54,54,6,"few",32
"Female","Female",63,170,8,"Freshman",1,3.6,26,0,2,45,100,6.5,5,35,35,6,"one",100
"Female","Female",65,140,8.5,"Freshman",2,3.5,31,2,1,90,12,7.5,14,47,50,9,"thousands",65
"Female","Female",64,108,7.5,"Freshman",3,3.3,27,0,1,65,52,5,8,45,46,7,"dozens",10
"Female","Other",66,133,9,"Freshman",0,3.8,29,3,1,75,86,8,6,47,49,1,"dozens",4
"Female","Female",65,120,9.5,"Freshman",2.5,3.5,24,20,2,95,25,7,30,41,43,4,"few",75
"Female","Female",65,115,8,"Freshman",1,3.7,30,1,1,80,50,8,5,46,54,9,"dozens",90
"Male","Male",75,200,11.5,"Junior",2,3.7,22,1,3,118,14,5,10,51,52,3,"hundreds",100
"Male","Male",72,190,10,"Freshman",3,3.8,29,0,0,69,25,7,10,44,47,9,"few",70
"Female","Female",69,185,10,"Freshman",3,4,24,13,3,80,27,6,20,54,63,9,"one",10
"Female","Female",62,125,6,"Freshman",3,3,24,0,2,60,5,6,4,49,48,5,"few",30
"Female","Female",68,155,8.5,"Freshman",3,3.8,25,2,4,100,75,6,30,59,54,7,"few",50
"Female","Female",69,146,9.5,"Freshman",3,3.7,25,8,3,110,23,7.5,45,62,65,7,"few",50
"Male","Male",69,186,11,"Sophomore",1.5,2.5,34,1,1,20,43,6,1,53,51,8,"few",100
"Male","Male",67,150,9,"Freshman",2,3.6,27,2,2,170,25,8,13,47,47,9,"few",50
"Female","Female",67,135,9,"Sophomore",2.5,3.6,25,1,1,85,0,7,15,49,50,4,"dozens",30
"Female","Female",60,92,7,"Freshman",3,4,21,0,2,40,20,7,35,52,48,5,"few",50
"Female","Female",65,125,7.5,"Freshman",2.5,3.5,27,1,3,90,0,7,20,54,50,7,"few",90
"Female","Female",63,125,7.5,"Freshman",3.5,3.8,32,0,1,65,20,8.5,18,52,52,4,"one",50
"Female","Female",68,170,8.5,"Freshman",2,3.7,31,3,1,90,300,9,25,54,58,6,"one",80
"Female","Female",62,117,7,"Freshman",1.5,3.7,29,1,1,110,200,6.5,15,46,50,2,"dozens",30
"Male","Male",70,165,9.5,"Freshman",3,3,28,0,1,137,200,6.5,8,50,55,2,"none",90
"Male","Male",66,115,10,"Freshman",2,3.6,35,0,1,70,100,8,2,45,46,1,"thousands",100
"Female","Female",64,115,5.5,"Freshman",6,4,24,1,2,62,40,7.5,15,54,50,3,"few",55
"Female","Female",63,125,9,"Freshman",3,3.5,24,3,2,80,5,7,22,46,51,3,"one",85
"Female","Female",63,135,8.5,"Freshman",2,3.5,25,1,1,120,0,7,35,54,55,9,"millions",85
"Female","Female",64,177,7.5,"Sophomore",1.5,3.1,18,6,0,44,3,7,10,40,56,8,"few",50
"Female","Female",69,180,9.5,"Sophomore",2.5,3.6,24,4,2,90,1000,8,30,63,53,5,"few",50
"Female","Female",65,125,8.5,"Freshman",2,4,29,1,2,0,0,10,5,50,55,3,"hundreds",100
"Female","Female",62,127,5,"Freshman",2,3.8,25,0,1,0,100,6,6,55,56,7,"few",30
"Female","Female",64,110,7.5,"Freshman",4,3.5,31,1,1,70,40,7,15,50,52,7,"one",100
"Female","Female",64,115,7,"Freshman",2,3.8,29,1,1,75,25,8.5,16,53,57,2,"dozens",100
"Male","Male",69,189,11,"Sophomore",3,2.2,20,0,3,154,0,7.5,10,50,50,8,"one",50
"Male","Male",75,240,13,"Freshman",3,3.8,26,0,1,110,28,8,2,46,48,2,"hundreds",50
"Male","Male",74,195,13,"Junior",2,3.1,28,2,1,120,150,8,6,52,58,6,"few",50
"Female","Female",64,150,7.5,"Sophomore",1.5,3.2,25,5,3,95,50,7,7,53,54,6,"few",100
"Female","Female",60,210,7,"Junior",3,3,24,2,3,105,5,4,15,44,47,3,"dozens",50
"Female","Female",62,115,8,"Senior",4,2.8,27,2,1,112,14,4.5,10,38,39,8,"few",35
"Male","Male",73,185,12.5,"Freshman",1,4,27,2,1,103,0,8,6,48,50,5,"few",100
"Male","Male",70,160,10.5,"Freshman",2,3.8,29,0,1,127,40,6.5,7,44,45,7,"one",50
"Female","Female",66,150,9,"Sophomore",8,4,26,2,0,80,25,7.5,30,46,48,6,"one",65
"Female","Female",67,155,8.5,"Freshman",5,3.5,24,1,1,90,0,8.5,15,57,56,3,"one",90
"Male","Male",69,180,9.5,"Senior",0.5,2,24,4,1,115,2,6,6,57,52,9,"few",25
"Female","Female",63,105,7,"Freshman",3,3.2,27,1,2,60,50,6.5,10,52,53,4,"one",100
"Female","Female",63,110,6,"Freshman",5,3.7,32,3,1,90,10,7,8,54,50,4,"dozens",97
"Female","Female",65,110,7.5,"Freshman",2,4,31,7,2,0,10,8,15,52,59,4,"dozens",7
"Female","Female",62,120,7,"Sophomore",2.5,3,27,2,4,0,30,7,38,42,56,5,"few",75
"Female","Female",66,107,7,"Freshman",3,3.5,31,0,2,80,80,8.5,22,47,47,3,"dozens",90
"Female","Female",66,143,6.5,"Sophomore",5,3.4,33,0,0,0,90,7,7,48,48,7,"few",4
"Male","Male",70,175,10,"Junior",2,3.5,33,2,2,70,45,7,15,43,52,9,"dozens",2
"Female","Female",64,120,7,"Freshman",6,3.8,29,11,0,90,12,7,7,49,52,7,"few",89
"Female","Female",67,157,11,"Freshman",5.5,3.4,25,0,3,115,1,8,20,47,57,5,"few",95
"Male","Male",73,156,11,"Sophomore",2.5,3.4,28,0,1,100,1000,7.5,20,43,42,9,"few",50
"Female","Female",64,120,6,"Sophomore",5.5,3.5,23,0,4,90,20,7,15,49,60,6,"dozens",85
"Female","Female",64,125,7.5,"Freshman",3,4,31,1,2,100,300,6.5,5,48,53,9,"one",95
"Male","Male",74,205,12,"Sophomore",3,2.7,27,3,2,100,1000,5.5,20,53,59,3,"millions",10
"Male","Male",65,194,9.5,"Sophomore",3.5,2.2,19,0,3,120,4,6,5,36,46,3,"millions",100
"Male","Male",74,229,11.5,"Sophomore",2.5,3.3,26,0,2,97,40,8.5,6,55,55,7,"thousands",40
"Female","Female",71,170,9.5,"Freshman",1.5,4,27,2,1,100,140,7,10,56,50,4,"few",90
"Female","Female",62,100,8,"Freshman",1,3.8,25,17,0,105,25,7,12,43,43,7,"one",75
"Male","Male",68,160,9.5,"Junior",2.5,2.4,22,1,2,100,0,7,8,44,49,4,"one",48
"Female","Female",65,126,8.5,"Sophomore",1.5,3.4,28,0,3,80,40,8,12,48,57,8,"one",80
"Female","Female",68,160,11,"Sophomore",2,3.3,25,2,1,55,20,7.5,15,52,53,5,"few",80
"Female","Female",66,145,9.5,"Freshman",1.5,3.7,20,6,2,85,7,8,6,51,50,7,"few",50
"Female","Female",62,125,7.5,"Freshman",5,3.8,24,5,1,0,11,8,4,37,43,5,"few",20
"Male","Male",74,147,11,"Sophomore",3,2.5,30,0,1,0,50,7.5,7,40,48,7,"few",50
"Male","Male",68,127,8,"Freshman",2,3.4,27,2,1,100,500,7,12,45,51,2,"one",55
"Female","Female",69,160,9.5,"Freshman",1,4,34,1,2,110,20,8,15,54,53,7,"few",70
"Male","Male",62,150,10.5,"Junior",2.5,3.1,30,0,0,90,200,7,11,47,47,7,"one",50
"Female","Female",63,184,7.5,"Freshman",3,3.8,22,5,5,0,97,7,10,36,42,3,"one",20
"Female","Female",63,139,9,"Sophomore",3,3.5,21,2,0,100,0,5,13,42,45,3,"none",20
"Female","Female",65,137,7,"Sophomore",4.5,2.5,24,3,1,110,0,5.5,13,40,42,4,"few",100
"Female","Female",69,112,8.5,"Freshman",3,4,30,2,3,90,45,8,12,55,59,7,"one",90
"Male","Male",72,165,12,"Freshman",3,3.8,28,4,5,0,22,7,7,47,53,2,"few",100
"Female","Female",66,165,9,"Freshman",2,4,24,1,1,95,45,7,25,55,56,7,"dozens",75
"Female","Female",67,116,6,"Freshman",7,3.8,31,0,0,0,200,7.5,4,44,48,7,"few",40
"Male","Male",65,214,9,"Senior",3.5,3.5,25,0,0,101,0,8,6,46,50,6,"dozens",99
"Male","Male",67,156,9,"Freshman",1,4,28,0,1,105,23,8,5,51,51,4,"one",50
"Female","Female",63,117,6,"Sophomore",2,3.5,23,2,0,65,100,6.5,10,42,39,6,"few",30
"Female","Female",66,155,7.5,"Freshman",2.5,3.9,27,1,3,85,120,8,13,50,49,6,"few",45
"Female","Female",65,180,8.5,"Freshman",2.5,4,34,8,2,95,0,7.5,14,53,57,7,"few",25
"Male","Male",62,140,7,"Sophomore",2,2.7,20,4,1,120,100,8,10,58,59,7,"few",30
"Male","Male",67,130,8,"Freshman",2,4,23,1,2,45,0,7.5,7,44,45,4,"few",100
"Female","Female",64,165,10,"Freshman",1.5,4,22,9,4,0,2,7,4,46,57,4,"few",75
"Female","Female",64,130,8.5,"Freshman",4,3.5,29,2,1,80,0,6,30,38,48,2,"one",70
"Male","Male",66,152,8,"Sophomore",2,3,29,3,1,50,200,6.5,6,50,53,1,"few",10
"Female","Female",67,150,9,"Freshman",1.5,4,29,5,1,95,0,8,20,47,47,6,"one",90
"Male","Male",82,80,11,"Junior",8,2.2,31,0,0,0,700,8,6,49,49,6,"thousands",40
"Female","Female",65,150,8.5,"Freshman",3,3.7,28,1,1,90,300,8,25,50,50,6,"one",60
"Female","Female",70,140,9.5,"Freshman",1.5,4,28,0,4,100,5,8.5,11,47,49,2,"few",100
"Female","Female",63,190,9,"Freshman",3,3,24,5,12,90,400,7,10,55,48,6,"few",50
"Male","Male",79,145,8,"Sophomore",3.5,3.7,29,0,0,100,200,7,2,59,62,6,"few",50
"Male","Male",76,170,13,"Senior",4,2.6,28,6,10,95,7,6,6,46,47,2,"few",100
"Female","Female",64,125,7.5,"Freshman",3,4,26,15,0,102,0,9,45,44,50,7,"few",50
"Male","Male",70,140,10,"Sophomore",3,3.8,34,5,2,90,200,7.5,16,46,52,7,"few",10
"Female","Female",64,115,6.5,"Sophomore",9,3.3,31,0,0,87,5,7,20,47,47,6,"few",35
"Male","Male",72,180,11.5,"Junior",2.5,3.7,32,3,2,120,0,5,8,45,49,8,"millions",25
"Male","Male",76,145,9.5,"Sophomore",2,3.8,28,16,0,75,500,7,10,48,65,8,"few",0
"Female","Female",65,110,8,"Freshman",4,3.8,26,2,1,80,0,7,10,55,55,4,"few",100
"Male","Male",70,147,9.5,"Freshman",3,3.5,30,0,0,50,1000,8,6,45,48,7,"few",50
"Male","Male",73,155,10.5,"Freshman",3,3.5,30,4,0,90,300,8,3,47,47,9,"few",10
"Female","Female",65,210,8.5,"Freshman",2.5,3.3,25,3,3,75,110,7,15,45,47,3,"few",50
"Female","Female",64,132,7,"Freshman",2,4,27,3,2,90,30,7.5,10,56,64,4,"few",67
"Female","Female",63,140,5.5,"Sophomore",3,2,21,0,1,70,43,6.5,18,56,59,7,"one",80
"Male","Male",65,147,9.5,"Senior",3,3.5,36,0,2,95,60,8,4,50,50,4,"few",40
"Female","Female",63,115,6,"Freshman",3,3.4,25,2,4,85,20,8,12,49,49,2,"few",100
"Male","Male",70,175,11,"Sophomore",3,3.4,32,0,2,160,1000,8,9,53,57,8,"one",30
"Male","Male",72,270,11,"Senior",1,3.5,32,1,2,90,100,8,3,58,65,6,"millions",100
"Male","Male",73,220,10.5,"Freshman",10,3.7,31,3,0,0,120,7,12,42,46,4,"few",90
"Male","Male",74,177,10.5,"Freshman",3,3.6,24,4,2,115,45,6,23,53,54,7,"thousands",25
"Male","Male",69,150,9.5,"Sophomore",4,3.8,27,0,2,103,69,5,4,54,54,8,"dozens",10
"Female","Female",63,147,7.5,"Freshman",2,3.9,28,0,2,40,37,9,5,45,51,8,"few",65
"Male","Male",72,170,10,"Sophomore",3,3.8,32,2,1,120,5,5,6,51,53,6,"few",94
"Female","Female",64,130,8,"Junior",4.5,3.2,28,7,0,103,400,7,22,48,50,8,"hundreds",75
"Male","Male",62,125,7.5,"Junior",5,3.2,21,0,1,75,140,8,3,38,41,7,"few",100
"Female","Female",65,115,7.5,"Freshman",2,4,27,2,2,90,81,6,14,56,58,7,"dozens",70
"Female","Female",65,117,6,"Freshman",0.5,3.7,28,4,3,90,0,7.5,20,46,45,2,"few",100
"Female","Female",67,136,7.5,"Freshman",7,3.7,30,4,1,0,0,7.5,6,49,54,5,"dozens",95
"Male","Male",75,175,12,"Sophomore",3,3.9,21,4,1,150,40,7,10,46,49,4,"one",60
"Female","Female",61,115,6,"Freshman",4,3,28,11,4,100,100,7.5,5,43,45,6,"one",25
"Female","Female",64,147,8.5,"Freshman",1.5,4,31,2,1,95,200,8,15,47,46,3,"one",15
"Female","Female",63,176,9,"Freshman",2,4,22,1,2,0,25,7,6,51,41,5,"few",20
"Female","Female",64,115,7,"Sophomore",3,3.3,25,3,3,0,35,5,15,40,43,5,"few",10
"Female","Female",67,190,10,"Sophomore",6,3,23,0,0,0,0,6.5,10,48,50,7,"one",30
"Female","Female",66,126,9,"Freshman",2,4,23,1,2,70,10,7,15,43,43,5,"one",100
"Female","Female",67,115,8,"Freshman",3,4,26,3,1,95,30,7.5,9,40,39,7,"one",25
"Male","Male",73,194,11.5,"Sophomore",0.5,2.5,25,6,3,120,0,7.5,9,49,50,7,"few",95
"Female","Female",66,125,7.5,"Freshman",3,4,30,0,2,65,20,5,15,54,56,6,"few",75
"Female","Female",66,128,8,"Sophomore",3,3.6,27,1,1,110,25,7,20,55,57,4,"dozens",60
"Male","Male",71,235,11.5,"Freshman",3,4,28,5,2,108,5,9,20,41,46,4,"few",50
"Female","Female",66,120,7,"Freshman",7,4,29,0,1,110,100,6,11,49,51,8,"dozens",20
"Female","Female",63,180,7.5,"Sophomore",1.5,3,23,0,4,45,44,7.5,4,39,44,3,"few",90
"Female","Female",70,150,11,"Freshman",2,4,30,3,1,90,30,7,15,52,51,6,"few",100
"Female","Female",63,120,7,"Freshman",2,3,27,2,2,60,25,6.5,7,50,52,4,"one",85
"Male","Male",76,195,13,"Sophomore",2,3.1,25,3,1,90,0,6,6,54,58,4,"hundreds",60
"Female","Female",62,105,6,"Freshman",3,3.7,26,1,2,130,20,6.5,12,41,61,7,"none",90
"Female","Female",67,130,9,"Freshman",2,4,28,1,2,75,0,6,15,52,52,5,"one",60
"Female","Female",65,130,8,"Freshman",1.5,4,26,1,1,100,10,7.5,30,52,54,4,"few",40
"Female","Female",64,128,8,"Sophomore",3.5,3.2,25,2,1,55,10,8,9,47,50,3,"few",35
"Female","Female",59,82,6,"Freshman",7.5,4,28,1,1,60,10,6,12,49,54,6,"one",60
"Female","Female",65,151,9,"Sophomore",4,3.5,24,1,1,0,10,8,15,42,53,2,"few",90
"Female","Female",61,96,5.5,"Freshman",3,1,20,1,2,40,60,8,9,45,46,7,"few",30
"Female","Female",60,117,6.5,"Freshman",3.5,3.7,26,1,1,70,500,7.5,4,53,57,7,"few",10
"Female","Female",63,110,7,"Freshman",1.5,1,21,2,1,50,120,6,8,47,50,3,"dozens",30
"Female","Female",63,160,8,"Freshman",2,3.8,21,4,4,120,60,7,30,57,59,4,"dozens",80
"Male","Male",69,155,9.5,"Freshman",1.5,4,29,1,3,100,150,7,10,49,52,3,"dozens",25
"Female","Female",66,140,9.5,"Freshman",4,4,27,4,2,90,40,7,15,55,54,4,"one",100
"Male","Male",74,200,12,"Sophomore",2,3.8,30,1,2,99,50,9,3,55,57,6,"dozens",40
"Female","Female",68,120,8,"Freshman",1,3.9,27,0,1,90,80,8.5,20,48,51,1,"few",20
"Female","Female",64,111,7,"Freshman",2,3.9,21,0,2,90,200,6.5,10,50,51,7,"few",90
"Female","Female",66,125,6.5,"Freshman",3,4,32,0,1,0,4,8,15,50,65,8,"few",100
"Female","Female",65,123,8.5,"Freshman",3,3.8,27,4,6,200,120,7,20,40,38,8,"few",100
"Male","Male",70,170,10,"Freshman",6,3.9,33,0,2,0,120,7,6,44,44,7,"few",35
"Female","Female",67,120,7.5,"Freshman",3.5,4,29,3,2,120,60,7,60,50,51,2,"one",75
"Female","Female",66,170,8,"Junior",1,3.4,30,1,1,100,5,8,20,49,53,4,"few",20
"Female","Female",68,155,8,"Freshman",2,3.7,27,3,3,50,60,8,18,50,57,5,"few",75
"Female","Female",67,138,9,"Sophomore",3,2,23,4,2,70,1,7,15,45,46,9,"one",100
"Male","Male",67,155,9.5,"Sophomore",3,3.4,26,0,1,130,100,8,8,44,42,1,"one",100
"Male","Male",70,165,9,"Junior",3.5,2.4,21,1,12,75,2,6.5,3,57,47,7,"dozens",15
"Female","Female",63,125,7,"Freshman",4,4,29,6,3,92,5,7,20,48,49,2,"one",100
"Female","Female",67,140,9,"Freshman",2,3.4,29,10,2,75,0,8,5,45,64,8,"few",100
"Female","Female",64,133,8.5,"Freshman",4,4,27,1,3,111,40,7.5,30,56,56,6,"one",70
"Female","Female",69,150,9,"Freshman",3,4,28,1,2,100,140,8,20,48,51,4,"dozens",0
"Female","Female",64,135,8.5,"Freshman",3,4,30,3,1,111,0,6,30,52,54,2,"few",98
"Male","Male",69,150,10,"Freshman",2,3,31,2,1,80,4,8,3,46,45,5,"few",50
"Female","Female",66,114,7,"Freshman",5,3.5,29,1,1,70,10,7,10,54,52,5,"few",20
"Male","Male",65,150,7.5,"Junior",0.5,3.1,26,4,1,80,60,8,1,49,56,2,"millions",10
"Female","Female",60,120,7.5,"Freshman",1.5,3.3,22,0,2,40,2,7.5,0,43,51,7,"few",85
"Female","Female",68,132,8,"Freshman",7,3.7,29,3,1,0,30,8,12,40,44,7,"dozens",10
"Female","Female",67,130,8.5,"Junior",1.5,3.6,30,2,1,106,10,8,10,50,50,10,"dozens",76
"Female","Female",65,190,9.5,"Sophomore",4,2,20,2,0,124,0,8,22,56,62,5,"one",78
"Female","Female",84,160,9,"Freshman",7,3.8,30,3,0,0,10,7.5,5,47,47,9,"few",87
"Female","Female",67,135,8.5,"Freshman",1,4,30,0,1,110,50,8,9,47,49,9,"few",80
"Female","Female",66,145,10.5,"Freshman",4,4,28,1,2,90,50,5.5,20,52,52,5,"few",50
"Female","Female",63,156,6.5,"Freshman",2,4,21,0,2,0,80,9,15,50,54,6,"few",100
"Female","Female",63,130,7,"Freshman",3,4,24,5,3,75,150,7,15,39,42,6,"few",65
"Female","Female",66,147,7.5,"Freshman",5,4,25,2,1,90,105,7.5,8,44,47,5,"one",55
